3.882513974997733874e-01, 3.976292443615768724e-01, 4.472968772814284732e-01, 1.897375499176579827e-01, 2.694834391395031226e-01, 4.195585132281860474e-01, 5.014711330243837306e-01, 4.808961899024109532e-01, 5.570425562658042340e-01, 6.092006344724001377e-01, 4.734588775694993923e-01, 5.214670492619559727e-01, 6.857006598845373224e-01, 1.001734233179112588e+00, 6.712435599080714965e-01, 8.040615594615396766e-01, 6.604362631492556313e-01, 5.496115509879234695e-01, 6.997942851366600880e-01, 7.214003390358199042e-01, 5.782562666342236923e-01, 5.849120261501234985e-01, 7.322280003662254844e-01, 7.019952695065209136e-01, 6.001887494991119398e-01, 6.611869768912702616e-01, 5.417521813201364722e-01, 5.353788176927117837e-01, 5.215919851384694939e-01, 5.316624902534592412e-01, 6.413598039531759332e-01, 4.720398169564483659e-01, 5.112332702661331885e-01, 4.258741612121775266e-01, 8.252239091802962001e-01, 8.316429008711254678e-01, 5.397439004755126835e-01, 4.888030646544520574e-01, 6.461155258218681530e-01, 5.332409920137216597e-01, 6.029719653862475326e-01
6.898789461215009133e-01, 5.835146873979208948e-01, 7.691861539068621800e-01, 7.335687003117078442e-01, 8.503374189105559200e-01, 6.200297743534618489e-01, 7.385284534390560429e-01, 6.267252364360944572e-01, 7.660698493296477229e-01, 8.871578133193119831e-01, 7.161927714352301910e-01, 8.913624474855336155e-01, 1.029541816206511751e+00, 1.522573426504273408e+00, 1.155861902401693175e+00, 9.206034020345563729e-01, 9.356521240101015602e-01, 8.203341615863141145e-01, 9.835917066488815141e-01, 7.926750886261835216e-01, 6.076072618504203549e-01, 7.101754632602330641e-01, 9.581602967892668410e-01, 1.084905987115869719e+00, 1.180672830970136200e+00, 1.021511028124359788e+00, 6.963686816998035933e-01, 5.350939793929375687e-01, 7.353600329984495421e-01, 7.371032916758195608e-01, 8.582417661260782760e-01, 5.905389367514266574e-01, 4.915026019345120067e-01, 5.094535903697970936e-01, 6.045376489252873853e-01, 5.761749912615049540e-01, 5.772913746739298801e-01, 5.102282156969863980e-01, 6.680070520488394781e-01, 6.486814814459460621e-01, 5.810996307456116616e-01
2.596996539549280003e-01, 2.154618688664073078e-01, 2.786388579216112493e-01, 2.573717085869936527e-01, 2.973597737899378868e-01, 6.378863263167510178e-01, 7.960556158313890629e-01, 5.946893477579667797e-01, 9.399812592167556824e-01, 1.225939624623131552e+00, 7.827123083941818216e-01, 9.647678050108381420e-01, 1.290841876956375200e+00, 1.915232872069959846e+00, 1.302342202851280994e+00, 1.073939114033667597e+00, 1.084267958213982919e+00, 7.368146722690832595e-01, 9.502029395815555501e-01, 9.819033009508363330e-01, 8.223772377800543376e-01, 7.579517793989130059e-01, 9.230659043160812649e-01, 8.495788081225642552e-01, 1.062637963427635279e+00, 1.076860562527812704e+00, 7.050251377614979997e-01, 6.544872136034375343e-01, 6.986491840348155735e-01, 6.786752715197480468e-01, 7.573379355130585022e-01, 6.714162805843877369e-01, 6.323080970741895568e-01, 6.163566127327426702e-01, 5.781505915237395987e-01, 6.459285809529209388e-01, 6.436676752351482289e-01, 5.004435771439443847e-01, 6.560544075916616702e-01, 6.069820432971300139e-01, 7.216493514459560998e-01
8.192211363882400121e-01, 8.541213311118781570e-01, 1.039580772074555792e+00, 1.247079359765299156e+00, 1.231258030137164727e+00, 8.507215300102551891e-01, 9.046886378800832462e-01, 6.244705299188189063e-01, 7.391562324887122060e-01, 1.058822740609530300e+00, 7.358644909761576924e-01, 8.676141164067153744e-01, 1.235018708514205477e+00, 1.693374273343335012e+00, 1.245602610164525226e+00, 1.031252807735507204e+00, 1.141895631198875716e+00, 9.413064909231916300e-01, 1.083986252467918021e+00, 9.539196732631642917e-01, 7.218706734550532911e-01, 7.401050381159766101e-01, 8.754909551885550201e-01, 8.266845535998758043e-01, 9.733293459368842493e-01, 9.705499659148519864e-01, 7.931770379772496993e-01, 6.615356213538187147e-01, 6.998025574004206328e-01, 7.939296055818674258e-01, 1.180390835567342922e+00, 6.926674250694447865e-01, 6.350838433767690416e-01, 7.597204698010134871e-01, 7.370838229634423255e-01, 6.985818775416706705e-01, 7.056886760047811347e-01, 6.306450543295147870e-01, 7.282576464545655881e-01, 7.585419108573427938e-01, 6.891271876439888366e-01
1.216691214955803346e+00, 1.236852731073604383e+00, 1.437604940643338436e+00, 1.258789093654252511e+00, 1.274393929300574824e+00, 1.138794125710725247e+00, 1.182262490038963332e+00, 9.784820572687682461e-01, 1.135002152969756484e+00, 1.425543117774197510e+00, 1.270982360731687910e+00, 1.307144019706751203e+00, 1.572631712441049157e+00, 2.456025735130381804e+00, 1.697888152251355143e+00, 1.576002655496615334e+00, 1.587107870605038329e+00, 1.316626814791348909e+00, 1.555695213889577877e+00, 1.409394202538816421e+00, 9.955106231590232779e-01, 1.014355031649535777e+00, 1.296430785606324410e+00, 1.222133928060924912e+00, 1.260171371639851712e+00, 1.172739086949323495e+00, 9.496367629156141632e-01, 9.077911054248749556e-01, 9.660834044105489626e-01, 1.035621482617340883e+00, 1.299504680802902268e+00, 8.884995150735460756e-01, 9.311690329853621328e-01, 9.242460882826455393e-01, 1.081099926624274454e+00, 1.090440202247255241e+00, 9.757181727504439239e-01, 7.145393462854484623e-01, 8.547311762285386694e-01, 8.964823183605086232e-01, 9.120081544320487454e-01
1.498362478315331980e+00, 1.450663315423193822e+00, 1.710718018992513301e+00, 1.636859390095981803e+00, 1.747595879967676291e+00, 1.346629426660831186e+00, 1.293672113945916857e+00, 1.046158398931776423e+00, 1.193649387934946349e+00, 1.476921401240814502e+00, 1.225916435547652394e+00, 1.319724353275300466e+00, 1.768929754069714422e+00, 2.491070517044547294e+00, 1.957937362247406554e+00, 1.469865574533910202e+00, 1.758080976194597245e+00, 1.345222122599834202e+00, 1.555675307858887635e+00, 1.538992638415799696e+00, 1.070242804670885617e+00, 1.117301992651077880e+00, 1.347034635009474846e+00, 1.343686203636605958e+00, 1.251001462729509850e+00, 1.204849697760729699e+00, 1.010330224114324382e+00, 9.971620786183109653e-01, 1.056124138780490718e+00, 1.015515967173858503e+00, 1.408051325684285260e+00, 9.855441961997117861e-01, 9.630411699167928941e-01, 1.037106053109938308e+00, 1.007742910726443508e+00, 9.073563110536547738e-01, 9.694354102237562332e-01, 7.558095296739173463e-01, 8.480920798310109809e-01, 8.938764660522272587e-01, 9.054046415890170119e-01
1.107060972538745247e+00, 9.950863742209976603e-01, 1.023271207117837367e+00, 1.141710287002019042e+00, 1.258506356826622596e+00, 1.033963729302252332e+00, 1.123980329211331952e+00, 9.844066638249466816e-01, 1.097637101492115130e+00, 1.042226337601547925e+00, 1.005453196107474856e+00, 1.078777953880331930e+00, 1.351498644112030689e+00, 1.725835082775105445e+00, 1.416185185716353434e+00, 1.155740654580298621e+00, 1.088736271424067370e+00, 9.145026244568544849e-01, 1.071186618526754897e+00, 1.058743831966589388e+00, 7.203906646479831810e-01, 8.678963491364225513e-01, 1.030343286641666189e+00, 9.065780452979336212e-01, 1.020464216175816174e+00, 9.646311848451211146e-01, 7.904283934392271060e-01, 6.351074588982786873e-01, 7.437608817032431707e-01, 8.647435828831819826e-01, 1.597052140600057735e+00, 9.660308586605035330e-01, 8.308609995087397060e-01, 9.668840889017328299e-01, 9.963848262761422214e-01, 9.376188714248594458e-01, 8.881149463462578719e-01, 7.080956048856893448e-01, 7.937993568653545218e-01, 8.572212363685371983e-01, 7.297002134768002524e-01
1.280756334140283892e+00, 1.041761590578054841e+00, 1.258488751858827248e+00, 1.108544644517626798e+00, 1.211784713923161894e+00, 1.017689987878707347e+00, 1.129273667904710621e+00, 1.045573481120953385e+00, 1.097269027291455368e+00, 1.357817310522670740e+00, 1.081562568528941615e+00, 1.301621505856042083e+00, 1.536890656527172272e+00, 2.047469129672438992e+00, 1.461782612865509368e+00, 1.293364639280394357e+00, 1.336264714375608120e+00, 1.120181692626874392e+00, 1.225001116044242888e+00, 1.182240009845919815e+00, 1.039178085032707699e+00, 9.555271633711241996e-01, 1.077252394526063251e+00, 1.043132278153737102e+00, 1.158886052313057968e+00, 1.148941062089332998e+00, 8.753315727256287815e-01, 8.885982076931550067e-01, 8.355325213327983169e-01, 8.488379568378167095e-01, 1.145535573095742610e+00, 8.546602533225611253e-01, 7.831572643010530355e-01, 9.954391121554484467e-01, 1.030264911204504363e+00, 7.937066546723925420e-01, 8.437532041695499085e-01, 7.635649854942345716e-01, 7.902348291827960836e-01, 8.211162728578206282e-01, 7.786243062679618632e-01
1.462937882421806890e+00, 1.284287072086739867e+00, 1.448438862313919273e+00, 1.239901950241935946e+00, 1.328065956053393393e+00, 1.199885962635992342e+00, 1.193475361562287729e+00, 1.007807802819629561e+00, 1.150520494235462987e+00, 1.277637413636210528e+00, 1.088401143783078062e+00, 1.141547732393600301e+00, 1.441463474312391524e+00, 2.229889810836541475e+00, 1.539759544010923298e+00, 1.439096495943042342e+00, 1.581796101878290228e+00, 1.175370609231294772e+00, 1.459619468110713081e+00, 1.314052752379444078e+00, 1.055875431440229439e+00, 9.650043799475059858e-01, 1.145544904979430623e+00, 1.124341013029620084e+00, 1.085666833137189480e+00, 1.119574026261952682e+00, 8.518507073052462575e-01, 8.389064740435405731e-01, 8.636451044256265863e-01, 9.157500036396040155e-01, 1.354602139753684042e+00, 9.348871427148638391e-01, 7.912267750878841932e-01, 7.120497116731402398e-01, 5.605419541508944725e-01, 4.263787616928390034e-01, 4.986811911332479363e-01, 3.591107988390069283e-01, 3.861538422912613733e-01, 4.520994966510297197e-01, 5.024013078788190922e-01
6.782757345028408436e-01, 5.724525414144534530e-01, 7.740708263411554269e-01, 7.254208885489629166e-01, 6.726257316746802051e-01, 6.707088185148765147e-01, 9.055531642118288538e-01, 8.214677037193663933e-01, 8.758474821420302314e-01, 1.038825970827673473e+00, 6.037976214907019301e-01, 6.611941242249410600e-01, 9.516441027202460212e-01, 1.440508275399349225e+00, 1.134786680375335255e+00, 1.052171669633708229e+00, 1.014287373035948292e+00, 7.642600506046673958e-01, 9.211541670025569228e-01, 8.513127929068529109e-01, 5.382586651701111169e-01, 5.806999730308615160e-01, 7.416122127074786796e-01, 7.970239692056163561e-01, 5.431490696516158012e-01, 5.322843215563045627e-01, 5.393205715273949874e-01, 5.208536819976957721e-01, 5.477947591614853451e-01, 5.344049788097881004e-01, 5.905102476656457489e-01, 4.807874463342636795e-01, 4.868399067319027496e-01, 4.714323127182541984e-01, 5.182263547881483801e-01, 5.409723137889970168e-01, 5.264304066667081505e-01, 4.617993346581373837e-01, 5.356996158804935293e-01, 5.939823042721642521e-01, 6.704088432073679327e-01
