75,77,67,72
77,76,78,77
76,75,77,76
75,76,75,77
77,81,78,82
84,83,82,81
82,82,83,83
81,80,80,80
79,79,78,79
76,75,75,75
75,74,75,74
74,73,72,71
71,71,72,72
69,69,70,70
70,70,71,71
72,72,71,70
70,70,71,71
71,71,72,71
70,70,71,70
70,69,70,69
69,69,69,69
68,67,68,67
67,67,66,68
68,68,69,69
68,67,69,69
68,68,69,69
68,67,68,67
69,68,69,68
67,66,67,66
65,68,66,69
68,69,69,70
69,69,70,70
69,69,70,70
69,68,69,68
67,67,69,68
67,67,69,68
68,67,68,67
67,66,68,67
67,66,67,66
66,65,66,65
65,64,66,65
65,65,66,66
65,64,62,61
62,62,63,62
61,63,62,64
63,62,64,63
61,60,62,61
60,59,58,57
56,58,58,60
59,60,60,61
61,62,62,64
63,62,64,64
63,62,64,63
63,62,63,62
61,60,62,61
60,59,61,61
60,61,61,62
61,60,61,61
61,61,62,62
61,61,62,61
61,60,61,60
60,59,61,60
60,59,60,59
58,58,59,59
59,58,59,58
58,57,58,57
56,55,56,55
53,54,55,55
55,54,56,55
54,53,55,54
54,54,55,55
53,53,55,54
54,53,55,54
53,53,53,54
53,52,53,52
52,51,53,53
54,53,55,54
54,53,54,54
54,53,54,53
53,54,55,55
55,54,56,55
55,55,56,55
55,54,56,55
56,56,57,57
57,57,58,58
59,59,60,60
60,60,61,60
60,60,61,61
61,61,62,62
61,61,62,63
63,63,64,64
64,63,65,64
64,63,63,63
63,62,63,62
62,62,64,63
63,62,63,63
62,62,63,63
64,64,65,65
65,64,65,64
63,64,64,64
64,63,64,63
63,62,64,64
61,61,63,62
63,62,63,62
62,63,64,64
63,62,64,63
63,64,64,65
65,64,66,65
66,65,67,66
67,66,67,66
65,64,66,65
66,65,66,65
66,65,67,66
65,64,66,65
65,64,66,65
64,63,65,64
64,63,64,64
64,63,65,64
63,62,64,63
63,63,64,64
63,62,64,63
62,61,63,62
62,61,63,62
61,60,61,60
61,61,62,62
62,62,63,63
64,63,64,63
64,63,64,63
62,61,64,63
63,62,64,63
62,61,63,62
61,60,63,62
62,62,63,63
65,64,66,65
65,64,66,65
65,64,65,64
64,64,65,65
63,62,64,63
63,63,64,64
64,63,65,64
63,62,64,63
62,61,64,63
63,62,64,63
63,62,62,61
62,61,62,61
61,60,59,58
59,59,61,60
60,59,61,60
60,60,60,59
59,58,59,58
60,59,60,60
60,59,61,60
60,60,62,61
62,61,63,62
63,63,64,64
64,64,65,64
64,63,64,63
63,62,64,63
63,62,64,63
63,63,65,64
64,63,64,64
65,64,65,64
64,63,64,63
63,63,64,64
64,63,64,63
63,64,65,64
65,64,66,65
64,63,65,64
65,64,66,65
65,64,66,65
65,64,66,65
65,64,66,65
65,64,66,65
65,65,66,66
