1COV.DE_Low,ADS.DE_Low,AIR.DE_Low,ALV.DE_Low,BAS.DE_Low,BMW.DE_Low,CBK.DE_Low,DTE.DE_Low,EOAN.DE_Low,HEI.DE_Low
26,40.7755012512207,15.3999996185303,143.673004150391,15.0831003189087,18.1709995269775,153.773666381836,16.7192001342773,14.5068988800049,72.4678192138672
26.0499992370605,40.6222496032715,15.3999996185303,140.759002685547,14.8018999099731,18.0820007324219,155.289855957031,16.7600898742676,13.7456035614014,72.4678192138672
25.7299995422363,39.8807487487793,15.3999996185303,140.195999145508,14.9553003311157,18.0919990539551,158.772537231445,16.1261005401611,13.9570751190186,72.4678192138672
25.8549995422363,40.1365013122559,15.3999996185303,139.735992431641,14.8581447601318,18.1900005340576,158.772537231445,16.2437000274658,14.5189828872681,69.23681640625
25.8299999237061,39.4334983825684,15.3999996185303,140.912002563477,14.8786001205444,18.1319999694824,156.519165039062,16.1567897796631,14.5975303649902,69.23681640625
25.25,39.7592506408691,15.3999996185303,141.628005981445,14.7507448196411,18.2689990997314,157.747665405273,16.5965003967285,14.4706468582153,69.23681640625
25.0650005340576,39.369499206543,15.3999996185303,141.985992431641,14.8786001205444,18.3659992218018,158.772537231445,16.7856998443604,14.9872398376465,65.5436019897461
25.0100002288818,37.4522514343262,15.3999996185303,141.985992431641,14.8786001205444,18.3139991760254,158.772537231445,16.6937007904053,15.1745433807373,65.0597152709961
25,37.7077484130859,15.3999996185303,141.985992431641,14.8786001205444,18.2430000305176,158.772537231445,16.7805995941162,15.041618347168,65.0597152709961
24.5,35.7647514343262,15.3999996185303,141.423004150391,14.9553003311157,18.1940002441406,158.772537231445,16.7549991607666,14.9389038085938,66.4671325683594
24.3500003814697,35.982250213623,15.3999996185303,141.320999145508,14.9425001144409,18.1840000152588,159.182113647461,16.8215007781982,14.3498067855835,66.6982345581055
24.5499992370605,36.1100006103516,15.3999996185303,143.110992431641,15.1214504241943,18.5049991607666,160.042785644531,16.8265895843506,14.2893857955933,64.6209716796875
25,36.3017501831055,15.3999996185303,143.110992431641,15.1214504241943,19.0750007629395,160.042785644531,16.6271896362305,14.0477056503296,64.6209716796875
26.1650009155273,37.1324996948242,15.3999996185303,138.867004394531,14.4823503494263,19.1049995422363,155.904510498047,16.683500289917,14.5612783432007,62.3125953674316
27.0100002288818,38.033748626709,15.3999996185303,139.735992431641,14.6740999221802,19.1539993286133,156.928665161133,16.0851898193359,14.7153491973877,62.3125953674316
26.8250007629395,38.6279983520508,15.3999996185303,139.505996704102,14.8530502319336,19.5669994354248,163.93505859375,16.3612995147705,14.5763826370239,62.3125953674316
26.6700000762939,38.1552505493164,15.3999996185303,138.457992553711,14.4209995269775,19.6060009002686,163.442932128906,16.5811996459961,14.0477056503296,62.3125953674316
27.5450000762939,38.2830009460449,15.3999996185303,137.563003540039,14.2804002761841,20.2350006103516,170.859710693359,16.3612995147705,13.7153940200806,64.3212509155273
27.7299995422363,37.0047492980957,15.3999996185303,136.718994140625,14.3673000335693,20.5699996948242,173.194915771484,16.3612995147705,13.3830833435059,62.8903656005859
27.3400001525879,37.0687484741211,15.3999996185303,137.537994384766,14.5309000015259,20.6389999389648,168.073333740234,16.0084896087646,13.3558940887451,63.2361259460449
28.1450004577637,35.5794982910156,15.3999996185303,139.070999145508,14.8530502319336,19.3899993896484,171.310089111328,16.0800895690918,12.8544063568115,63.6974411010742
27.6299991607666,34.2565002441406,15.3999996185303,138.356002807617,15.0012998580933,20.4519996643066,170.859710693359,16.2334995269775,12.6278295516968,63.0050163269043
27.2700004577637,31.3677501678467,15.3999996185303,139.582992553711,15.3131999969482,21.0400009155273,171.6787109375,16.2999992370605,12.4646949768066,64.1596603393555
27.6800003051758,30.6774997711182,15.3999996185303,140.350006103516,14.9936504364014,20.3929996490479,174.751968383789,16.2845897674561,12.3891696929932,62.7748107910156
27.5149993896484,31.0610008239746,15.3999996185303,144.082000732422,15.108699798584,20.2450008392334,178.644165039063,16.4687004089355,12.4193801879883,63.6974411010742
27.7049999237061,31.3167495727539,15.3999996185303,144.848999023438,14.9680500030518,19.7240009307861,179.873550415039,16.5403003692627,12.3952121734619,63.2361259460449
28.0349998474121,32.8824996948242,15.3999996185303,143.264007568359,14.9680500030518,19.80299949646,184.135238647461,16.5606899261475,12.510009765625,63.2361259460449
28.75,32.7227516174316,15.3999996185303,146.382995605469,15.0319995880127,19.9400005340576,177.825241088867,16.5606899261475,12.597620010376,63.2361259460449
29.3199996948242,32.0069999694824,15.3999996185303,144.440002441406,15.1163501739502,19.9899997711182,175.53010559082,16.5606899261475,12.6882495880127,62.7748107910156
30.3799991607666,31.8854999542236,16.7000007629395,141.628005981445,15.0881948471069,19.9009990692139,174.71110534668,16.4636001586914,12.9631624221802,62.7748107910156
30.3500003814697,30.7415008544922,16.7600002288818,141.628005981445,15.0651998519897,20.2549991607666,177.497482299805,16.381799697876,13.3226633071899,62.8903656005859
29.8999996185303,29.181999206543,16.7600002288818,143.417007446289,15.0319995880127,20.6480007171631,173.317520141602,16.4125003814697,13.235053062439,62.8903656005859
31.25,30.0127506256104,16.7600002288818,146.22900390625,15.1879501342773,20.7250003814697,170.654556274414,16.4125003814697,13.7153940200806,62.8903656005859
31.2999992370605,29.1372509002686,16.7600002288818,148.785995483398,15.1342449188232,20.7250003814697,171.063980102539,16.1618995666504,14.1292734146118,62.8903656005859
31.8150005340576,27.4882507324219,17.3299999237061,154.154006958008,15.0064001083374,20.7250003814697,169.630401611328,16.3715896606445,14.0930213928223,62.8903656005859
31.9400005340576,28.4535007476807,17.3299999237061,154.768005371094,14.9296998977661,20.6919994354248,170.039825439453,16.4277896881104,14.0809373855591,62.8903656005859
32.064998626709,28.121000289917,17.3299999237061,154.666000366211,15.1623449325562,20.923999786377,174.792846679688,16.3358001708984,13.5945539474487,62.8903656005859
33.1549987792969,28.6322498321533,17.3299999237061,154.768005371094,15.2672004699707,21.0419998168945,176.186431884766,16.1364002227783,15.4977912902832,62.8903656005859
34,26.9834995269775,17.3299999237061,157.477996826172,15.4819002151489,21.0419998168945,178.234649658203,15.8193998336792,14.9691143035889,60.0051231384277
33.5449981689453,27.5457496643066,17.3299999237061,161.158996582031,15.7171001434326,20.5300006866455,174.87451171875,15.3899002075195,14.3195972442627,55.8505897521973
34.0499992370605,28.9519996643066,17.3299999237061,160.546005249023,15.7733497619629,20.6089992523193,175.161468505859,15.236499786377,13.8966550827026,60.466438293457
34.4500007629395,28.1849994659424,17.3299999237061,161.287002563477,16.0238952636719,20.4120006561279,176.063018798828,15.2313995361328,13.7456035614014,60.466438293457
33.9000015258789,27.0984992980957,17.3299999237061,161.63200378418,16.1516952514648,20.4909992218018,176.636795043945,15.3388004302979,13.8724870681763,51.6969566345215
33.5149993896484,27.86549949646,17.3299999237061,163.561996459961,15.962550163269,20.5499992370605,174.997909545898,15.5687999725342,13.8211297988892,52.0887565612793
34.375,28.7602500915527,17.3299999237061,165.964996337891,16.080150604248,20.6679992675781,174.342468261719,15.7734003067017,14.3044919967651,51.6969566345215
33.9000015258789,28.0699996948242,17.3299999237061,166.835006713867,16.0264453887939,20.7590007781982,173.932174682617,15.993200302124,14.2138614654541,52.1582717895508
33.2999992370605,26.8172492980957,17.3299999237061,166.712005615234,16.2334995269775,21.1110000610352,176.841949462891,15.8296003341675,13.5824699401855,53.0818023681641
33.560001373291,25.5389995574951,17.3299999237061,166.712005615234,16.3101959228516,21.1340007781982,178.234649658203,15.7529001235962,13.0930662155151,51.0045356750488
33.560001373291,26.5935001373291,17.3299999237061,161.414993286133,15.9701948165894,21.4349994659424,172.416778564453,15.6660003662109,12.9903507232666,50.3121147155762
32.0499992370605,25.4367504119873,17.3299999237061,161.925994873047,15.7400999069214,21.238000869751,170.859710693359,15.4409999847412,12.8876371383667,50.3121147155762
33.2249984741211,26.6509990692139,17.3299999237061,163.255996704102,15.678750038147,21.3460006713867,173.727828979492,15.5740003585815,12.8634691238403,50.3121147155762
33.4000015258789,25.5645008087158,17.3299999237061,165.914001464844,15.8116998672485,21.3959999084473,177.005355834961,15.5687999725342,13.1534862518311,51.2347412109375
