1COV_High,ADS.DE_High,AIR.DE_High,ALV.DE_High,BAS.DE_High,BMW.DE_High,CBK.DE_High,DTE.DE_High,EOAN.DE_High,HEI.DE_High
26.9899997711182,41.1590003967285,15.3999996185303,145.207000732422,15.354100227356,18.2099990844727,156.519165039062,17.0618000030518,14.9993238449097,73.252326965332
27.3799991607666,41.286750793457,15.3999996185303,143.212997436523,15.0958948135376,18.2000007629395,159.017837524414,16.7600898742676,14.6821184158325,72.4678192138672
26.4850006103516,40.6732482910156,15.3999996185303,142.548004150391,15.2748498916626,18.3279991149902,162.213714599609,16.5914001464844,14.5582571029663,72.4678192138672
26.3999996185303,40.5200004577637,15.3999996185303,141.473999023437,15.1981449127197,18.3439998626709,162.172836303711,16.5095996856689,14.9237985610962,69.23681640625
26.6900005340576,40.6349983215332,15.3999996185303,142.649993896484,15.3515501022339,18.2889995574951,161.845077514648,16.5300998687744,15.1020393371582,69.23681640625
26.1200008392334,40.8395004272461,15.3999996185303,141.985992431641,15.0575504302979,18.4400005340576,159.591613769531,16.8777008056641,15.2561101913452,69.23681640625
25.9099998474121,40.9032516479492,15.3999996185303,141.985992431641,14.8786001205444,18.5839996337891,158.772537231445,16.9543895721436,15.6790523529053,66.4671325683594
25.5,39.4972496032715,15.3999996185303,141.985992431641,14.8786001205444,18.5440006256104,158.772537231445,16.9953002929687,15.5310220718384,65.0597152709961
25.625,38.4747505187988,15.3999996185303,141.985992431641,14.8786001205444,18.6030006408691,158.772537231445,17.1590003967285,15.7092618942261,65.0597152709961
25.75,38.0272483825684,15.3999996185303,142.649993896484,15.1316947937012,18.3080005645752,159.960250854492,17.266300201416,15.3467407226562,67.6208648681641
24.75,37.1772499084473,15.789999961853,143.212997436523,15.1521501541138,18.4130001068115,160.657440185547,16.9799995422363,15.0990180969238,67.3906631469727
25.5799999237061,37.4777488708496,15.3999996185303,143.110992431641,15.1214504241943,18.9869995117187,160.042785644531,17,14.7697267532349,65.6365814208984
26.0100002288818,37.3497505187988,15.3999996185303,143.110992431641,15.1214504241943,19.57200050354,160.042785644531,16.8164005279541,14.537109375,65.0822830200195
27.5,38.0272483825684,15.3999996185303,140.503005981445,15.0319995880127,19.2520008087158,159.182113647461,16.8726005554199,15.3346567153931,62.7748107910156
27.4899997711182,38.8964996337891,15.3999996185303,140.604995727539,15.0575504302979,19.7140007019043,164.057586669922,16.5300998687744,15.3618459701538,62.7748107910156
27.9750003814697,38.9539985656738,15.3999996185303,142.906005859375,15.3515501022339,19.7240009307861,166.557144165039,16.5659008026123,14.9540090560913,62.3125953674316
28.2000007629395,39.2159996032715,15.3999996185303,139.582992553711,14.9296998977661,20.0580005645752,169.630401611328,16.8470897674561,14.5612783432007,62.3125953674316
28.5400009155273,38.7302513122559,15.3999996185303,139.326995849609,14.5922498703003,21.1599998474121,175.448287963867,16.5352001190186,14.4223108291626,64.6209716796875
28.4899997711182,38.6665000915527,15.3999996185303,140.093994140625,14.3673000335693,21.1299991607666,175.53010559082,16.489200592041,13.920823097229,62.8903656005859
28.6900005340576,37.8292503356934,15.3999996185303,140.759002685547,14.8581447601318,21.4150009155273,175.12060546875,16.294900894165,13.7153940200806,63.2361259460449
