Datetime,1COV.DE_Volume,ADS.DE_Volume,AIR.DE_Volume,ALV.DE_Volume,BAS.DE_Volume,BMW.DE_Volume,CBK.DE_Volume,DTE.DE_Volume,EOAN.DE_Volume,HEI.DE_Volume
2021-11-26 13:00:00+01:00,98873,65292,126744,125255,485012,89041,981331,625146,622833,68667
2021-11-26 14:00:00+01:00,115310,54824,173064,98728,260204,127058,444993,341176,457945,60012
2021-11-26 15:00:00+01:00,198840,88478,145988,225374,492446,189074,872067,984541,580847,117833
2021-11-26 16:00:00+01:00,221588,132992,83761,212809,637327,215200,502375,1147795,530879,104799
2021-11-26 17:00:00+01:00,104360,112336,57274,165932,601548,143190,544439,1093804,617182,94404
2021-11-29 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-11-29 10:00:00+01:00,111645,54753,80887,132519,556878,140816,615272,973178,1115927,124696
2021-11-29 11:00:00+01:00,67892,62346,50038,106821,355124,179001,426507,783360,887498,95629
2021-11-29 12:00:00+01:00,64391,40800,64248,86607,277350,50805,392119,818111,601510,71834
2021-11-29 13:00:00+01:00,44665,56948,26680,67628,214231,75410,672371,453171,484911,43967
2021-11-29 14:00:00+01:00,62740,45201,36514,55341,186770,40275,646170,384073,477906,75192
2021-11-29 15:00:00+01:00,91623,71769,131616,106378,343435,236801,898832,795481,733359,116651
2021-11-29 16:00:00+01:00,115688,93013,57471,151571,491931,156397,609011,1512805,909237,148201
2021-11-29 17:00:00+01:00,66739,68614,28923,74518,186286,53205,527580,720884,279212,91610
2021-11-30 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-11-30 10:00:00+01:00,98319,53801,107697,129982,416114,202491,557907,1723066,905858,155371
2021-11-30 11:00:00+01:00,159461,43453,59334,95485,397545,143237,510108,917222,655940,104460
2021-11-30 12:00:00+01:00,69243,42042,71757,77653,278288,86576,408217,731374,492407,91444
2021-11-30 13:00:00+01:00,78743,43260,35755,73116,248703,80927,479403,912668,473931,92248
2021-11-30 14:00:00+01:00,127358,53901,75175,102659,246463,114343,426632,991599,648731,109822
2021-11-30 15:00:00+01:00,213186,100937,73872,113657,431464,138135,587051,1491711,518609,129462
2021-11-30 16:00:00+01:00,116087,110333,184757,129482,495568,185014,754986,1495072,981867,202124
2021-11-30 17:00:00+01:00,58354,50270,76702,69854,282748,83166,567717,1032725,388728,115091
2021-12-01 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-01 10:00:00+01:00,98648,52503,125912,110736,302806,189480,785135,968209,1100938,78500
2021-12-01 11:00:00+01:00,70152,22162,58401,68919,188630,99385,703371,574600,880314,60509
2021-12-01 12:00:00+01:00,42592,27782,31323,62607,215758,55840,617477,611774,602968,39193
2021-12-01 13:00:00+01:00,35137,46665,44260,66508,162343,63595,404982,586187,645569,54784
2021-12-01 14:00:00+01:00,39993,34180,52493,68979,191276,76371,499052,632850,557375,52144
2021-12-01 15:00:00+01:00,134261,84459,66294,114464,247494,100710,584674,1402978,722148,80115
2021-12-01 16:00:00+01:00,116085,89848,77258,123244,232656,204276,621046,930339,778417,90528
2021-12-01 17:00:00+01:00,62562,54935,40698,71557,269340,93638,250716,754857,472811,54773
2021-12-02 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-02 10:00:00+01:00,68879,36238,44849,70999,247136,119884,255550,1446186,424100,146865
2021-12-02 11:00:00+01:00,62628,44785,49904,81827,214184,115269,682535,1813145,507870,54691
2021-12-02 12:00:00+01:00,52954,32221,15882,36559,155966,74036,280599,1353916,469047,50286
2021-12-02 13:00:00+01:00,85192,50798,36749,69014,241383,89883,364681,1760679,470453,73236
2021-12-02 14:00:00+01:00,67449,44482,43573,42712,218271,72772,325373,1016476,330057,63815
2021-12-02 15:00:00+01:00,97327,123281,62610,89379,365538,116763,894402,1216243,484991,154973
2021-12-02 16:00:00+01:00,85383,72263,60750,89181,328757,115591,668980,1656341,428234,137251
2021-12-02 17:00:00+01:00,46607,41857,21261,57861,113733,68645,442919,702595,315621,44935
2021-12-03 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-03 10:00:00+01:00,59978,23414,38509,155163,311528,75831,615646,1383374,842317,57576
2021-12-03 11:00:00+01:00,45698,51895,40483,162217,361377,143844,784572,1202317,404541,33940
2021-12-03 12:00:00+01:00,44562,24884,26210,92223,203599,74706,201237,700425,322598,25504
2021-12-03 13:00:00+01:00,55925,53091,95201,100602,208336,90678,142077,947052,927003,36908
2021-12-03 14:00:00+01:00,44245,36703,49429,62956,224184,65697,419904,687419,389281,33833
2021-12-03 15:00:00+01:00,78125,69985,52149,97263,211469,101419,290045,840550,822271,47757
2021-12-03 16:00:00+01:00,72504,93668,74285,144908,367297,144507,538745,1271961,392478,106084
2021-12-03 17:00:00+01:00,52086,87824,42579,125834,197912,113513,482001,882804,389527,48164
2021-12-06 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-06 10:00:00+01:00,33919,50159,31303,48470,199087,61019,439364,869679,482370,31222
2021-12-06 11:00:00+01:00,23016,30997,33633,52511,130791,56014,231973,462107,323144,28199
2021-12-06 12:00:00+01:00,26021,21010,22899,31688,96581,50555,176747,918631,338438,11833
2021-12-06 13:00:00+01:00,16603,15953,11154,40523,75367,59486,154362,376204,242233,8742
2021-12-06 14:00:00+01:00,39887,21640,25374,40770,104530,48430,133149,587110,290147,17612
2021-12-06 15:00:00+01:00,54141,53296,62144,73966,205113,111523,659330,1230724,989728,36720
2021-12-06 16:00:00+01:00,81531,43883,73863,103657,391334,119689,771329,1489191,473499,48503
2021-12-06 17:00:00+01:00,87292,27706,42400,74365,264905,60070,277885,658680,466202,33825
2021-12-07 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-07 10:00:00+01:00,62929,50160,36279,120088,356489,78764,549418,943577,775960,54909
2021-12-07 11:00:00+01:00,50783,40702,30159,70851,178088,46140,512899,543783,577738,30389
2021-12-07 12:00:00+01:00,24123,25361,48809,48775,122605,29940,231394,351600,393249,23691
2021-12-07 13:00:00+01:00,43569,22921,74454,30915,113641,35887,407674,349024,253432,14748
2021-12-07 14:00:00+01:00,71895,21071,27686,33061,144751,65057,367445,294239,177190,24922
2021-12-07 15:00:00+01:00,90520,30159,29560,71149,444479,143206,472320,949466,356112,49719
2021-12-07 16:00:00+01:00,205259,55540,78455,90153,495863,371946,422076,1147008,381915,78725
2021-12-07 17:00:00+01:00,70826,34000,16201,60675,262039,93643,266979,560300,381800,44284
2021-12-08 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:00:00+01:00,70775,25903,23169,42693,309156,78360,242587,609749,193596,50233
2021-12-08 11:00:00+01:00,73950,16005,78667,81180,483861,121360,538789,413097,239172,79274
2021-12-08 12:00:00+01:00,85129,38534,189508,98262,521309,152634,696401,1283051,397177,263345
2021-12-08 13:00:00+01:00,46030,15621,70315,35367,116367,74458,423915,458981,328511,32613
2021-12-08 14:00:00+01:00,35987,16672,19830,26317,118686,57344,633206,272764,169088,65560
2021-12-08 15:00:00+01:00,53384,22779,52754,37487,195455,75527,290535,412633,362579,73685
2021-12-08 16:00:00+01:00,78266,44512,73584,46185,131470,67614,380899,644394,780581,44167
2021-12-08 17:00:00+01:00,30127,25073,31400,42147,98580,83092,204588,305897,275324,59267
2021-12-09 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-09 10:00:00+01:00,54608,19158,17233,31024,155768,44340,279485,501744,571684,52487
2021-12-09 11:00:00+01:00,50732,23446,26725,52900,327778,36087,360848,397152,343264,75464
2021-12-09 12:00:00+01:00,31100,13713,14279,23932,83037,37754,622773,234836,248911,28922
2021-12-09 13:00:00+01:00,19941,17050,11338,37468,129363,222913,424860,221425,365417,22579
2021-12-09 14:00:00+01:00,26129,19689,28074,25881,153884,51836,303459,210950,223409,39634
2021-12-09 15:00:00+01:00,32922,15056,22306,28984,194529,61062,358477,462425,302802,88318
2021-12-09 16:00:00+01:00,52667,23617,15432,32238,185968,65753,291204,558158,706782,112310
2021-12-09 17:00:00+01:00,39467,26811,15539,17161,95382,37337,210587,515878,496302,41516
2021-12-10 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-10 10:00:00+01:00,44266,28879,18103,27668,143774,116646,164806,420062,309473,29153
2021-12-10 11:00:00+01:00,51532,25804,23509,27306,135232,63709,314832,882656,162366,23998
2021-12-10 12:00:00+01:00,72265,14054,26225,18420,115482,91902,189052,450917,178368,15275
2021-12-10 13:00:00+01:00,110455,45898,54812,44140,175192,76003,93740,567083,539845,26799
2021-12-10 14:00:00+01:00,35087,34072,33681,32425,156801,55568,270262,423253,371002,25860
2021-12-10 15:00:00+01:00,42831,42076,36532,50399,168696,123240,368312,891594,363829,27986
2021-12-10 16:00:00+01:00,37991,47873,27490,47048,186278,102877,218983,529095,288433,26864
2021-12-10 17:00:00+01:00,18274,31134,24187,32328,100135,90828,306907,421612,323050,31063
2021-12-13 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-13 10:00:00+01:00,96723,28748,21084,28575,240149,97641,188789,485496,328817,46778
2021-12-13 11:00:00+01:00,48964,18561,24230,50669,156896,71903,381860,456548,335262,36190
2021-12-13 12:00:00+01:00,36827,20931,28432,29310,109037,39429,116211,460038,155923,19712
2021-12-13 13:00:00+01:00,49076,16919,14827,34804,71989,68409,200527,347304,158138,11886
2021-12-13 14:00:00+01:00,41825,15435,13085,18179,83465,64052,154216,245881,253132,11128
2021-12-13 15:00:00+01:00,66061,41431,41670,47526,255107,116880,912069,745040,370915,55473
2021-12-13 16:00:00+01:00,84387,41178,53136,55060,152548,92894,478298,660486,481678,37643
2021-12-13 17:00:00+01:00,32006,33328,29033,40078,111997,48421,290204,351298,284831,30036
2021-12-14 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-14 10:00:00+01:00,53646,22460,54576,37383,243528,76555,492992,290117,293342,39044
2021-12-14 11:00:00+01:00,19459,30042,13372,34012,112789,65293,404908,588889,335343,14083
2021-12-14 12:00:00+01:00,24405,31084,83293,29567,80246,50080,183871,526318,734322,9833
2021-12-14 13:00:00+01:00,12707,18577,34592,18867,77946,46217,169308,197772,505528,8475
2021-12-14 14:00:00+01:00,29262,24316,16726,27848,143448,79042,303402,565341,275319,20234
2021-12-14 15:00:00+01:00,32095,40844,27977,53376,251068,60779,710717,695224,474565,31946
2021-12-14 16:00:00+01:00,47671,55728,27233,48465,190863,71847,656686,674491,711395,27091
2021-12-14 17:00:00+01:00,25578,30711,18487,31442,96234,74313,648703,647321,537883,19283
2021-12-15 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-15 10:00:00+01:00,24192,37716,16894,20517,152558,44446,569465,409539,409131,29187
2021-12-15 11:00:00+01:00,18313,10519,9792,23635,108017,26640,196548,364839,312829,13244
2021-12-15 12:00:00+01:00,52880,25740,4524,30187,66869,24418,370167,309491,252557,12909
2021-12-15 13:00:00+01:00,10498,34538,16651,19528,74459,31635,407384,346545,185320,16303
2021-12-15 14:00:00+01:00,13318,34483,8432,29385,116264,22252,211694,210305,124896,7546
2021-12-15 15:00:00+01:00,38373,34375,31676,43327,195200,58378,646055,498406,282164,23059
2021-12-15 16:00:00+01:00,36656,38844,53162,43797,200903,57888,495587,310230,311908,32362
2021-12-15 17:00:00+01:00,28202,27830,24810,29998,141041,35485,323401,318544,272093,32908
2021-12-16 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-16 10:00:00+01:00,64562,55457,25956,67376,255606,94783,249531,749537,563758,43159
2021-12-16 11:00:00+01:00,43755,40562,22133,62996,164871,64951,157861,567949,568684,42643
2021-12-16 12:00:00+01:00,36839,36974,32391,54640,171251,51341,209914,636386,464217,35189
2021-12-16 13:00:00+01:00,54445,32749,23359,82315,144084,65369,799681,899847,599632,36657
2021-12-16 14:00:00+01:00,50560,189895,43850,34036,187232,34053,271544,572682,327768,21817
2021-12-16 15:00:00+01:00,46094,51709,41712,71691,174421,94693,528148,1200137,850163,60002
2021-12-16 16:00:00+01:00,54049,60982,35916,77695,224735,102811,420454,1057416,1436170,47274
2021-12-16 17:00:00+01:00,43131,50824,56307,72350,187016,62649,387835,635475,699674,56055
2021-12-17 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-17 10:00:00+01:00,82164,39299,41099,62602,203494,107408,385168,533212,402475,27589
2021-12-17 11:00:00+01:00,76392,86721,47550,213008,465356,216582,1656413,2143644,965542,73978
2021-12-17 12:00:00+01:00,89715,36366,33637,44376,148434,63524,373530,953453,764846,86152
2021-12-17 13:00:00+01:00,130026,88163,257157,191392,465087,208499,1326109,2185894,2179811,93241
2021-12-17 14:00:00+01:00,34539,25316,39658,33146,105618,73137,363888,331902,530564,17156
2021-12-17 15:00:00+01:00,71984,28244,30456,49940,320479,130504,872517,634264,855823,31305
2021-12-17 16:00:00+01:00,56970,42380,61912,77406,461782,157128,892294,755873,1023501,38405
2021-12-17 17:00:00+01:00,25642,30819,32983,28397,122352,111228,271562,846569,863350,17014
2021-12-20 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-20 10:00:00+01:00,34488,62039,47036,184406,370809,136275,412941,870800,668836,56497
2021-12-20 11:00:00+01:00,49689,30653,33520,147771,289141,153564,500653,758833,947891,77998
2021-12-20 12:00:00+01:00,23742,20732,35875,93749,118953,59403,300207,481548,633664,47473
2021-12-20 13:00:00+01:00,65838,26634,16405,54111,120449,62131,220553,308986,257043,16671
2021-12-20 14:00:00+01:00,97836,39175,45281,31791,137873,70128,371337,421479,288761,17176
2021-12-20 15:00:00+01:00,48898,40180,20041,39341,217063,60900,348864,655425,409722,68113
2021-12-20 16:00:00+01:00,60710,51786,38990,51542,153285,94614,583008,590297,545478,40085
2021-12-20 17:00:00+01:00,46245,26552,14918,31978,136741,56840,310420,511940,324959,33609
2021-12-21 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-21 10:00:00+01:00,65129,54479,26816,55319,149983,61693,627464,571777,425318,32151
2021-12-21 11:00:00+01:00,48472,25025,17843,33700,148465,39515,558736,479990,261419,37315
2021-12-21 12:00:00+01:00,19189,18708,24018,53226,76306,31113,190154,461185,298893,56638
2021-12-21 13:00:00+01:00,30670,13298,20470,22065,68983,37180,309847,315085,188679,25334
2021-12-21 14:00:00+01:00,18117,16732,25804,25969,83734,62082,513387,277498,188632,24577
2021-12-21 15:00:00+01:00,29173,48982,24893,36699,189030,108915,332640,555564,550941,39467
2021-12-21 16:00:00+01:00,23707,32778,41861,59420,122605,107324,545491,657447,1277974,48386
2021-12-21 17:00:00+01:00,18432,28140,30509,33332,125905,54543,234348,620868,451155,27009
2021-12-22 09:00:00+01:00,0,0,0,65565,0,0,0,0,0,0
2021-12-22 10:00:00+01:00,22779,10036,40722,32780,150773,32307,324193,866635,407182,21760
2021-12-22 11:00:00+01:00,40299,20988,46262,32127,136985,42925,151693,407860,322140,22052
2021-12-22 12:00:00+01:00,24770,18464,28524,26472,96792,19920,101608,383838,475718,17197
2021-12-22 13:00:00+01:00,12793,16660,22851,13760,105510,16651,77067,487306,239084,17556
2021-12-22 14:00:00+01:00,24918,20168,55645,27637,105868,30738,82064,623239,219533,23304
2021-12-22 15:00:00+01:00,45955,26253,61052,26851,160201,21714,194953,600957,551053,36058
2021-12-22 16:00:00+01:00,28119,46897,35386,28686,151332,45961,664521,602712,683707,59548
2021-12-22 17:00:00+01:00,26165,24568,26949,27910,104469,51934,396508,415260,263215,38003
2021-12-23 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-23 10:00:00+01:00,38027,11428,37304,33695,125791,76111,410575,680912,359772,19827
2021-12-23 11:00:00+01:00,22153,17915,27531,43410,120098,39989,155916,472752,238883,75120
2021-12-23 12:00:00+01:00,68442,8077,28310,16744,62062,28220,401365,1147153,257377,55451
2021-12-23 13:00:00+01:00,21047,24207,52652,60145,99492,60355,126588,537401,319902,42300
2021-12-23 14:00:00+01:00,18123,11804,11189,10724,66420,22565,93567,303328,187592,14648
2021-12-23 15:00:00+01:00,20854,21105,21904,89325,116846,41883,352185,584694,288464,33915
2021-12-23 16:00:00+01:00,26832,56231,14702,31090,163587,26209,324517,412026,182176,45398
2021-12-23 17:00:00+01:00,29699,18023,25612,24186,94405,42524,146879,432906,172534,15604
2021-12-27 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-27 10:00:00+01:00,27093,19887,9939,25832,109533,24287,97457,258519,98765,6827
2021-12-27 11:00:00+01:00,23392,14453,9421,22088,139392,20038,68277,481355,142220,14246
2021-12-27 12:00:00+01:00,14792,11856,6149,14335,45097,13847,60508,195107,81437,36958
2021-12-27 13:00:00+01:00,41812,13963,7245,9786,43511,10016,81962,211893,114545,15889
2021-12-27 14:00:00+01:00,25836,19343,7375,19876,74292,16825,150358,237085,107184,9246
2021-12-27 15:00:00+01:00,21646,24736,26157,14521,106031,21858,282383,385048,100778,14506
2021-12-27 16:00:00+01:00,11749,35382,20372,25349,87299,22394,169842,319346,69023,10613
2021-12-27 17:00:00+01:00,28758,29349,7809,29713,126435,37975,155143,476212,136376,32726
2021-12-28 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-28 10:00:00+01:00,22401,28788,18169,24312,187556,49492,434799,630418,274088,33775
2021-12-28 11:00:00+01:00,12574,29206,16793,27626,72906,20714,238322,501663,175047,13556
2021-12-28 12:00:00+01:00,22528,14679,8326,14018,69039,10920,163010,331631,156051,12984
2021-12-28 13:00:00+01:00,13332,17102,10431,15937,59838,20468,200935,452927,165382,10771
2021-12-28 14:00:00+01:00,14751,23363,10957,14481,83037,18143,222467,396071,143865,6921
2021-12-28 15:00:00+01:00,18688,24836,25798,29228,175476,35716,596967,499621,186423,21657
2021-12-28 16:00:00+01:00,28416,35378,29030,57484,105547,23986,238053,678259,184170,36729
2021-12-28 17:00:00+01:00,13903,30393,19712,63175,80872,36901,275003,513094,185347,14579
2021-12-29 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-29 10:00:00+01:00,20117,21039,19119,18800,104975,20572,279920,352226,257330,8692
2021-12-29 11:00:00+01:00,19014,19583,15974,25822,77613,31217,195361,284381,183105,17381
2021-12-29 12:00:00+01:00,16974,15615,15287,35877,84020,22721,155316,195493,99509,17528
2021-12-29 13:00:00+01:00,13295,15923,8475,23932,62850,12121,185785,334491,129794,28741
2021-12-29 14:00:00+01:00,13195,20660,14103,24018,48467,21707,148817,351465,148318,11628
2021-12-29 15:00:00+01:00,24576,29841,14829,17846,63832,21166,173001,387417,199471,17291
2021-12-29 16:00:00+01:00,24516,23158,15594,27776,91931,51277,161440,642942,221556,23652
2021-12-29 17:00:00+01:00,29904,13221,9160,18719,61492,34155,120213,396711,140260,14715
2021-12-30 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2021-12-30 10:00:00+01:00,18974,26067,10987,27190,121596,57053,81274,361275,193159,19637
2021-12-30 11:00:00+01:00,27637,34040,9218,19575,86828,42100,118884,425577,105604,15255
2021-12-30 12:00:00+01:00,16429,25654,20832,22118,68813,49189,168040,321620,163069,15288
2021-12-30 13:00:00+01:00,94113,107683,122215,92019,303304,105822,150749,952676,571150,39017
2022-01-03 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-03 10:00:00+01:00,111633,0,31153,42481,198769,61861,463042,0,0,75158
2022-01-03 11:00:00+01:00,23376,129720,31402,25744,157002,104306,281951,2526687,1812260,90024
2022-01-03 12:00:00+01:00,30433,27047,18742,20241,124143,38134,339300,313516,346293,33203
2022-01-03 13:00:00+01:00,34177,17300,22313,24765,130799,49264,397168,637322,304568,24815
2022-01-03 14:00:00+01:00,19238,23134,31282,76826,130114,41493,490733,1237219,270074,22744
2022-01-03 15:00:00+01:00,41759,42237,28950,59361,261638,89224,692945,814020,470930,23409
2022-01-03 16:00:00+01:00,74870,47754,33290,70000,206351,119938,643760,734015,469794,63735
2022-01-03 17:00:00+01:00,38074,39531,29036,70587,154323,74167,390876,552928,342855,36472
2022-01-04 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-04 10:00:00+01:00,66430,30550,32720,117280,301372,74404,821260,548192,763233,47433
2022-01-04 11:00:00+01:00,65975,23294,29128,114993,274918,67499,745798,522204,355441,36321
2022-01-04 12:00:00+01:00,91531,27797,30471,56416,404818,106402,1301566,480972,315560,38361
2022-01-04 13:00:00+01:00,60241,16683,25563,62986,906925,68299,1396807,351513,318104,53964
2022-01-04 14:00:00+01:00,83702,18721,25098,143807,1274530,67352,972989,312849,284368,73317
2022-01-04 15:00:00+01:00,95667,34659,70670,125297,597974,113138,1615719,600292,322466,31840
2022-01-04 16:00:00+01:00,115422,57848,57940,138278,506749,171158,1095009,943157,401382,45752
2022-01-04 17:00:00+01:00,59297,40949,34583,77073,350118,162798,771034,739283,318177,37875
2022-01-05 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-05 10:00:00+01:00,142698,25632,46596,41018,519479,196387,1239297,409270,464852,45681
2022-01-05 11:00:00+01:00,173934,27281,23883,49888,439509,124246,389126,402916,321989,17281
2022-01-05 12:00:00+01:00,49717,14630,21405,31080,409067,121428,292358,302378,269512,12521
2022-01-05 13:00:00+01:00,49136,13297,28148,29596,346490,91423,616665,748615,279005,25551
2022-01-05 14:00:00+01:00,66087,26268,37735,26428,257603,151957,450279,616941,274972,18219
2022-01-05 15:00:00+01:00,66977,35875,41827,47235,331526,105468,571532,860471,269066,29937
2022-01-05 16:00:00+01:00,77130,32208,35026,49293,544981,146270,699898,919171,415542,20055
2022-01-05 17:00:00+01:00,54241,17728,13811,34959,256276,101826,303802,819904,528852,17879
2022-01-06 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-06 10:00:00+01:00,45990,35689,36885,81747,281587,138077,587643,435950,422072,21411
2022-01-06 11:00:00+01:00,53101,18768,31976,187859,252334,133172,2152559,437752,407112,11383
2022-01-06 12:00:00+01:00,36242,29643,40800,198808,243777,67648,625072,350048,521221,16511
2022-01-06 13:00:00+01:00,31015,31794,41297,81854,205035,78096,413388,749076,231113,11223
2022-01-06 14:00:00+01:00,27670,36323,17048,82830,205474,62200,343416,403212,228349,17804
2022-01-06 15:00:00+01:00,54520,39419,37912,118348,272261,77835,820915,593651,300777,40498
2022-01-06 16:00:00+01:00,54782,42426,49530,117921,390878,128665,609929,868780,380262,39846
2022-01-06 17:00:00+01:00,25775,34866,16236,39234,150273,57084,335030,339788,275935,29952
2022-01-07 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-07 10:00:00+01:00,53520,42955,20630,88930,279105,139561,770407,731677,428982,35224
2022-01-07 11:00:00+01:00,44373,44226,58095,121335,306634,130345,1253713,833714,519819,51572
2022-01-07 12:00:00+01:00,30017,17714,19380,71238,167645,53933,571380,268023,367144,11959
2022-01-07 13:00:00+01:00,42797,29188,33168,59692,149917,36496,765561,347270,213122,16486
2022-01-07 14:00:00+01:00,42742,44235,28689,67386,231143,97044,861140,519063,430907,27239
2022-01-07 15:00:00+01:00,42577,41558,26798,60720,207347,74607,1102455,779014,450348,37557
2022-01-07 16:00:00+01:00,46434,89682,33458,75385,286022,94850,1485333,1958045,405694,41243
2022-01-07 17:00:00+01:00,89073,60639,18797,52332,191327,66222,464223,1256200,303968,48683
2022-01-10 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-10 10:00:00+01:00,76191,60761,16293,89288,218128,166436,854707,1493311,590717,23181
2022-01-10 11:00:00+01:00,53807,41068,30017,97563,213574,106457,883134,1309353,318449,18666
2022-01-10 12:00:00+01:00,38797,53463,9725,81904,283238,89345,478671,1115568,473315,20801
2022-01-10 13:00:00+01:00,46318,37581,21240,44324,173684,54688,404250,1326771,267558,14906
2022-01-10 14:00:00+01:00,55430,37231,26686,83469,197335,107041,679471,1403918,181430,19729
2022-01-10 15:00:00+01:00,75122,68179,24221,88376,479776,140941,596115,3287333,364955,28720
2022-01-10 16:00:00+01:00,93647,112850,24552,139561,388044,244014,534951,2310015,470781,48550
2022-01-10 17:00:00+01:00,78102,48222,18573,78070,161522,123213,313880,2085563,304480,26757
2022-01-11 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-11 10:00:00+01:00,56445,132836,42263,68912,379097,102629,759635,1329761,444929,36729
2022-01-11 11:00:00+01:00,63919,90653,28389,57128,268025,51880,791930,561721,445802,34228
2022-01-11 12:00:00+01:00,41265,81187,42751,43710,216780,86899,935465,647136,404949,17508
2022-01-11 13:00:00+01:00,29010,62097,25392,73775,248427,59829,1134126,693153,489705,10694
2022-01-11 14:00:00+01:00,25380,59179,23656,35792,257281,76269,758096,488916,672073,21328
2022-01-11 15:00:00+01:00,60158,101145,40427,65890,315122,100142,1647358,986617,602805,62640
2022-01-11 16:00:00+01:00,69215,66766,43700,92864,280933,93295,1221518,1025521,543690,41865
2022-01-11 17:00:00+01:00,66604,49173,15508,47586,145755,60687,558283,664896,231006,33414
2022-01-12 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-12 10:00:00+01:00,37899,76754,29840,75323,335629,66383,868339,580062,742528,35922
2022-01-12 11:00:00+01:00,65954,38332,43822,94120,351602,71435,542946,458076,591586,25757
2022-01-12 12:00:00+01:00,78409,35468,31124,65468,145615,57106,287393,463718,630048,23564
2022-01-12 13:00:00+01:00,79982,26998,18030,39437,105107,53215,524370,467852,327263,13132
2022-01-12 14:00:00+01:00,46423,58271,45330,59229,203080,53040,533300,460853,380971,26263
2022-01-12 15:00:00+01:00,49836,61084,42673,74397,346919,80928,736025,709882,444372,27219
2022-01-12 16:00:00+01:00,85664,50894,88286,66921,289433,75402,800255,777926,708952,41724
2022-01-12 17:00:00+01:00,45870,42928,62618,46833,230793,90837,312718,670477,463802,26227
2022-01-13 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-13 10:00:00+01:00,67702,35880,36022,39655,299713,74053,218769,564594,325180,21687
2022-01-13 11:00:00+01:00,60096,29832,32371,43063,298649,64217,137996,557130,602984,39453
2022-01-13 12:00:00+01:00,51202,29067,29794,73627,263503,114851,185664,413254,437901,24374
2022-01-13 13:00:00+01:00,43911,26018,19689,28929,161569,57663,120699,221190,298065,23000
2022-01-13 14:00:00+01:00,59243,35208,26067,50916,244952,142724,435279,307769,382529,15541
2022-01-13 15:00:00+01:00,50617,60619,97011,86430,270697,138121,439560,760853,666992,27335
2022-01-13 16:00:00+01:00,84165,67632,77362,57399,269021,132146,440180,795680,614614,55613
2022-01-13 17:00:00+01:00,104530,46025,30431,37013,145556,76209,156735,634382,363398,31543
2022-01-14 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-14 10:00:00+01:00,69253,47002,34445,77131,529140,164756,353919,534462,1386481,40121
2022-01-14 11:00:00+01:00,93775,36996,50805,125210,239768,79682,317084,477891,548296,37831
2022-01-14 12:00:00+01:00,75374,41045,19700,70562,250971,52188,304799,333056,481078,30452
2022-01-14 13:00:00+01:00,120097,32031,35690,52307,231313,73259,320096,362153,551999,30818
2022-01-14 14:00:00+01:00,73651,36937,21654,44531,299540,60270,616376,379616,488262,60140
2022-01-14 15:00:00+01:00,82189,43206,52147,72996,253172,108376,741762,682819,328061,57525
2022-01-14 16:00:00+01:00,108405,40456,31851,59683,322787,115641,384244,768422,422573,71525
2022-01-14 17:00:00+01:00,61303,30083,25789,62477,233819,60584,262535,419019,285872,54888
2022-01-17 09:00:00+01:00,0,0,0,0,0,0,0,0,0,0
2022-01-17 10:00:00+01:00,27999,54106,22549,39653,263096,67377,237396,820500,379784,24859
2022-01-17 11:00:00+01:00,58409,42119,17414,54167,256380,65964,225371,673975,436676,17567
