1COV.DE_Volume,ADS.DE_Volume,AIR.DE_Volume,ALV.DE_Volume,BAS.DE_Volume,BMW.DE_Volume,CBK.DE_Volume,DTE.DE_Volume,EOAN.DE_Volume,HEI.DE_Volume
394836,629564,0,151342,1968474,483600,190797,0,5033300,5499
422898,1070108,0,187644,1775206,553800,119794,0,12399331,1550
408838,1637072,0,109928,1095188,286000,77492,0,8457116,4435
287225,856056,0,122454,777164,720200,106941,908000,6102822,1525
214570,970676,0,202727,1275162,842400,116674,761000,9770636,3346
314164,897824,0,141628,1107458,319800,252566,0,6146357,2328
387965,356224,0,161057,1329358,0,209765,0,0,8750
846409,873524,14,141372,1135068,0,170832,766000,7820836,2157
476137,668220,0,196592,2542144,0,292248,1157000,2411665,5704
544963,522284,0,187644,2288542,556400,367245,1829000,6305837,9916
652617,665464,60,183809,2546234,761800,265045,2845000,6005196,9193
387441,417876,0,206562,2374440,0,262549,1997000,5232114,4840
566973,757504,0,141883,1859058,0,321698,2100000,5517061,4712
507376,412296,0,152876,1136090,338000,255811,1268000,4645400,8579
378214,694848,0,180230,859992,715000,98830,3426000,5838480,9227
422192,966372,0,270218,1029742,442000,126533,2010000,3326090,16593
552386,307972,0,147252,1628976,527800,179317,1553000,3990944,13403
635064,389512,0,174351,1755776,293800,151365,4097000,3975714,17114
523132,314688,0,115808,1108480,522600,99704,1976000,2924718,7753
655078,338560,0,214487,1165746,834600,116425,1182000,7023484,6502
351895,363244,0,297572,1368218,564200,103073,1456000,4659233,6597
427776,212368,0,182531,630934,306800,107066,1155000,6336955,13600
331665,278240,0,126800,691266,525200,131274,1043000,6623737,2279
269150,450304,0,108905,972478,462800,73998,874000,6693621,2248
165107,726616,0,107116,1151430,949000,96709,1043000,6835047,10888
94336,1377948,0,229314,1328336,548600,89346,1356000,7360477,11728
299473,402880,0,190456,2090162,967200,144003,1186000,5419554,5493
397536,563120,0,160290,2836648,946400,118421,1071000,77341962,7753
225474,444388,0,203750,1337540,715000,111558,1617000,8105568,11320
250861,472604,0,185343,1360036,452400,144626,1576000,11757788,24489
382684,465976,0,221901,1127910,920400,150616,1999000,10677236,22109
759492,613036,0,167192,1395826,1024400,136391,2712000,7679982,0
519125,528064,0,119898,2960380,1128400,113804,1385000,8567254,178897
336092,675800,0,120409,2435794,1315600,102823,1549000,8046955,75672
265115,1044612,0,143162,4034092,1463800,191796,1497000,9147692,60469
658852,2220648,0,92544,3164896,819000,275402,2169000,7511843,32372
368104,1058624,0,84874,2545210,811200,249072,2033000,6743058,27847
375008,1072308,0,150064,1833492,795600,152363,1460000,5482497,44816
329140,1646012,0,192246,2014490,382200,125409,1405000,7388030,18775
279818,892820,0,82318,2429660,878800,86227,2392000,8327758,58269
532585,879184,0,160290,4667072,1084200,121291,2162000,7385806,44197
573240,732500,50,138816,1705670,2938000,108813,2585000,8878120,72839
320281,787676,0,220878,2289566,1383200,266043,1405000,5461600,48217
666932,772996,12,133958,1334472,764400,181314,1361000,19260313,6443
452511,666708,0,150064,1562508,390000,171081,1663000,12679846,17501
366916,836392,0,134725,2478744,933400,395821,1969000,9672880,24949
552418,462256,0,139838,1383556,634400,233349,2188000,3544530,37606
459280,668080,0,139838,6188676,1411800,118921,2032000,0,52310
280961,576940,0,119898,2564640,364000,211886,1322000,0,70782
232002,817940,0,186877,2575888,1224600,156856,2402000,8224558,107891
376765,712380,0,198381,1865192,1237600,295992,2088000,11276320,22273
381999,291180,0,220878,1330382,2015000,281517,1955000,7909279,11706
322892,346352,0,122710,1248574,982800,192295,1325000,6324761,14937
370630,624668,0,218066,1176994,2719600,397318,1796000,4510829,26594
340281,328972,12,298850,2325356,1240200,422275,1698000,3936035,26308
280417,725436,12,202216,1641246,1903200,145250,1685000,5178824,58929
454306,549544,12,162591,1287432,2636400,123787,1810000,7639194,82978
356220,1146756,12,0,0,1588600,0,7430000,6601665,25117
242508,543588,12,0,0,941200,0,3527000,3596539,28321
174024,294008,12,195313,1324246,777400,311465,3750000,0,55754
361908,509124,12,232638,1108480,829400,371987,4318000,9495135,42581
276454,491064,12,163613,1834516,608400,171955,3546000,3744847,10293
287391,1305292,12,201449,1158588,902200,171331,3774000,6417918,17431
