1COV.DE_Adj Close,ADS.DE_Adj Close,ADS.DE_Adj Close,ALV.DE_Adj Close,BAS.DE_Adj Close,BMW.DE_Adj Close,CBK.DE_Adj Close,DTE.DE_Adj Close,EOAN.DE_Adj Close,HEI.DE_Adj Close
19.0962238311768,28.4822311401367,8.50130558013916,60.1039390563965,5.37272071838379,8.60185623168945,98.1228561401367,5.40939092636108,4.59065389633179,44.8801574707031
19.0241641998291,28.3929901123047,8.50130558013916,59.0061721801758,5.28580570220947,8.57865905761719,98.9988174438477,5.40939092636108,4.49096059799194,44.8801574707031
18.7215042114258,27.8884887695312,8.50130558013916,58.643440246582,5.37272071838379,8.64351367950439,100.749671936035,5.25760364532471,4.55742406845093,44.8801574707031
18.8800411224365,28.2366962432861,8.50130558013916,58.4091262817383,5.33198022842407,8.62978744506836,100.569366455078,5.24272346496582,4.62008810043335,42.8791542053223
18.7359161376953,27.683126449585,8.50130558013916,58.9844741821289,5.26861190795898,8.65771675109863,98.7409057617188,5.33019161224365,4.6523699760437,42.8791542053223
18.5197353363037,28.1251106262207,8.50130558013916,59.1979484558105,5.26861190795898,8.72825145721436,99.7971267700195,5.42921113967896,4.76155757904053,42.8791542053223
18.1918544769287,27.5001201629639,8.50130558013916,59.1979484558105,5.26861190795898,8.74150371551514,99.7971267700195,5.43085479736328,4.85175657272339,41.1638565063477
18.1594257354736,26.7500896453857,8.50130558013916,59.1979484558105,5.26861190795898,8.7784309387207,99.7971267700195,5.40445613861084,4.87074613571167,40.2922286987305
18.1594257354736,26.3393592834473,8.50130558013916,59.1979484558105,5.26861190795898,8.63972663879395,99.7971267700195,5.52658128738403,4.82137441635132,40.2922286987305
17.6550006866455,25.4688377380371,8.50130558013916,59.2192268371582,5.34917259216309,8.64824771881104,100.183486938477,5.44570398330689,4.69984245300293,40.2922286987305
17.8351535797119,25.2233104705811,8.50130558013916,59.6669960021973,5.35460758209229,8.71641635894775,100.595558166504,5.46054935455322,4.52893877029419,41.3069763183594
18.0873680114746,25.4464874267578,8.50130558013916,59.6669960021973,5.35460758209229,8.98813915252686,100.595558166504,5.43582820892334,4.52039480209351,40.0205039978027
18.7359161376953,25.8930130004883,8.50130558013916,59.6669960021973,5.35460758209229,9.13299179077148,100.595558166504,5.40774822235107,4.55742406845093,40.3062019348145
19.6366844177246,26.5090942382812,8.50130558013916,58.0660057067871,5.15907049179077,9.05299282073975,98.5348892211914,5.41271495819092,4.77390098571777,38.5909080505371
19.5357971191406,27.0179634094238,8.50130558013916,58.6221733093262,5.32293272018433,9.31003952026367,103.01636505127,5.23778247833252,4.6523699760437,38.5909080505371
19.5033702850342,27.1429996490478,8.50130558013916,58.5371246337891,5.29577350616455,9.32187366485596,104.046455383301,5.33845376968384,4.58590698242188,38.5909080505371
20.1699352264404,26.6608486175537,8.50130558013916,57.8333282470703,5.11291217803955,9.46389007568359,106.518630981445,5.35330057144165,4.41500425338745,38.5909080505371
20.1951541900635,26.8751239776611,8.50130558013916,57.5606803894043,5.08755826950073,10.0158548355103,109.531753540039,5.28235721588135,4.37702560424805,39.8773765563965
20.1735401153564,25.8483142852783,8.50130558013916,58.3665962219238,5.08755826950073,9.95431423187256,109.866767883301,5.28067970275879,4.23650455474854,38.9487228393555
20.2492008209229,26.0714817047119,8.50130558013916,57.8550453186035,5.212486743927,9.77442932128906,107.265647888184,5.18827533721924,4.27258491516113,39.1628570556641
20.3212642669678,25.0537490844727,8.50130558013916,58.1960678100586,5.34102725982666,9.59785747528076,107.909355163574,5.28894329071045,4.06844902038574,39.4485473632812
