1COV.DE_Close,ADS.DE_Close,AIR.DE_Close,ALV.DE_Close,BAS.DE_Close,BMW.DE_Close,CBK.DE_Close,DTE.DE_Close,EOAN.DE_Close,HEI.DE_Close
40.1599998474121,164.5,121.959999084473,215.699996948242,46.9300003051758,109.23999786377,10.0050001144409,21.3549995422363,12.1300001144409,69.7799987792969
40.1199989318848,164.679992675781,122.419998168945,216.350006103516,46.875,109.26000213623,10.1000003814697,21.2900009155273,12.1850004196167,69.8000030517578
40.0900001525879,164.720001220703,122.620002746582,216.550003051758,46.9500007629395,109.339996337891,10.085000038147,21.2849998474121,12.1949996948242,69.620002746582
40,165.559997558594,122.459999084473,216.449996948242,46.8899993896484,109.279998779297,10.0900001525879,21.2999992370605,12.1599998474121,69.5
40.060001373291,165.360000610352,122.180000305176,216.100006103516,46.9300003051758,109.180000305176,10.0699996948242,21.3400001525879,12.1499996185303,69.5199966430664
39.9599990844727,165.179992675781,122.160003662109,216.100006103516,46.8650016784668,108.819999694824,10.0500001907349,21.3050003051758,12.164999961853,69.5999984741211
39.9000015258789,165.179992675781,121.900001525879,215.600006103516,46.7849998474121,108.860000610352,10.0349998474121,21.2849998474121,12.1549997329712,69.5800018310547
39.8600006103516,164.899993896484,122,216,46.7400016784668,109.120002746582,10.0600004196167,21.2800006866455,12.1700000762939,69.6399993896484
39.810001373291,164.899993896484,122.139999389648,215.800003051758,46.7000007629395,109.199996948242,10.0600004196167,21.2649993896484,12.0900001525879,69.6600036621094
39.8400001525879,165.100006103516,122.199996948242,215.800003051758,46.6599998474121,108.980003356934,10.0500001907349,21.25,12.1049995422363,69.6399993896484
39.9099998474121,165.440002441406,122.220001220703,215.550003051758,46.6800003051758,108.959999084473,10.0799999237061,21.2549991607666,12.0649995803833,69.6800003051758
39.939998626709,165.679992675781,122.279998779297,215.399993896484,46.7999992370605,109.220001220703,10.0649995803833,21.2700004577637,12.0799999237061,69.7200012207031
39.9000015258789,164.639999389648,122.23999786377,215.25,46.8199996948242,109.26000213623,10.039999961853,21.2749996185303,12.0900001525879,69.6800003051758
39.939998626709,164.600006103516,122.199996948242,215.550003051758,46.7849998474121,108.900001525879,10.0249996185303,21.2849998474121,12.1099996566772,69.7600021362305
40.0099983215332,164.880004882813,122.040000915527,215.449996948242,46.8849983215332,109.059997558594,10.0600004196167,21.2900009155273,12.0950002670288,69.8000030517578
40.0400009155274,164.800003051758,122.220001220703,215.300003051758,46.9449996948242,108.980003356934,10.0600004196167,21.2800006866455,12.1149997711182,69.8399963378906
40.0200004577637,164.779998779297,122.23999786377,215.25,47.0200004577637,109,10.0500001907349,21.2900009155273,12.1149997711182,69.9199981689453
39.9700012207031,164.880004882813,122.099998474121,215.25,47.0750007629395,109.019996643066,10.0299997329712,21.2849998474121,12.125,69.9199981689453
39.9000015258789,164.559997558594,122.120002746582,215.25,47.0849990844727,109.040000915527,10.0349998474121,21.2950000762939,12.1300001144409,69.9800033569336
39.8899993896484,164.720001220703,122.23999786377,215.149993896484,47.0999984741211,108.940002441406,10.0349998474121,21.2900009155273,12.1400003433228,69.9400024414063
39.9099998474121,164.800003051758,122.279998779297,215,47.1150016784668,109,10.0249996185303,21.2900009155273,12.1499996185303,69.8399963378906
39.9500007629395,164.619995117188,122.220001220703,214.800003051758,47.0900001525879,108.940002441406,10.0249996185303,21.3050003051758,12.1599998474121,69.8600006103516
39.9099998474121,164.559997558594,122.339996337891,214.899993896484,47.064998626709,108.919998168945,10.0200004577637,21.3150005340576,12.1599998474121,69.8199996948242
39.939998626709,164.580001831055,122.440002441406,215,47.0149993896484,108.940002441406,10.0150003433228,21.3199996948242,12.1700000762939,69.8600006103516
39.9300003051758,164.520004272461,122.540000915527,214.949996948242,47.0499992370606,108.919998168945,10.0349998474121,21.3400001525879,12.1549997329712,69.7200012207031
39.9000015258789,164.460006713867,122.5,215.100006103516,47.1450004577637,108.860000610352,10.039999961853,21.3449993133545,12.1700000762939,69.7799987792969
39.8800010681152,164.600006103516,122.580001831055,214.949996948242,47.1399993896484,108.879997253418,10.0550003051758,21.3349990844727,12.1750001907349,69.7200012207031
39.8199996948242,164.460006713867,122.620002746582,215.050003051758,47.1699981689453,108.839996337891,10.0450000762939,21.3349990844727,12.1800003051758,69.7399978637695
39.8699989318848,164.580001831055,122.599998474121,215.050003051758,47.1699981689453,108.900001525879,10.039999961853,21.3449993133545,12.1800003051758,69.5999984741211
39.9000015258789,164.679992675781,122.440002441406,215.100006103516,47.1500015258789,108.779998779297,10.0299997329712,21.3349990844727,12.2049999237061,69.5800018310547
39.8699989318848,164.619995117188,122.459999084473,215.199996948242,47.1399993896484,108.680000305176,10.0100002288818,21.3349990844727,12.2349996566772,69.6399993896484
39.8800010681152,164.619995117188,122.480003356934,215.25,47.064998626709,108.540000915527,10.0100002288818,21.329999923706,12.210000038147,69.6399993896484
39.8800010681152,164.460006713867,122.339996337891,215.600006103516,47.1100006103516,108.459999084473,10.0050001144409,21.3250007629395,12.1750001907349,69.5800018310547
39.8899993896484,164.419998168945,122.360000610352,215.600006103516,47.1150016784668,108.360000610352,10.0100002288818,21.3099994659424,12.1300001144409,69.5999984741211
39.8699989318848,164.440002441406,122.519996643066,215.550003051758,47.0999984741211,108.480003356934,10.0050001144409,21.3050003051758,12.1149997711182,69.5599975585938
39.8899993896484,164.479995727539,122.519996643066,215.550003051758,47.0750007629395,108.440002441406,10.0050001144409,21.3150005340576,12.1049995422363,69.6600036621094
39.9199981689453,164.580001831055,122.480003356934,215.449996948242,47.0849990844727,108.400001525879,9.99400043487549,21.3099994659424,12.125,69.6399993896484
39.9000015258789,164.679992675781,122.559997558594,215.399993896484,47.0849990844727,108.419998168945,9.9980001449585,21.2900009155273,12.1350002288818,69.6600036621094
39.8600006103516,164.679992675781,122.580001831055,215.5,47.060001373291,108.360000610352,9.98200035095215,21.2950000762939,12.125,69.7799987792969
39.8699989318848,164.559997558594,122.639999389648,215.600006103516,47.1049995422363,108.26000213623,9.99199962615967,21.2950000762939,12.125,69.7600021362305
39.8899993896484,164.800003051758,122.73999786377,215.649993896484,47.1100006103516,108.160003662109,9.99600028991699,21.2950000762939,12.1199998855591,69.7200012207031
39.9000015258789,164.839996337891,122.800003051758,215.75,47.0900001525879,108.099998474121,10.0100002288818,21.2999992370605,12.1350002288818,69.7399978637695
39.8600006103516,164.600006103516,122.699996948242,215.75,47.0400009155273,108.139999389648,10.0100002288818,21.2950000762939,12.1499996185303,69.7200012207031
