1COV.DE_Volume,ADS.DE_Volume,AIR.DE_Volume,ALV.DE_Volume,BAS.DE_Volume,BMW.DE_Volume,CBK.DE_Volume,DTE.DE_Volume,EOAN.DE_Volume,HEI.DE_Volume
655,247,83,940,438,2277,22704,300,5857,402
404,80,50,1062,1717,574,3678,3350,8602,151
464,120,90,1184,574,5087,2580,466,169,171
4674,50,211,760,1847,936,1533,19131,9542,359
1167,43,30,210,1538,103,496,5990,7025,100
3789,44,100,1808,291,1176,933,1655,11552,130
48,52,166,1063,1933,418,6264,9936,1002,98
26,1099,1176,420,936,13652,10398,611,29533,139
569,8,55,415,437,2523,1165,6534,18558,129
1748,173,497,863,460,9270,2569,1791,1429,221
163,227,168,646,883,14076,51320,4830,10,56
583,103,91,410,408,3294,373,4014,9981,1
1742,1690,127,521,703,1113,1188,2477,9258,105
1294,101,129,294,84,5005,8372,20904,5263,895
684,246,183,181,309,2570,8080,1444,21350,1
382,1041,45,397,1,1457,1184,1129,15907,234
243,59,205,924,119,2487,3981,10677,17961,81
516,100,75,2148,662,5961,1290,15969,646,315
816,1156,834,950,2349,1680,14774,15890,2157,50
1379,136,59,6860,11,4660,13270,7854,539,53
74,201,650,5789,935,2271,1718,2074,13518,172
664,64,244,237,605,1615,5845,165152,5763,347
651,360,119,26,1745,4778,11299,33364,10939,24
4780,47,121,103,183,1106,1606,3722,785,605
1220,160,75,1143,215,2082,8810,1108,4038,157
163,1238,394,672,1062,3775,739,641,15118,67
1053,358,76,575,331,2473,1281,3899,32580,769
396,212,83,552,518,11630,603,6542,248,85
730,44,46,1584,919,3870,1699,3246,5544,63
183,112,100,766,748,2001,27,985,1825,9
1625,504,81,1498,2296,81,4769,1475,8258,52
494,54,624,701,1737,117,627,7892,10941,1
284,624,127,883,2615,317,3249,1902,10,2674
1039,30,40,1213,3123,82,64805,6540,4416,424
5285,8146,345,1255,492,791,252,9516,21508,212
888,342,468,812,3034,214,420,3769,13808,301
2598,222,46,2815,3074,469,6104,5836,4093,744
1448,66,57,805,4608,2694,1281,4238,5726,1257
312,437,28,55,4657,321,4189,1746,21307,151
2532,35,117,289,558,491,2853,2072,556,132
747,445,53,3168,432,1637,557,4520,650,537
0,240,1186,438,422,2795,7787,60,1050,46
2443,1069,477,641,1056,1011,938,679,11172,1
405,1987,752,612,1481,963,12896,9321,13585,31
99,200,186,91,157,758,326,2553,11572,100
356,207,100,1762,2220,520,1572,1443,21980,393
193,1764,100,600,97,1454,388,3296,1420,173
240,194,163,470,9,499,478,9966,4103,140
415,89,49,1563,1579,253,474,980,0,192
107,53,268,316,206,504,3612,5281,14556,845
260,16,42,347,1186,220,35,50,11118,2655
265,1178,236,48,352,2453,2793,9086,92,471
376,64,349,600,30,85,5714,1689,6161,287
140,15,601,1736,488,1547,3933,52,6212,350
1079,361,661,1008,415,4356,16382,150,4677,474
888,280,657,123,579,1386,47023,2396,0,7
412,1349,123,442,99,2410,2034,909,92165,107
250,162,182,714,1670,1953,6557,1648,11965,75
342,661,1385,430,184,2962,1462,7535,6080,65
279,553,206,379,24,414,1000,3819,4002,36
259,108,42,177,5250,1412,3833,1726,12277,38
549,6,20,70,826,1267,1387,5255,24150,459
626,218,84,84,163,1443,1883,8990,25,279
558,16,400,397,94,333,274,1563,11644,78
3315,83,52,183,672,2247,38117,3207,2139,14
50,13,318,306,1509,1227,22804,6912,2271,9
466,86,100,156,916,420,85694,2095,3427,12
458,201,254,187,311,93,18597,2302,2796,89
539,5,175,3321,1536,1224,8227,890,2859,8
757,70,705,2667,1038,7489,27538,2547,1039,369
1209,165,1049,383,1658,1782,16716,20,1041,186
304,90,247,668,298,1637,1539,6576,1000,610
63,109,369,291,13,1799,500,8861,7586,548
1663,105,275,112,144,359,180,1403,1993,20
561,220,1057,138,119,34,139609,1560,1319,10
43,64,330,355,35,177,7129,325,3046,1977
133,55,1395,216,306,305,4035,1766,27300,261
6,59,115,123,75,544,1232,7231,526,155
761,72,10,427,9,311,8399,121,15407,130
200,35,72,174,1333,627,3070,8444,500,93
443,56,155,413,648,1069,4743,700,1555,378
198,56,205,933,869,1410,1903,611,8123,64
70,191,66,77,2052,2578,3500,1035,10088,17
112,23,87,277,1175,440,10,1539,392,995
879,265,51,699,619,448,884,4185,443,190
434,74,83,2,70,2583,275,1961,17692,215
2818,188,114,620,984,234,305,88,7216,108
163,170,95,405,362,662,2144,86,9399,608
647,114,694,139,327,58,7976,5065,7864,615
1,5815,76,11,106,971,13707,1726,2780,1072
250,150,113,18117,3509,1895,17640,12100,2400,193
271,4,1572,616,651,989,11591,5017,200,510
28,98,98,313,70,168,1473,2553,8312,204
284,52,713,739,52,163,4588,139,497,209
937,219,190,271,38551,116,3108,7507,778,431
1017,111,69,645,742,783,3536,11,1250,240
66,167,128,426,319,350,480,1630,1663,96
59,201,178,73,482,401,680,1622,23759,1214
1827,184,0,63,161,311,2013,447,6411,58
112,45,40877,2,239,1340,10079,385,30,399
66,13,267,525,2,13,859,2611,5019,5636
275,262,117,552,1734,1007,1435,1551,6777,4790
45,129,105,147,669,155,651,5487,8319,2942
104,88,83,750,6,4020,5931,3085,3177,711
173,66,93,3,165,788,4,566,6443,542
886,77,131,524,556,552,1715,1035,847,2130
79,101,130,65,7,158,2277,404,16,41
272,93,48,265,2158,150,1117,1891,11430,37
19,74,86,49,100,68,1000,782,6465,347
62,25,186,60,930,82,469,3379,629,552
87,34,362,100,476,646,4376,1738,2314,62
33,226,43,556,90,1,1530,20375,205,434
1033,5,630,411,299,90,5897,13216,500,515
412,48,77,192,330,646,2981,5717,8578,463
177,83,198,1470,463,1662,1775,8907,9395,242
7,1100,148,10,732,2121,744,50,1240,84
1077,21,84,113,66,3947,1136,205505,2029,46
211,178,381,894,216,691,2105,70665,2522,1043
30,110,402,76,10,458,2940,59794,4610,756
612,16,10,7,20,172,5348,11310,3600,288
1980,327,133,130,152,3,1969,11413,10701,935
3054,0,192,972,932,137,1757,5222,2179,190
35,102593,14,1624,423,805,562,103,17118,611
491,350,75,156,918,218,3059,15270,2214,83
687,283,21,25,178,5,475,3821,1054,775
2374,295,54,10,187,14920,2700,1104,301,1060
41,125,83,356,76,2483,457,3638,10782,27
206,95,79,271,1818,2158,2697,2528,8086,3632
432,947,5,198,47,153,7900,260,531,294
228,272,80,672,339,1099,12426,2020,1000,605
610,2916,42,6085,614,2184,3000,1756,9708,342
3297,1310,5,1378,441,788,10097,11158,2331,524
2137,432,126,1254,342,543,6645,9687,5000,1625
1757,169,86,629,737,1131,1973,964,1,57
951,35,58,150,384,66,2485,814,2000,183
5416,60,60,207,191,120,1845,388,4349,1005
77,367,34,1719,700,166,1317,243,880,150
115,305,5,1967,1644,143,1240,5545,29216,49
232,435,119,1350,244,139,3301,3776,6091,128
1934,128,705,99,1057,1014,2201,17613,2879,803
3095,325,161,948,453,1171,4271,5933,67584,691
169,423,68,307,403,1068,26875,1228,9970,825
307,67,94,1,656,429,2227,16335,14870,2146
933,804,276,200,248,210,2307,5498,9723,727
135,7916,5,310,338,380,10233,7000,11194,982
195,48,941,238,22,2959,3487,664,5013,1242
19,405,387,625,110,142,950,11088,3341,1067
1744,337,951,3075,132,394,486,2969,9254,489
57,194,49,2430,2160,66,2006,3858,972,277
240,20,62,1208,456,613,19168,4830,5768,200
66,131,8,1379,175,920,3894,1343,7861,211
524,137,763,859,83,1282,2266,2793,3205,10
169,206,56,828,937,660,4756,16102,1207,267
472,40,78,3115,4788,1731,18593,1272,8294,137
4998,14,76,4322,848,468,1087,746,8464,397
389,17,5,11370,251,39,22,260,200,283
541,254,83,1873,455,3264,911,9,1,378
3720,316,219,4705,77,2396,6200,5,3167,175
1367,79,169,4462,842,1623,5110,2410,11899,435
61,328,89,1337,92,241,19236,335,1000,279
146,419,208,3697,208,349,3359,294,6109,338
731,590,347,3471,2005,8086,2212,1216,10695,1717
53,240,10,482,7,407,500,6650,9758,266
1613,2562,48,155,1277,553,5131,2013,2042,787
240,9314,620,348,1032,1845,259,16423,3000,1476
242,348,185,211,130,763,1435,4450,19173,136
199,93,8,802,1,6490,1859,875,2961,356
679,526,25,1953,1039,528,7376,9139,3200,287
23,1025,440,145,401,3899,21771,11542,10000,77
118,27,97,531,95,8313,3701,9339,10615,1670
72,1198,721,2383,1657,316,13595,16358,1540,659
1549,18,25,538,1731,1042,14265,50,1019,100
1097,212,69,104,1903,1053,842,5594,868,527
140,23,3,870,1813,1184,6449,1151,8825,517
2913,232,53,576,1232,1272,3734,1488,4143,131
76,417,512,1228,3403,1018,2702,757,4986,1755
6,125,270,1427,3592,4274,2184,110,605,2797
638,136,147,384,1945,1357,156,4271,719,932
255,54,110,20,1802,935,1000,3363,28191,379
1019,81,137,357,650,1790,357,4803,6077,1492
65,680,25,233,443,1584,2190,10066,116,905
91,215,173,108,600,2538,4700,8007,18070,882
66,404,120,350,122,214,756,13584,22863,984
641,491,109,3751,117,618,1669,5620,3122,0
99,1272,237,638,576,1907,1938,2307,759,4499
47,74,374,162,1372,1291,3940,1481,12650,7535
64,102,341,1036,278,378,3825,4876,3884,3425
69,17,1765,24,530,1969,866,2947,155,939
500,1228,1961,1052,226,190,885,1063,4200,1578
368,601,0,400,384,858,6896,497,1621,2325
80,51,1584,23,47,126,2127,12498,4572,338
73,571,1687,1693,312,492,3594,10487,530,1219
280,256,1132,325,4260,601,1385,48054,3887,1418
362,297,521,1286,152,55,7976,25,120,251
86,1062,1479,1224,963,600,4480,3259,13837,284
88,613,1058,1866,1192,110,462,6217,744,1314
6,237,390,134,3,45,46,0,1636,69
16,21,64,126,747,301,7172,3248393,105,298
472,515,34,679,148,431,6553,8487,300,260
415,319,176,184,395,6826,2001,2263,14767,359
317,608,1608,559,79,1765,3988,3524,3487,310
117,88,157,1077,285,683,0,20003,1494,816
112,193,1071,907,1652,113,2835984,4010,8736,536
401,142,132,835,610,2935,6741,5872,551,148
2931,1567,166,1721,126,3407,1328,969,6887,246
713,83,1877,947,281,379,7101,8005,1496,65
108,153,4,812,913,765,3605,2757,140,99
93,41,143,1,676,14390,43917,3513,90,754
725,537,439,251,80,6114,9037,5328,214,1303
79,1343,246,994,459,4313,1454,1129,1214,119
1939,457,34,89,2509,94,3041,2892,600,4374
132,486,317,41,1014,448,5250,5660,5373,23
1448,124,1542,321,193,458,3697,290,2560,2894
96,359,97,105,543,1755,2800,4426,5117,630
4,201,89,104,158,4820,1461,2133,1399,170
231,549,605,493,264,5128,1308,14183,5641,271
293,751,481,168,3435,799,779,4122,27235,1862
509,442,630,157,2606,4752,7701,444,7932,1319
94,1079,645,336,574,4502,1338,4739,7388,155
136,1462,72,80,349,922,18517,522,1756,226
103,1558,266,12,105,291,4760,2078,7710,153
2710,992,800,101,102,5009,16050,2428,6256,1655
2767,1143,2224,2911,200,306,4356,3687,8837,319
6815,1194,1828,1451,1319,588,355,18393,2753,100
1523,487,292,948,1342,910,7940,4029,7810,131
709,813,450,638,362,416,109,4347,6339,486
2154,1274,286,275,215,1659,987,15989,7693,256
1316,307,56,177,117,579,5809,36306,10506,45
394,225,326,1484,1241,2403,8847,5500,4099,2564
218,202,140,348,5648,148,1990,290,25484,739
46,309,544,312,2467,5246,6331,3616,72512,240
263,364,217,240,1583,1526,3892,17170,1492,594
202,173,1367,352,1993,489,3027,34577,11155,155
99,75,426,157,2323,281,3576,11830,8968,1185
45,212,1111,144,987,0,14313,5905,7583,162
238,378,600,101,408,1063836,17197,3071,719,388
281,155,53,1,215,1121,2677,8724,8756,481
285,427,20,1010,1191,395,6531,433,27152,618
244,82,200,1236,2920,439,1872,3760,15475,452
706,0,343,448,1039,400,18372,20830,100,73
1727,152,1433,1124,605,54,2091,5926,6261,521
301,165,261,1752,1891,643,1111,6308,4169,4080
63,990,644,1646,356,565,2015,7678,5422,996
252,1225,1327,563,1486,6266,26401,1687,1848,1504
33,253,40,803,39,362,59138,11258,4070,648
1288,126,209,915,1636,231,11901,16054,6246,130
188,374,2059,2108,966,842,6738,6094,6906,0
150,514,80,2203,2664,838,1395,311,165,69078
1188,841,143,586,520,550,18131,3092,9778,2041
246,212,426,52,117,399,0,16364,9188,51
159,447,314,108,954,20,29420,17373,515,70
2439,436,2095,126,1545,853,2567,0,600,545
7029,1550,5566,590,831,1321,7000,12680,3845,373
161,1072,1073,2343,809,50,16650,10492,250,45
78,1343,683,1346,364,780,1326,12245,5608,2130
196,685,638,922,644,41,11781,7771,3703,548
351,430,3417,1441,1212,567,21210,42757,710,2410
1641,3582,397,3815,2510,134,551,32581,4681,583
228,472,56,2805,468,510,31728,12088,4458,216
94,292,300,813,2301,282,22955,19536,900,504
146,153,248,517,436,910,666,6308,1000,310
1395,150,867,424,2304,262,30072,16806,500,7
18,53,72,684,3684,117,5727,6293,99,173
178,286,250,2556,2299,133,36394,24600,7110,368
2993,885,10,550,1094,214,5198,11330,2,45
351,453,352,546,4537,330,167,19037,4719,52
122,224,370,419,2816,1160,13284,8003,120,454
71,143,106,183,901,1136,17198,14317,70,127
270,192,46,164,390,512,8850,1694,6564,138
31,5,534,710,691,1554,7249,8870,11451,27
381,168,1200,770,389,457,4658,8508,5615,65
297,334,200,1389,1733,423,1802,4257,3668,27
100,1863,172,638,211,1903,60828,1993,3000,519
107,0,215,985,1007,386,13558,32153,9807,575
677,275,84,500,231,1194,5977,58694,9320,104
1955,598,433,454,1948,506,1279,22406,2124,89
426,201,356,883,4195,71,1000,579,3105,258
468,89,200,772,306,347,136,2914,35,99
1168,244,375,2530,1110,834,3916,456,3999,2079
1498,585,101,791,1214,2580,1218,4130,493,214
361,77,1981,491,2016,120,1744,8661,296,348
251,3,300,139,990,677,4543,55048,8155,495
254,2747,1019,2354,1627,483,2361,1037,8190,132
1600,1640,115,1018,1347,233,764,10432,1000,461
4979,713,1479,5107,642,1150,19538,17966,350,692
348,388,504,65,1558,1079,17653,9007,500,2514
491,352,175,2342,2480,470,3495,25920,5751,170
384,902,600,463,869,1050,4007,15560,965,223
1778,15,81,554,844,352,1802,5491,26600,101
375,291,43,703,1124,50,38841,1656,4253,1027
14,1210,926,907,832,2441,13698,3172,9649,218
6953,400,91,143,1202,416,2834,3976,6143,7
125,201,91,543,668,2565,14007,600,1360,908
279,383,200,270,278,138,3521,13061,9634,107
99,736,143,772,2099,4578,1246,4539,0,278
50,361,403,921,681,930,8544,10001,1603533,492
288,100,93,1658,1390,283,3207,3062,6346,1172
5413,193,400,180,584,2197,3989,9384,24445,609
1201,75,189,478,391,1025,4456,13735,6464,379
146,80,204,121,1293,5836,208,8654,300,1111
58,381,817,1091,962,3063,11575,3149,503,1439
121,126,100,161,116,1176,4186,7780,1164,201
1231,21,1185,7,313,1608,384,19069,8521,1134
91,444,706,887,1090,735,3777,7935,20704,38
216,353,543,496,903,3572,240,67591,730,163
294,828,91,164,533,1470,1804,20041,8720,64
19,61,505,472,944,878,2600,4365,15810,3189
410,91,481,1523,244,1817,546,4069,663,1954
254,407,2357,360,193,728,7594,6583,20,370
63,124,1080,1484,425,3692,7000,1036,1184,269
633,303,1270,1243,666,2061,9172,484,30189,4
288,631,252,322,960,153,110743,340,8437,574
102,100,2870,1622,641,630,10508,11008,11618,745
194,123,957,785,90,1559,2548,7414,578,135
113,334,268,237,1493,366,95,3948,33106,198
104,1034,281,182,1201,1197,156,2366,26990,545
311,134,20,73,541,473,1006,2600,1811,200
22,138,46,1650,1156,385,1800,50,516,53
2328,81,116,1055,2766,304,8492,200,14790,100
444,1524,200,1257,3173,611,2200,0,6194,226
24,1225,900,1355,1820,249,1847,910633,3132,3792
111,207,239,435,5836,1687,139,6073,4607,201
64,990,337,323,7472,425,101,1366,1013,31
113,255,138,1082,540,1264,2414,4285,150,471
200,256,1000,563,876,21913,12433,2733,6000,2289
305,75,192,2157,2097,634,2,2610,33760,1141
17,77,261,796,1326,2453,102,7054,7640,205
110,42,91,1241,1875,1857,776,12077,2990,56
278,83,475,808,2279,4566,1585,449,4903,3103
137,39,300,14,570,134,6801,948,2721,105
19,128,81,2071,3165,1142,9415,18400,16008,29
2463,394,91,301,1400,1481,2025,174,111,480
91,60,5,905,3641,611,3406,10152,24480,53
220,83,8,681,1138,5615,7213,3768,11520,494
1459,235,291,510,3850,875,6752,1647,15164,27
144,122,100,733,2079,1241,15104,200,775,160
9,590,191,1621,3096,10423,9163,256,9882,149
30,92,1,1930,3379,66,15955,5592,2103,138
219,398,287,2731,2199,1182,13291,3514,27089,114
125,121,45,247,721,10541,128,1112,7094,486
446,3,179,2893,3823,8479,149,2505,14240,449
128,440,206,1337,1476,3239,2000,1500,95,23
1110,53,20,0,786,11345,1377,854,15,87
26,118,75,1387,837,10267,5123,5972,7184,1060
323,1572,45,326,5086,1268,712,9000,9820,55
132,220,244,904,4014,777,467,2107,16549,224
736,690,497,3226,0,403,250,1465,2634,635
202,839,89,853,6553,415,803,3220,1705,115
276,435,157,3853,3564,591,3173,751,1111,50
1730,808,52,3036,13214,4530,5091,26828,1494,363
56,10,4,3008,1395,622,722,2455,10652,7
522,44,125,3273,2771,238,7937,1025,18274,48
75,191,46,3513,2571,1401,43,1616,5532,20
808,364,200,3689,2689,464,6747,75,25903,456
305,28,708,683,2083,806,1453,6536,1324,26
228,18,36,1760,756,923,41401,3926,2212,238
197,744,30,1771,8464,855,550,13124,15507,1363
183,3299,10,2978,9623,4302,2464,1593,26149,319
425,175,137,1380,3832,1306,2452,3660,6032,64
871,2,84,1622,4182,6832,12780,8487,18820,749
1234,496,7,1019,16811,329,4054,28704,1600,418
202,44,85,1053,3790,30,962,688,21143,269
188,2433,789,550,4423,1245,7493,1069,500,589
83,110,58,928,8627,3876,3415,1,1327,616
339,258,78,6561,496,388,7056,5699,5555,149
32,239,2305,1222,8530,281,23,6734,1000,182
204,1122,63,135,4129,32,170,10844,22906,368
436,535,92,1173,2774,1368,42102,3464,0,1271
360,69,427,748,886,13464,4933,1702,2295282,268
1301,36,326,766,23652,1412,159,2124,4956,410
1436,199,1962,33,3551,2986,2258,2575,21,102
2578,404,2192,5715,5500,1792,200,961,50490,35
841,74,1176,2265,310,13551,3698,5925,6902,220
279,43,575,1502,11518,17309,3405,423,7111,29
862,206,341,1748,1135,5739,3594,3391,7189,829
1282,4,1553,608,2151,1798,1046,5648,18141,192
0,76,45,482,1219,1974,4492,1203,3363,206
425,842,319,1169,2914,480,81,1304,774,274
630,378,1204,3779,3193,4645,960,1171,14935,137
3299,223,904,3779,483,5411,100,936,8698,273
68,64,2053,383,2112,3031,1511,242,13078,108
1303,246,611,281,2125,5271,8135,2582,340,2002
316,33,129,146,1659,2704,3156,1551,5538,100
319,19,997,796,1138,5604,23,414,800,67
100,902,469,1,572,3716,2659,1744,34854,344
1218,262,134,4,1449,10420,7294,588,19464,772
167,64,81,1781,5542,5491,311,15920,2468,180
163,621,115,544,63,4651,100,1189,5633,8
3042,37,417,2750,768,0,648,6970,1108,104
74,197,88,1801,355,6697,1200,1287,17234,36
186,238,867,1410,171,4621,547,854,12779,393
643,118,101,724,381,11722,1116,3839,20016,6729
73,45,43,97,228,4892,170,2753,10186,1704
100,30,303,625,1295,906,150,1389,2520,2852
91,59,57,727,199,928,140,1005,24021,610
344,11,372,8,120,2154,3992,7064,6431,449
119,288,737,709,526,4374,36,877,3857,170
299,13,1409,334,776,512,500,223,1439,312
49,665,100,774,1416,2017,119,1778,27024,605
639,297,1060,396,952,5698,8449,599,32421,246
282,892,168,508,6498,2507,2724,625,9958,609
91,351,782,1090,156,1104,261,33,56624,673
367,30,435,226,2798,1008,21878,284,15809,505
816,82,377,896,2092,1230,3457,4550,20435,90
887,468,349,411,5141,1893,2274,273,12065,593
382,461,1508,213,288,1707,1020,1468,39484,71
41,490,681,1272,1440,993,300,1069,5179,289
274,302,199,630,162,558,3687,546,15279,1514
73,1454,1061,142,195,716,1415,2837,24052,138
17,136,0,350,299,2702,383,1368,0,489
66,49,0,3383,1315,1051,662,1097,8966,779
1718,310,237,507,224,1400,13082,90,2475,361
97,90,1202,2249,847,988,697,1500,9186,802
203,15,234,3,892,6463,1819,3444,553,110
280,231,264,1093,3549,780,1487,2395,500,6368
347,266,100,90,290,2014,2043,3094,2628,821
483,162,415,384,14,202,9331,1985,727,1744
582,938,12,1179,582,532,13375,1086,23416,976
444,841,93,238,2877,1075,11651,3073,27537,1281
114,1048,888,595,246,419,1087,320,5347,316
20,162,514,739,336,2358,149,1150,205,262
175,63,375,907,3451,2882,100,2837,5921,308
209,153,64,102,1000,271,546,2,9307,473
1114,146,75,469,504,250,2142,125,5983,205
58,206,25,77,329,493,229,5130,2861,102
103,33,105,173,147,428,5000,150,9440,172
798,448,301,52,188,392,12225,2480,1041,464
439,72,6,112,108,1991,3901,1544,679,1590
234,44,159,3229,492,313,1660,4217,4816,920
4,95,74,1198,1022,384,233,2930,0,201
14,64,75,1121,2080,940,118,11039,195862,559
254,22,149,127,1289,251,1,24242,2879,292
114,124,380,146,70,90,87,8089,268,0
1187,1183,1787,235,53,377,1214,116,1588,176622
8094,131,1339,486,100,571,3126,349,401,274
159,620,319,456,27,1153,4961,562,2999,307
20289,64,458,1009,112,542,3958,458,916,2410
392,17,155,632,272,147,458,29778,4058,152
863,140,44,155,27,1699,727,448,6306,283
201,150,41,303,150,162,2611,11601,86,104
1,400,103,114,5588,925,199,28591,7971,375
377,183,266,85,626,580,14158,14042,531,184
570,91,377,5608,780,194,2498,902,15900,712
117,341,45,149,1150,471,2220,2060,50,43
438,157,61,699,844,7432,230,823,3651,686
181,48,249,766,352,786,19971,99,8298,232
608,187,30,1023,149,663,2075,1309,16477,5927
1575,55,995,563,2806,90,269,230,1757,1414
378,626,1,253,3957,618,1354,1514,1393,41470
235,167,1300,787,2381,1064,1,35,10843,5009
810,235,35,196,11036,501,541,4230,16443,181
578,2,231,778,515,280,1402,210,10125,271
3,70,178,76,93,736,805,580,2869,156
22,22,0,1713,1483,792,459,8609,1977,230
47,8,135396,232,306,2756,157,14059,211,4
43,142,153,716,513,1282,787,2324,4083,369
1087,103,98,586,2430,583,2759,3200,5829,91
297,122,70,521,2044,848,12927,994,11172,577
251,35,305,1055,867,852,2028,50,2109,1
65,127,213,1887,25,92,161,1962,1,26
434,170,6,836,6044,100,3198,1851,45,179
88,1,242,3484,1520,314,1875,23005,1464,360
2302,95,847,286,401,151,450,2613,702,321
258,106,850,222,850,648,4743,5623,500,587
537,202,16,61,1086,841,3315,9509,3000,230
143,24,3,1564,3043,585,5960,645,10209,511
559,149,101,1253,368,1865,5175,2635,4860,172
686,48,461,269,1957,463,745,1905,885,429
319,64,205,235,914,231,168,200,1408,638
4936,11,1,377,225,336,2204,5820,4605,137
126,6,17,1519,2967,104,10279,16194,1301,433
132,30,118,65,6042,61,53320,572,21232,360
1222,98,89,149,4725,382,86510,120,3749,54
166,69,100,35,2135,602,41711,138378,794,149
215,10,301,455,949,248,16774,6668,5127,70
135,60,327,1058,13,576,3705,42050,4768,796
361,50,66,129,1000,884,8365,8239,13,49
320,1050,126,128,1650,305,6172,1282,45866,388
320,68,2,932,450,1696,46907,2129,2000,202
326,18,38,53,2505,685,18962,2671,61016,335
128,164,49,1510,399,1275,116,4433,5372,47
4001,24,181,1810,983,1462,217,46389,18860,689
114,113,44,217,1624,375,94679,1322,26413,226
251,1133,9,1349,884,1847,16185,2182,9405,55
463,53,509,1991,599,839,56629,1944,5719,193
69,107,822,296,13014,8071,683,569,2400,138
20,59,14,1317,657,164,8694,2667,12012,56
143,52,409,1252,1678,300,22462,1954,8432,77
814,183,1705,1627,2025,252,1696,32689,250,465
100,172,1258,61,478,946,1152,14436,13159,45
4,132,9,215,78,55,277,3022,600,175
20,1081,723,326,293,228,882,51,5591,250
220,138,917,127,587,948,263,8610,9418,227
486,280,848,642,1174,460,684,3031,21013,345
31,17,427,14,4854,1805,615,3045,110,251
1132,26,536,118,1864,285,577,51561,574,337
17,905,24,1309,2961,3924,1793,4,16077,472
2314,136,716,523,841,343,651,5444,21738,156
986,3,9,902,62,192,27745,159448,4410,1
693,35,202,4273,258,870,5029,1871,1611,29
211,37,215,26,1243,525,3366,19599,100,153
108,49,503,1451,610,1414,4003,1024,18942,364
375,115,154,479,511,453,1056,760,13627,1213
71,364,32,875,1282,4618,11326,118827,28269,19
650,336,135,682,5352,1623,1207,104197,13708,84
266,473,116,17,4387,801,21518,3550,627,4838
312,64,3,50,131,762,1058,8418,200,1141
68,62,260,214,126,1369,12235,10328,1870,75
148,202,94,310,1738,1070,434,24083,1666,1135
5520,72,351,2880,30,684,442,13403,2973,34
2602,28,879,40,2541,515,462,880,1977,73
65,155,356,35,1240,1584,429,43050,2000,60
169,345,288,248,558,1819,492,202,1020,145
122,6,237,705,1675,1399,1865,54013,1855,46
207,59,1967,294,2103,7097,1124,29396,1000,170
443,64,256,3587,11466,540,879,12012,705,35
38,39,570,9,3280,401,546,410,207,205
355,96,199,1925,1768,417,6928,29692,110,33
129,75,465,60,615,1150,6665,136,9595,1896
159,380,1,2039,677,605,28888,2932,2690,462
100,64,23,433,1052,1051,213,11675,1573,174
63,221,47,489,4025,166,139,5383,179,16
14,148,199,34,2660,1130,9693,14050,2503,219
126,43,245,102,5411,925,905,7351,4862,54
181,99,100,81,55,968,1739,2828,3900,168
498,48,47,574,1269,252,1308,2534,1912,337
1,35,461,99,1544,296,301,6366,3862,6
140,269,18,1073,1865,1355,4845,4471,6739,55
272,86,263,112,3674,202,150,573,1000,115
128,168,953,1272,96,561,24411,1359,116851,416
385,66,438,1986,1211,537,1326,1500,4300,175
1509,400,1370,87,445,119,4280,5320,862,119
555,127,290,520,2800,865,4444,5215,175,328
708,315,2209,10,3849,7581,2518,2779,3398,802
477,8,429,1073,18,1284,179,3463,13761,123
413,165,43,395,1116,1077,1520,1572,2971,32
234,363,262,1,225,1334,2567,25441,9734,320
135,65,14,825,1600,170,3506,4403,3983,9
216,52,1778,735,990,1160,4898,4640,10808,80
158,93,776,269,1340,1088,2579,4162,970,287
77,60,168,143,647,155,1054,11417,2569,238
254,120,1206,108,711,419,1435,6934,2038,2067
41,1447,436,83,979,676,239,200,300,454
805,688,121,12,481,101,756,1808,1267,1123
658,27,882,409,5189,1593,5000,3718,643,434
361,741,838,2590,1830,315,428,4000,7423,679
535,142,403,380,5376,594,223,5423,62,1016
77,147,576,30,896,14,169,900,4166,730
425,185,481,329,1957,1856,336,7035,1242,68
216,150,261,85,5232,3374,1160,5210,9468,383
88,686,261,829,4510,86,277,1472,3598,321
200,155,101,71,4959,405,7741,1000,1822,17
64,322,278,5502,1691,1743,700,2922,175,453
565,111,397,1139,1416,652,4676,4524,4546,175
482,611,40,400,2500,149,38,950,3456,0
161,27,726,886,2246,357,21157,2885,151,178
134,199,33,161,78,584,17269,9509,5000,147
135,123,631,652,1361,498,3729,4892,9080,30
112,674,664,5,40837,1556,3246,277,3929,144
145,434,71,106,8708,909,17669,1623,3745,23
3593,741,1610,2373,566,296,997,4943,740,882
414,270,103,245,605,1494,619,12176,7649,141
111,1433,744,699,1292,1956,5123,325,9542,420
2530,357,2266,1988,4786,2796,5002,1919,514,472
800,27,0,198,649,3907,86,1560,265,222
274,194,138,22,113,132,7069,3846,18343,163
3737,336,3021,60,125,743,383,1268,503,40
4498,815,12,787,4034,1397,206,1231,1000,81
6508,980,84,20,3156,712,2605,14308,60,15
1379,145,1356,7486,283,738,473,6931,100,23
1388,1018,65,2657,3905,4098,625,1446,120,29
79,143,171,991,209,1067,1568,2383,13854,5725
2876,116,178,172,437,808,1319,289,46080,183
108,133,216,1320,200,278,12147,301,2789,23
755,196,3611,541,3776,254,5038,27948,19719,3314
100,384,73,4118,2751,10,3394,7431,4491,689
605,3019,1069,1315,299,3608,4153,13485,20577,44
334,0,256,5382,2155,628,760,36835,200,2500
