1.836772637979718070e-01, 1.295188972067851108e-01, 1.695214445402167536e-01, 3.240880961836538066e-01, 4.947630060125762230e-01, 4.541302257662290232e-01, 5.108151876243759437e-01, 4.637298539689631016e-01, 6.714401008603934073e-01, 5.116125014148411587e-01, 5.664083246495394963e-01, 7.735078896576167429e-01, 9.116274921509084361e-01, 8.568563745776767160e-01, 1.081818141333878991e+00, 3.237889465237315800e-01, -5.181040781584063937e-17, 6.414621920056459409e-17, -4.194175870806146821e-17, -2.467162276944792406e-18, 3.626728547108844633e-16, 2.220446049250313081e-16, -2.269789294789208752e-16, 2.713878504639271454e-17, 1.973729821555833925e-17, 6.661338147750938996e-17, -2.516505522483688093e-16, 1.430954120627979634e-16, -1.036208156316812787e-16, 4.934324553889584350e-17, 1.652998725553010893e-16, 2.343804163097552751e-16, -3.454027187722709292e-17, -2.713878504639271454e-17, 0.000000000000000000e+00, -3.947459643111667850e-17, -3.207310960028229704e-17, -1.603655480014114975e-16, 3.034609600642094610e-16, -2.171102803711417163e-16, 6.661338147750938996e-17, -1.233581138472396088e-17, 4.440892098500626408e-17, 1.184237892933500293e-16, 0.000000000000000000e+00, -2.417819031405896258e-16, 2.245117672019760916e-16, 2.960594732333750733e-17, 9.868649107779169625e-18, 8.511709855459534052e-17
3.757804394540627257e-02, 7.768965915359178631e-02, 7.340782194147252304e-02, 2.237128132146353754e-01, 2.313974782180333589e-01, 2.202838232397715257e-01, 3.267639663209087608e-01, 3.471443549392642658e-01, 3.295510247179826435e-01, 4.662142006530521909e-01, 6.229197763043574643e-01, 6.648194031634452328e-01, 7.846318461078016782e-01, 8.225705670169786154e-01, 8.988741236873800666e-01, 5.814747468317800205e-01, 1.859812439610534496e-01, 9.664923167523876979e-02, 4.685306763868320873e-02, 2.763813719072751030e-02, 3.171257767733177968e-02, 2.703184426547410729e-02, 2.816669983920621137e-02, 2.713878504639271454e-17, 1.973729821555833925e-17, 6.661338147750938996e-17, -2.516505522483688093e-16, 1.430954120627979634e-16, -1.036208156316812787e-16, 8.174393694053873338e-02, 7.828729037222174891e-02, 2.783743719529278501e-02, 4.374981504097066876e-02, 1.395782397203481490e-02, 3.082629501979556458e-02, 3.750456376894698018e-02, 3.581439420931997047e-02, 1.560404632109252399e-02, 3.034609600642094610e-16, -2.171102803711417163e-16, 6.661338147750938996e-17, -1.233581138472396088e-17, 4.440892098500626408e-17, 1.694986207957639157e-01, 1.306189943722769198e-01, 1.496648560219492399e-02, 5.286702285210943542e-01, 2.960594732333750733e-17, 9.868649107779169625e-18, 8.511709855459534052e-17
6.219464898122827740e-02, 4.756323274407562446e-02, 9.509998229385539792e-02, 2.777406359485077303e-01, 1.364485845957089105e-01, 8.588586131289595305e-02, 1.113628953023222956e-01, 1.101627192366371744e-01, 9.986529288323939269e-02, 1.003081042431772374e-01, 1.250721947589678584e-01, 4.832040045629796415e-02, 7.103074963006149323e-02, 9.512781044316818979e-02, 4.722084931827252308e-01, 5.185274463875635398e-01, 5.710993228736702676e-01, 6.431509563416487607e-01, 4.285285119817575650e-01, 2.453668029533822570e-01, 2.073344108610739589e-01, 4.083327722232816259e-01, 2.327875778557344788e-01, 2.253184350679367232e-01, 1.284619508910343766e-01, 1.645873212440577826e-01, 2.203305674693286642e-01, 1.611919989429684841e-01, 1.953719952868391008e-01, 2.799903581895718530e-01, 4.165184495734362558e-01, 3.089716966971281509e-01, 1.322694671132934874e-01, 5.104948834053344570e-02, 8.566403413821992163e-02, 1.022829241764511982e-01, 4.495569224021910698e-02, 3.946151068220766361e-02, 3.034609600642094610e-16, 4.840647995788372460e-01, 3.197425163790578728e-01, 1.468163678772352876e-01, 7.167587637520544952e-01, 8.916705008173095859e-01, 2.879477351198909685e-01, 2.568201447965259288e-01, 2.182179152131237809e-01, 2.960594732333750733e-17, 9.868649107779169625e-18, 8.511709855459534052e-17
2.186383861530670492e-01, 1.781475411099767980e-01, 2.566508682407461217e-01, 2.993440545632632954e-01, 2.947777375140951950e-01, 2.243585180216891295e-01, 3.805910099179547479e-01, 4.395693272208946456e-01, 5.706564409660223047e-01, 6.091893096092433346e-01, 9.570977336619939102e-01, 1.345578194330369071e+00, 1.330820621820328897e+00, 1.104258599187644130e+00, 9.638694366241149503e-01, 8.930847446410159485e-01, 9.141470456442217785e-01, 9.316587507071552032e-01, 7.893560400797985377e-01, 9.937976187314531140e-01, 1.229782859341866930e+00, 1.459259641808240859e+00, 1.326152624094397270e+00, 7.274415758979948521e-01, 7.730967198383182915e-01, 7.069110233007834809e-01, 6.589602189690516587e-01, 1.130173679195958236e+00, 7.984711261019976636e-01, 6.974031804650986377e-01, 5.757071332710704814e-01, 5.948098960597283380e-01, 6.048613123754965626e-01, 5.813547292174087167e-01, 4.408183234150669927e-01, 5.196358492986774547e-01, 4.982268553244503240e-01, 4.465013355693137620e-01, 4.726053905632883190e-01, 5.835329415368107897e-01, 4.935156505891523104e-01, 3.865732401752198788e-01, 1.009192258464104874e+00, 1.155012726575183502e+00, 4.492560234969179556e-01, 2.728450568011500099e-01, 7.726738981537607520e-01, 4.140897566687020692e-01, 3.038741984386875705e-01, 5.890876867344655432e-01
3.312172147665911059e-01, 3.712688381188611886e-01, 4.930300744876252583e-01, 6.980548439350037215e-01, 6.093767980082218649e-01, 4.489458022014922722e-01, 5.676694525027556892e-01, 6.778572855152394938e-01, 7.334958194416372201e-01, 7.593109692450025205e-01, 9.884890365035029491e-01, 1.143430154564159862e+00, 9.806754179579336705e-01, 9.328290278204957042e-01, 8.704344978163151003e-01, 7.904456155661834238e-01, 7.484420640975387728e-01, 7.928163174854522266e-01, 6.621932532232626123e-01, 7.854886163230653251e-01, 8.903195112536177458e-01, 1.058495981946613762e+00, 1.110469314267026997e+00, 5.963029096839234100e-01, 6.310174665866493671e-01, 5.678844187414391342e-01, 4.976004211976345903e-01, 8.144756103391339597e-01, 5.290666628757968448e-01, 5.258111840197122744e-01, 5.048703514857896257e-01, 4.567924773232135971e-01, 4.774946569266614316e-01, 4.907763636089411130e-01, 4.114393466363323593e-01, 4.946565623041085380e-01, 3.474542627630469172e-01, 3.204605097888825194e-01, 3.953449671583785796e-01, 4.527191013460535873e-01, 4.986943648510689941e-01, 4.152129939366220879e-01, 9.301570976338349173e-01, 1.045192727040470171e+00, 4.224118424422973472e-01, 3.388113539055693235e-01, 8.467697179014309627e-01, 4.457356843910134647e-01, 2.942836241485090043e-01, 6.273030386211778664e-01
1.473149900265444123e-01, 3.072320640950744197e-01, 3.593827651560079217e-01, 4.553854728810566854e-01, 5.182185365673125377e-01, 3.889410295982850818e-01, 5.317269236178795433e-01, 3.813986939165734946e-01, 4.551286136264056092e-01, 6.285046852008094875e-01, 7.305452607123118502e-01, 7.992151242495687535e-01, 6.915887778767993987e-01, 7.229224925177069050e-01, 6.140871669774928820e-01, 6.443492111670152678e-01, 6.417622883160022385e-01, 6.766252393781636565e-01, 5.411227107206388887e-01, 6.574806608334710090e-01, 8.708694153729058529e-01, 1.085455078777119331e+00, 1.059795600076932187e+00, 6.707546821086385336e-01, 4.286835311429257889e-01, 4.617183367529543170e-01, 4.901504300085908206e-01, 6.969711939919481791e-01, 4.940842329858272652e-01, 4.398787392374489680e-01, 4.149549701430224613e-01, 3.910314629625405436e-01, 3.613405467192435383e-01, 3.488486359536431269e-01, 3.847298918601700368e-01, 4.054996836715339392e-01, 3.308586741325249547e-01, 3.379080765692661359e-01, 3.210433714276562100e-01, 4.327888539412389490e-01, 4.416188454913884121e-01, 3.280441777272281589e-01, 6.701783168971837679e-01, 8.083277850930526975e-01, 3.103571632744234199e-01, 2.096911183882501639e-01, 4.243736342298193298e-01, 1.994114729195919644e-01, 1.214196666073088793e-01, 8.039536756194683165e-02
2.363349659186674556e-01, 1.502020055805363408e-01, 2.286432104081189964e-01, 1.993217303451853828e-01, 1.848719015041971614e-01, 1.174782218259168981e-01, 1.713806929788224409e-01, 3.051385448768844655e-01, 2.215929492482187069e-01, 2.111271941830698551e-01, 1.869203995667212403e-01, 2.193553458667581169e-01, 8.569094984631465961e-02, 1.804817754521496620e-01, 5.925051772510554066e-02, 1.025257959431571386e-01, 5.837801547637881672e-02, 8.088629779800302066e-02, 5.970186402686453175e-02, -2.713878504639271454e-17, -1.060879779086260746e-16, 2.111936864321697083e-01, 2.017139909240287243e-01, 9.591105629836052526e-02, 7.721298544737313641e-02, 3.374854922376625127e-02, 3.382632874598720529e-01, 7.410807405389870928e-01, 6.030145169467049371e-01, 5.237236001788898587e-01, 9.480032045155528664e-01, 7.663356597086453670e-01, 6.383371086140608996e-01, 6.664277579018981212e-01, 5.282957295695983602e-01, 7.064875223583568786e-01, 7.082557286344397518e-01, 7.357837689423083471e-01, 6.004966009120187298e-01, 6.956303779844112967e-01, 6.150245145136983282e-01, 4.789951472527582688e-01, 1.031431764840399001e+00, 1.286907624270098527e+00, 4.589180356675768846e-01, 4.152371880605628673e-01, 8.011510236871988155e-01, 4.211185915045727590e-01, 3.160908156549466219e-01, 6.587592608370894665e-01
9.484103506022023566e-02, 1.294795988481618199e-01, 1.604096089508750544e-01, 9.421834004141718677e-02, 1.946268950853022317e-01, 2.135899357925297171e-01, 3.420487283334677775e-01, 4.453922694631767820e-01, 6.817306532791815865e-01, 7.304956431588831567e-01, 9.696888317262694068e-01, 1.088585489195473599e+00, 1.033826860852582463e+00, 9.160162165546957835e-01, 9.256794302440951583e-01, 8.785149501022463392e-01, 7.091703698017042257e-01, 8.997893635359587305e-01, 8.789923510233630388e-01, 8.466508334001188185e-01, 1.050965727687322104e+00, 1.322895708965232009e+00, 1.152393374712932461e+00, 6.699744581808051436e-01, 6.048818220680249880e-01, 5.533815183170667229e-01, 5.112374745682172206e-01, 7.447388963805320339e-01, 5.077997598592490780e-01, 5.636941522814669092e-01, 6.508023332100442149e-01, 5.400429880623726087e-01, 4.377334834619124870e-01, 4.589048054652277719e-01, 3.244347135595836429e-01, 3.534060307543014923e-01, 3.497446121669607333e-01, 3.763683379093987202e-01, 3.778635561503831397e-01, 5.828843097089903003e-01, 4.583043145685384845e-01, 3.499435377233747202e-01, 7.794967189856867318e-01, 8.682706803863756706e-01, 3.054895471966451725e-01, 2.419329086258225625e-01, 4.861119612868501916e-01, 2.094782000436955227e-01, 1.461130764200679055e-01, 2.096048418323976092e-01
1.751934171990482125e-01, 2.011238996269444912e-01, 3.168842005874557555e-01, 3.657784228714124897e-01, 4.191088586311512709e-01, 4.501674304562505169e-01, 4.768714692988547665e-01, 3.971161823525171664e-01, 4.716532472861855729e-01, 4.928752280062108082e-01, 5.760827889084751963e-01, 6.788116772822021527e-01, 8.004469413183453730e-01, 8.176842412358837908e-01, 7.409258151891717770e-01, 6.095195656064248402e-01, 6.255959985909083088e-01, 5.991561127449834823e-01, 4.158614116795969484e-01, 5.787833359907735842e-01, 5.794586689410177183e-01, 8.991628755342490065e-01, 6.384003870998249397e-01, 4.754533856723769381e-01, 5.642420737380007267e-01, 4.565479486038019896e-01, 4.382385188581088276e-01, 5.536999511778952776e-01, 6.158602640241355175e-01, 6.205767329643760988e-01, 6.392827447204572078e-01, 5.928174312684909575e-01, 5.386615579198498205e-01, 4.780608045201051870e-01, 3.762744898960826423e-01, 3.372922233344038956e-01, 3.571258806626442239e-01, 4.538657298935929174e-01, 2.999263302736280834e-01, 4.384586788386307110e-01, 4.800952619340984051e-01, 4.705092535000056642e-01, 3.059534220020726503e-01, 6.196329856244330303e-01, 4.269212364811221516e-02, -7.401486830834376833e-18, 5.181040781584063937e-17, 4.934324553889584812e-18, -2.467162276944792406e-18, -1.356939252319635727e-17
1.408098393156973493e-01, 9.197783575849757809e-02, 4.343266915301251946e-02, 5.873172545857283794e-02, 1.377720825405647220e-01, 1.045628916203804742e-01, 1.084859521716708824e-01, 1.133183942509157910e-01, 1.176018298481893015e-01, 2.279413617653602564e-01, 1.638986628033405890e-01, 1.454914330024298652e-01, 4.371328962990256306e-01, 3.484474247020453719e-01, 6.674317406082244664e-02, 4.565703453006684370e-02, -2.713878504639271454e-17, 1.941922392185700327e-02, 3.664192206830244047e-02, 1.549458611449137935e-01, 8.690108770135659411e-01, 1.228665252599759672e+00, 9.130352653826039333e-01, 6.101783147451749212e-01, 6.796162065173373401e-01, 5.091850570719352875e-01, 4.536328142973599098e-01, 6.177124099166939608e-01, 5.130331333226576529e-01, 5.512580351664561062e-01, 5.622885251198935785e-01, 4.517893818815345020e-01, 4.434747476140558642e-01, 3.676013122743082007e-01, 3.802109281287082698e-01, 4.283787773044986369e-01, 3.346691704754358176e-01, 4.753157630321972471e-01, 3.758932840988318813e-01, 6.595503367837106667e-01, 7.134902135752677621e-01, 4.253084698124315888e-01, 5.786802061138098807e-01, 8.850347374263497491e-01, 4.206954789420343510e-01, 2.099216052854024073e-01, 6.808253945969269250e-01, 4.934324553889584812e-18, -2.467162276944792406e-18, -1.356939252319635727e-17
