dataset,alpha,window_width,overlaps,detection_buf_size,slidshap_drift_pos,p_value,statistical_test
Realworld_dataset1-timeSeries_filled_binned,0.01,50,35,10,0,0.00011104384081844878,t-test
Realworld_dataset1-timeSeries_filled_binned,0.01,50,35,10,44,0.00812687592753734,t-test
Realworld_dataset1-timeSeries_filled_binned,0.01,50,35,10,580,0.000711847708537379,t-test
Realworld_dataset1-timeSeries_filled_binned,0.01,50,35,10,595,1.0025502430082272e-06,t-test
Realworld_dataset1-timeSeries_filled_binned,0.01,50,35,10,596,6.39042554089625e-05,t-test
Realworld_dataset1-timeSeries_filled_binned,0.01,50,35,10,831,0.0009574136542348224,t-test
Realworld_dataset1-timeSeries_filled_binned,0.01,50,35,10,832,0.004886145001819891,t-test
