acc,light,moderate-vigorous,sedentary,sleep,MET
23.124,0,0,1,0,1.56349206349206
8.326,0,0,1,0,1.56349206349206
25.848,0,0,1,0,1.56349206349206
38.913,0,0,1,0,1.56349206349206
17.125,0,0,1,0,1.56349206349206
7.391,0,0,1,0,1.56349206349206
16.475,0,0,1,0,1.56349206349206
6.968,0,0,1,0,1.56349206349206
15.236,0,0,1,0,1.56349206349206
42.804,0,0,1,0,1.56349206349206
17.941,0,0,1,0,1.56349206349206
16.065,0,0,1,0,1.56349206349206
128.403,0,1,0,0,4.68260869565217
102.082,0,1,0,0,4.68260869565217
44.105,0,1,0,0,4.68260869565217
93.451,0,1,0,0,4.68260869565217
90.285,0,1,0,0,4.68260869565217
86.292,0,1,0,0,4.68260869565217
44.313,0,1,0,0,4.68260869565217
69.697,0,1,0,0,4.68260869565217
54.605,0,1,0,0,4.68260869565217
165.594,0,1,0,0,4.68260869565217
300.226,0,1,0,0,4.68260869565217
250.178,0,1,0,0,4.68260869565217
234.828,0,1,0,0,4.68260869565217
242.51,0,1,0,0,4.68260869565217
156.158,0,1,0,0,4.68260869565217
129.023,0,1,0,0,4.68260869565217
160.721,0,1,0,0,4.68260869565217
366.381,0,1,0,0,4.68260869565217
158.946,0,1,0,0,4.68260869565217
40.904,1,0,0,0,2.27083333333333
60.644,1,0,0,0,2.27083333333333
67.57,1,0,0,0,2.27083333333333
57.085,1,0,0,0,2.27083333333333
96.118,1,0,0,0,2.27083333333333
102.63,1,0,0,0,2.27083333333333
13.122,1,0,0,0,2.27083333333333
8.319,1,0,0,0,2.27083333333333
45.063,1,0,0,0,2.27083333333333
133.704,1,0,0,0,2.27083333333333
68.842,1,0,0,0,2.27083333333333
35.476,1,0,0,0,2.27083333333333
11.562,0,0,1,0,1.56349206349206
15.352,0,0,1,0,1.56349206349206
27.057,0,0,1,0,1.56349206349206
16.486,0,0,1,0,1.56349206349206
22.585,0,0,1,0,1.56349206349206
17.083,0,0,1,0,1.56349206349206
19.228,0,0,1,0,1.56349206349206
18.345,0,0,1,0,1.56349206349206
14.784,0,0,1,0,1.56349206349206
19.82,0,0,1,0,1.56349206349206
12.848,0,0,1,0,1.56349206349206
18.5,0,0,1,0,1.56349206349206
19.59,0,0,1,0,1.56349206349206
24.514,0,0,1,0,1.56349206349206
55.46,0,0,1,0,1.56349206349206
26.363,0,0,1,0,1.56349206349206
1.052,0,0,1,0,1.56349206349206
1.805,0,0,1,0,1.56349206349206
2.862,0,0,1,0,1.56349206349206
6.189,0,0,1,0,1.56349206349206
8.641,0,0,1,0,1.56349206349206
9.502,0,0,1,0,1.56349206349206
5.404,0,0,1,0,1.56349206349206
3.226,0,0,1,0,1.56349206349206
20.563,0,0,1,0,1.56349206349206
22.598,0,0,1,0,1.56349206349206
43.606,0,0,1,0,1.56349206349206
71.66,0,0,1,0,1.56349206349206
10.644,0,0,1,0,1.56349206349206
27.23,0,0,1,0,1.56349206349206
49.176,1,0,0,0,2.27083333333333
55.818,1,0,0,0,2.27083333333333
83.967,1,0,0,0,2.27083333333333
72.822,1,0,0,0,2.27083333333333
36.889,1,0,0,0,2.27083333333333
103.498,1,0,0,0,2.27083333333333
95.038,1,0,0,0,2.27083333333333
100.7,1,0,0,0,2.27083333333333
261.795,1,0,0,0,2.27083333333333
305.632,1,0,0,0,2.27083333333333
259.355,1,0,0,0,2.27083333333333
119.29,1,0,0,0,2.27083333333333
104.669,1,0,0,0,2.27083333333333
37.366,1,0,0,0,2.27083333333333
54.521,1,0,0,0,2.27083333333333
24.572,1,0,0,0,2.27083333333333
23.284,1,0,0,0,2.27083333333333
26.565,1,0,0,0,2.27083333333333
15.499,1,0,0,0,2.27083333333333
16.608,1,0,0,0,2.27083333333333
35.197,1,0,0,0,2.27083333333333
31.345,1,0,0,0,2.27083333333333
24.827,0,0,1,0,1.56349206349206
31.562,0,0,1,0,1.56349206349206
27.216,0,0,1,0,1.56349206349206
29.094,0,0,1,0,1.56349206349206
5.865,0,0,1,0,1.56349206349206
15.087,0,0,1,0,1.56349206349206
23.112,0,0,1,0,1.56349206349206
4.975,0,0,1,0,1.56349206349206
21.021,0,0,1,0,1.56349206349206
24.901,0,0,1,0,1.56349206349206
53.676,0,0,1,0,1.56349206349206
42.564,0,0,1,0,1.56349206349206
32.45,0,0,1,0,1.56349206349206
4.241,0,0,1,0,1.56349206349206
23.847,0,0,1,0,1.56349206349206
