time,acc,light,moderate-vigorous,sedentary,sleep,MET
2015-06-04 10:00:02.803000+0100 [Europe/London],37.202,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:00:32.803000+0100 [Europe/London],53.434000000000005,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:01:02.803000+0100 [Europe/London],40.519,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:01:32.803000+0100 [Europe/London],24.945999999999998,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:02:02.803000+0100 [Europe/London],17.898,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:02:32.803000+0100 [Europe/London],10.806,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:03:02.803000+0100 [Europe/London],20.351000000000003,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:03:32.803000+0100 [Europe/London],17.32,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:04:02.803000+0100 [Europe/London],42.549,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:04:32.803000+0100 [Europe/London],39.093999999999994,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:05:02.803000+0100 [Europe/London],45.834,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:05:32.803000+0100 [Europe/London],27.754,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:06:02.803000+0100 [Europe/London],39.824,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:06:32.803000+0100 [Europe/London],28.2,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:07:02.803000+0100 [Europe/London],26.907,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:07:32.803000+0100 [Europe/London],20.154999999999998,0.0,0.0,1.0,0.0,1.5634920634920635
2015-06-04 10:08:02.803000+0100 [Europe/London],12.290000000000001,0.0,0.0,1.0,0.0,1.5634920634920635
