time,acc,light,moderate-vigorous,sedentary,sleep,MET
2013-08-17 10:00:06.892000+0100 [Europe/London],19.883,0,0,1,0,1.56349206349206
2013-08-17 10:00:36.892000+0100 [Europe/London],15.952,0,0,1,0,1.56349206349206
2013-08-17 10:01:06.892000+0100 [Europe/London],15.324,0,0,1,0,1.56349206349206
2013-08-17 10:01:36.892000+0100 [Europe/London],9.226,0,0,1,0,1.56349206349206
2013-08-17 10:02:06.892000+0100 [Europe/London],3.216,0,0,1,0,1.56349206349206
2013-08-17 10:02:36.892000+0100 [Europe/London],2.956,0,0,1,0,1.56349206349206
2013-08-17 10:03:06.892000+0100 [Europe/London],32.559,0,0,1,0,1.56349206349206
2013-08-17 10:03:36.892000+0100 [Europe/London],37.722,0,0,1,0,1.56349206349206
2013-08-17 10:04:06.892000+0100 [Europe/London],59.54,0,0,1,0,1.56349206349206
2013-08-17 10:04:36.892000+0100 [Europe/London],26.314,0,0,1,0,1.56349206349206
2013-08-17 10:05:06.892000+0100 [Europe/London],13.12,0,0,1,0,1.56349206349206
2013-08-17 10:05:36.892000+0100 [Europe/London],12.696,0,0,1,0,1.56349206349206
2013-08-17 10:06:06.892000+0100 [Europe/London],12.805,0,0,1,0,1.56349206349206
2013-08-17 10:06:36.892000+0100 [Europe/London],1.68,0,0,1,0,1.56349206349206
2013-08-17 10:07:06.892000+0100 [Europe/London],7.339,0,0,1,0,1.56349206349206
2013-08-17 10:07:36.892000+0100 [Europe/London],46.673,0,0,1,0,1.56349206349206
2013-08-17 10:08:06.892000+0100 [Europe/London],64.255,0,0,1,0,1.56349206349206
2013-08-17 10:08:36.892000+0100 [Europe/London],67.607,0,0,1,0,1.56349206349206
2013-08-17 10:09:06.892000+0100 [Europe/London],49.419,0,0,1,0,1.56349206349206
2013-08-17 10:09:36.892000+0100 [Europe/London],61.439,0,0,1,0,1.56349206349206
2013-08-17 10:10:06.892000+0100 [Europe/London],19.57,0,0,1,0,1.56349206349206
