acc,light,moderate-vigorous,sedentary,sleep,MET
37.202,0,0,1,0,1.56349206349206
53.434,0,0,1,0,1.56349206349206
40.519,0,0,1,0,1.56349206349206
24.946,0,0,1,0,1.56349206349206
17.898,0,0,1,0,1.56349206349206
10.806,0,0,1,0,1.56349206349206
20.351,0,0,1,0,1.56349206349206
17.32,0,0,1,0,1.56349206349206
42.549,0,0,1,0,1.56349206349206
39.094,0,0,1,0,1.56349206349206
45.834,0,0,1,0,1.56349206349206
27.754,0,0,1,0,1.56349206349206
39.824,0,0,1,0,1.56349206349206
28.2,0,0,1,0,1.56349206349206
26.907,0,0,1,0,1.56349206349206
20.155,0,0,1,0,1.56349206349206
12.29,0,0,1,0,1.56349206349206
12.366,0,0,1,0,1.56349206349206
11.389,0,0,1,0,1.56349206349206
25.527,0,0,1,0,1.56349206349206
39.963,0,0,1,0,1.56349206349206
20.084,0,0,1,0,1.56349206349206
25.217,0,0,1,0,1.56349206349206
17.274,0,0,1,0,1.56349206349206
38.911,1,0,0,0,2.27083333333333
86.508,1,0,0,0,2.27083333333333
124.902,1,0,0,0,2.27083333333333
63.77,1,0,0,0,2.27083333333333
104.536,1,0,0,0,2.27083333333333
117.102,1,0,0,0,2.27083333333333
132.458,1,0,0,0,2.27083333333333
132.298,1,0,0,0,2.27083333333333
162.287,1,0,0,0,2.27083333333333
110.323,1,0,0,0,2.27083333333333
110.269,1,0,0,0,2.27083333333333
77.281,1,0,0,0,2.27083333333333
138.778,1,0,0,0,2.27083333333333
137.955,1,0,0,0,2.27083333333333
89.489,1,0,0,0,2.27083333333333
104.025,1,0,0,0,2.27083333333333
103.165,1,0,0,0,2.27083333333333
66.741,1,0,0,0,2.27083333333333
89.634,1,0,0,0,2.27083333333333
137.131,1,0,0,0,2.27083333333333
93.166,1,0,0,0,2.27083333333333
98.889,1,0,0,0,2.27083333333333
142.186,1,0,0,0,2.27083333333333
155.915,1,0,0,0,2.27083333333333
100.489,1,0,0,0,2.27083333333333
112.547,1,0,0,0,2.27083333333333
