time,acc,light,moderate-vigorous,sedentary,sleep,MET
2015-08-07 10:00:05 [Europe/London],128.673,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:00:35 [Europe/London],38.989000000000004,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:01:05 [Europe/London],37.828,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:01:35 [Europe/London],114.36200000000001,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:02:05 [Europe/London],42.105,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:02:35 [Europe/London],36.132999999999996,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:03:05 [Europe/London],34.174,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:03:35 [Europe/London],29.339000000000002,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:04:05 [Europe/London],25.998,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:04:35 [Europe/London],35.888999999999996,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:05:05 [Europe/London],39.235,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:05:35 [Europe/London],31.563000000000002,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:06:05 [Europe/London],31.856,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:06:35 [Europe/London],39.106,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:07:05 [Europe/London],34.122,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:07:35 [Europe/London],30.721999999999998,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:08:05 [Europe/London],18.688,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:08:35 [Europe/London],55.89,1.0,0.0,0.0,0.0,2.2708333333333335
2015-08-07 10:09:05 [Europe/London],34.884,1.0,0.0,0.0,0.0,2.2708333333333335
