acc,light,moderate-vigorous,sedentary,sleep,MET
30.869,0,0,1,0,1.56349206349206
25.458,0,0,1,0,1.56349206349206
23.511,0,0,1,0,1.56349206349206
21.114,0,0,1,0,1.56349206349206
19.221,0,0,1,0,1.56349206349206
24.054,0,0,1,0,1.56349206349206
40.031,1,0,0,0,2.27083333333333
44.679,1,0,0,0,2.27083333333333
43.102,1,0,0,0,2.27083333333333
17.979,1,0,0,0,2.27083333333333
30.711,1,0,0,0,2.27083333333333
21.236,1,0,0,0,2.27083333333333
52.696,1,0,0,0,2.27083333333333
54.753,1,0,0,0,2.27083333333333
43.292,1,0,0,0,2.27083333333333
49.486,1,0,0,0,2.27083333333333
78.133,1,0,0,0,2.27083333333333
173.156,1,0,0,0,2.27083333333333
45.193,1,0,0,0,2.27083333333333
5.496,0,0,1,0,1.56349206349206
24.78,0,0,1,0,1.56349206349206
36.882,0,0,1,0,1.56349206349206
25.978,0,0,1,0,1.56349206349206
16.482,0,0,1,0,1.56349206349206
2.574,0,0,1,0,1.56349206349206
4.568,0,0,1,0,1.56349206349206
6.408,0,0,1,0,1.56349206349206
7.744,0,0,1,0,1.56349206349206
3.674,0,0,1,0,1.56349206349206
15.266,0,0,1,0,1.56349206349206
13.758,0,0,1,0,1.56349206349206
4.64,0,0,1,0,1.56349206349206
6.682,0,0,1,0,1.56349206349206
5.517,0,0,1,0,1.56349206349206
6.215,0,0,1,0,1.56349206349206
2.784,0,0,1,0,1.56349206349206
1.113,0,0,1,0,1.56349206349206
25.895,0,0,1,0,1.56349206349206
1.28,0,0,1,0,1.56349206349206
39.01,0,0,1,0,1.56349206349206
15.386,0,0,1,0,1.56349206349206
31.512,1,0,0,0,2.27083333333333
60.093,1,0,0,0,2.27083333333333
108.323,1,0,0,0,2.27083333333333
64.332,1,0,0,0,2.27083333333333
54.211,1,0,0,0,2.27083333333333
36.351,1,0,0,0,2.27083333333333
36.499,1,0,0,0,2.27083333333333
29.023,1,0,0,0,2.27083333333333
36.899,1,0,0,0,2.27083333333333
102.292,1,0,0,0,2.27083333333333
81.555,1,0,0,0,2.27083333333333
86.118,1,0,0,0,2.27083333333333
86.718,1,0,0,0,2.27083333333333
