acc,light,moderate-vigorous,sedentary,sleep,MET
0.967,0,0,1,0,1.56349206349206
3.681,0,0,1,0,1.56349206349206
7.531,0,0,1,0,1.56349206349206
28.151,0,0,1,0,1.56349206349206
11.34,0,0,1,0,1.56349206349206
27.756,0,0,1,0,1.56349206349206
6.835,0,0,1,0,1.56349206349206
3.224,0,0,1,0,1.56349206349206
2.887,0,0,1,0,1.56349206349206
3.421,0,0,1,0,1.56349206349206
5.94,0,0,1,0,1.56349206349206
0.029,0,0,1,0,1.56349206349206
0.055,0,0,1,0,1.56349206349206
12.009,0,0,1,0,1.56349206349206
1.246,0,0,1,0,1.56349206349206
0.003,0,0,1,0,1.56349206349206
0.069,0,0,1,0,1.56349206349206
4.726,0,0,1,0,1.56349206349206
68.466,1,0,0,0,2.27083333333333
55.897,1,0,0,0,2.27083333333333
56.581,1,0,0,0,2.27083333333333
74.479,1,0,0,0,2.27083333333333
75.899,1,0,0,0,2.27083333333333
28.42,1,0,0,0,2.27083333333333
70.346,1,0,0,0,2.27083333333333
50.177,1,0,0,0,2.27083333333333
40.426,1,0,0,0,2.27083333333333
38.107,1,0,0,0,2.27083333333333
67.13,1,0,0,0,2.27083333333333
8.991,1,0,0,0,2.27083333333333
39.779,1,0,0,0,2.27083333333333
61.907,1,0,0,0,2.27083333333333
39.347,1,0,0,0,2.27083333333333
26.624,1,0,0,0,2.27083333333333
119.497,1,0,0,0,2.27083333333333
50.674,1,0,0,0,2.27083333333333
71.407,1,0,0,0,2.27083333333333
74.944,1,0,0,0,2.27083333333333
41.776,1,0,0,0,2.27083333333333
59.598,1,0,0,0,2.27083333333333
56.832,1,0,0,0,2.27083333333333
72.833,1,0,0,0,2.27083333333333
111.721,1,0,0,0,2.27083333333333
101.79,1,0,0,0,2.27083333333333
119.478,1,0,0,0,2.27083333333333
140.913,1,0,0,0,2.27083333333333
95.948,1,0,0,0,2.27083333333333
53.405,1,0,0,0,2.27083333333333
61.031,1,0,0,0,2.27083333333333
17.2,0,0,1,0,1.56349206349206
40.708,0,0,1,0,1.56349206349206
6.759,0,0,1,0,1.56349206349206
6.996,0,0,1,0,1.56349206349206
18.93,0,0,1,0,1.56349206349206
31.554,0,0,1,0,1.56349206349206
22.821,0,0,1,0,1.56349206349206
8.86,0,0,1,0,1.56349206349206
1.502,0,0,1,0,1.56349206349206
29.06,0,0,1,0,1.56349206349206
9.849,0,0,1,0,1.56349206349206
8.859,0,0,1,0,1.56349206349206
2.092,0,0,1,0,1.56349206349206
5.264,0,0,1,0,1.56349206349206
2.583,0,0,1,0,1.56349206349206
6.135,0,0,1,0,1.56349206349206
19.554,0,0,1,0,1.56349206349206
15.001,0,0,1,0,1.56349206349206
23.617,0,0,1,0,1.56349206349206
36.889,0,0,1,0,1.56349206349206
28.1,0,0,1,0,1.56349206349206
32.983,0,0,1,0,1.56349206349206
3.25,0,0,1,0,1.56349206349206
7.502,0,0,1,0,1.56349206349206
50.034,0,0,1,0,1.56349206349206
91.925,0,0,1,0,1.56349206349206
78.81,0,0,1,0,1.56349206349206
11.704,0,0,1,0,1.56349206349206
5.883,0,0,1,0,1.56349206349206
7.059,0,0,1,0,1.56349206349206
5.533,0,0,1,0,1.56349206349206
1.187,0,0,1,0,1.56349206349206
1.328,0,0,1,0,1.56349206349206
2.179,0,0,1,0,1.56349206349206
2.58,0,0,1,0,1.56349206349206
2.713,0,0,1,0,1.56349206349206
8.961,0,0,1,0,1.56349206349206
3.341,0,0,1,0,1.56349206349206
0.58,0,0,1,0,1.56349206349206
24.934,0,0,1,0,1.56349206349206
8.153,0,0,1,0,1.56349206349206
11.797,0,0,1,0,1.56349206349206
13.758,0,0,1,0,1.56349206349206
22.797,0,0,1,0,1.56349206349206
6.205,0,0,1,0,1.56349206349206
5.906,0,0,1,0,1.56349206349206
9.335,0,0,1,0,1.56349206349206
7.763,0,0,1,0,1.56349206349206
3.206,0,0,1,0,1.56349206349206
12.493,0,0,1,0,1.56349206349206
4.011,0,0,1,0,1.56349206349206
4.259,0,0,1,0,1.56349206349206
4.946,0,0,1,0,1.56349206349206
6.43,0,0,1,0,1.56349206349206
3.814,0,0,1,0,1.56349206349206
4.029,0,0,1,0,1.56349206349206
5.326,0,0,1,0,1.56349206349206
3.908,0,0,1,0,1.56349206349206
18.198,0,0,1,0,1.56349206349206
3.081,0,0,1,0,1.56349206349206
3.3,0,0,1,0,1.56349206349206
3.472,0,0,1,0,1.56349206349206
2.445,0,0,1,0,1.56349206349206
5.39,0,0,1,0,1.56349206349206
1.061,0,0,1,0,1.56349206349206
4.14,0,0,1,0,1.56349206349206
13.493,0,0,1,0,1.56349206349206
15.949,0,0,1,0,1.56349206349206
3.857,0,0,1,0,1.56349206349206
3.026,0,0,1,0,1.56349206349206
5.323,0,0,1,0,1.56349206349206
1.15,0,0,1,0,1.56349206349206
3.106,0,0,1,0,1.56349206349206
2.86,0,0,1,0,1.56349206349206
12.283,0,0,1,0,1.56349206349206
3.226,0,0,1,0,1.56349206349206
3.082,0,0,1,0,1.56349206349206
3.136,0,0,1,0,1.56349206349206
0.634,0,0,1,0,1.56349206349206
0.689,0,0,1,0,1.56349206349206
3.328,0,0,1,0,1.56349206349206
9.873,0,0,1,0,1.56349206349206
2.04,0,0,1,0,1.56349206349206
5.202,0,0,1,0,1.56349206349206
5.687,0,0,1,0,1.56349206349206
2.383,0,0,1,0,1.56349206349206
2.138,0,0,1,0,1.56349206349206
10.978,0,0,1,0,1.56349206349206
5.18,0,0,1,0,1.56349206349206
16.962,0,0,1,0,1.56349206349206
5.096,0,0,1,0,1.56349206349206
5.785,0,0,1,0,1.56349206349206
14.202,0,0,1,0,1.56349206349206
6.761,0,0,1,0,1.56349206349206
1.737,0,0,1,0,1.56349206349206
1.39,0,0,1,0,1.56349206349206
2.173,0,0,1,0,1.56349206349206
1.693,0,0,1,0,1.56349206349206
4.448,0,0,1,0,1.56349206349206
16.029,1,0,0,0,2.27083333333333
172.223,1,0,0,0,2.27083333333333
115.044,1,0,0,0,2.27083333333333
104.086,1,0,0,0,2.27083333333333
89.157,1,0,0,0,2.27083333333333
433.962,1,0,0,0,2.27083333333333
450.977,1,0,0,0,2.27083333333333
91.185,1,0,0,0,2.27083333333333
60.882,1,0,0,0,2.27083333333333
56.49,1,0,0,0,2.27083333333333
54.457,1,0,0,0,2.27083333333333
61.079,1,0,0,0,2.27083333333333
93.31,1,0,0,0,2.27083333333333
90.534,1,0,0,0,2.27083333333333
77.15,1,0,0,0,2.27083333333333
82.498,1,0,0,0,2.27083333333333
67.565,1,0,0,0,2.27083333333333
28.52,1,0,0,0,2.27083333333333
39.105,1,0,0,0,2.27083333333333
89.009,1,0,0,0,2.27083333333333
82.273,1,0,0,0,2.27083333333333
40.391,1,0,0,0,2.27083333333333
42.126,1,0,0,0,2.27083333333333
100.73,1,0,0,0,2.27083333333333
96.117,1,0,0,0,2.27083333333333
119.111,0,1,0,0,4.68260869565217
129.773,0,1,0,0,4.68260869565217
151.652,0,1,0,0,4.68260869565217
40.834,0,1,0,0,4.68260869565217
59.975,0,1,0,0,4.68260869565217
68.092,0,1,0,0,4.68260869565217
134.609,0,1,0,0,4.68260869565217
169.636,0,1,0,0,4.68260869565217
127.482,0,1,0,0,4.68260869565217
104.515,0,1,0,0,4.68260869565217
101.664,0,1,0,0,4.68260869565217
95.05,0,1,0,0,4.68260869565217
120.076,0,1,0,0,4.68260869565217
278.677,0,1,0,0,4.68260869565217
363.584,0,1,0,0,4.68260869565217
80.32,0,1,0,0,4.68260869565217
214.269,0,1,0,0,4.68260869565217
241.676,0,1,0,0,4.68260869565217
107.32,0,1,0,0,4.68260869565217
276.531,0,1,0,0,4.68260869565217
204.853,0,1,0,0,4.68260869565217
237.636,0,1,0,0,4.68260869565217
251.78,0,1,0,0,4.68260869565217
103.481,0,1,0,0,4.68260869565217
551.451,0,1,0,0,4.68260869565217
353.142,0,1,0,0,4.68260869565217
432.178,0,1,0,0,4.68260869565217
342.519,0,1,0,0,4.68260869565217
511.305,0,1,0,0,4.68260869565217
338.204,0,1,0,0,4.68260869565217
407.113,0,1,0,0,4.68260869565217
781.081,0,1,0,0,4.68260869565217
117.792,0,1,0,0,4.68260869565217
111.858,0,1,0,0,4.68260869565217
361.473,0,1,0,0,4.68260869565217
286.896,0,1,0,0,4.68260869565217
222.362,0,1,0,0,4.68260869565217
368.224,0,1,0,0,4.68260869565217
127.871,0,1,0,0,4.68260869565217
274.809,0,1,0,0,4.68260869565217
232.62,1,0,0,0,2.27083333333333
139.619,1,0,0,0,2.27083333333333
269.682,1,0,0,0,2.27083333333333
99.381,1,0,0,0,2.27083333333333
170.546,1,0,0,0,2.27083333333333
280.143,1,0,0,0,2.27083333333333
262.801,1,0,0,0,2.27083333333333
115.418,1,0,0,0,2.27083333333333
224.892,1,0,0,0,2.27083333333333
144.56,1,0,0,0,2.27083333333333
92.621,1,0,0,0,2.27083333333333
50.614,1,0,0,0,2.27083333333333
133.378,1,0,0,0,2.27083333333333
247.923,1,0,0,0,2.27083333333333
170.107,1,0,0,0,2.27083333333333
155.256,1,0,0,0,2.27083333333333
20.802,1,0,0,0,2.27083333333333
36.914,1,0,0,0,2.27083333333333
14.148,1,0,0,0,2.27083333333333
66.876,0,1,0,0,4.68260869565217
139.401,0,1,0,0,4.68260869565217
123.138,0,1,0,0,4.68260869565217
115.633,0,1,0,0,4.68260869565217
140.865,0,1,0,0,4.68260869565217
112.776,0,1,0,0,4.68260869565217
109.731,0,1,0,0,4.68260869565217
157.489,0,1,0,0,4.68260869565217
111.703,0,1,0,0,4.68260869565217
64.301,1,0,0,0,2.27083333333333
77.711,1,0,0,0,2.27083333333333
63.691,1,0,0,0,2.27083333333333
60.296,1,0,0,0,2.27083333333333
127.196,1,0,0,0,2.27083333333333
128.219,1,0,0,0,2.27083333333333
95.586,1,0,0,0,2.27083333333333
38.784,1,0,0,0,2.27083333333333
30.352,1,0,0,0,2.27083333333333
88.333,1,0,0,0,2.27083333333333
100.884,1,0,0,0,2.27083333333333
133.786,1,0,0,0,2.27083333333333
94.324,1,0,0,0,2.27083333333333
144.376,1,0,0,0,2.27083333333333
120.898,1,0,0,0,2.27083333333333
121.273,1,0,0,0,2.27083333333333
130.96,1,0,0,0,2.27083333333333
143.874,1,0,0,0,2.27083333333333
119.468,1,0,0,0,2.27083333333333
107.851,1,0,0,0,2.27083333333333
109.321,1,0,0,0,2.27083333333333
74.624,1,0,0,0,2.27083333333333
96.113,1,0,0,0,2.27083333333333
89.656,1,0,0,0,2.27083333333333
74.889,1,0,0,0,2.27083333333333
9.912,0,0,1,0,1.56349206349206
6.05,0,0,1,0,1.56349206349206
12.552,0,0,1,0,1.56349206349206
34.64,0,0,1,0,1.56349206349206
4.962,0,0,1,0,1.56349206349206
2.54,0,0,1,0,1.56349206349206
3.439,0,0,1,0,1.56349206349206
4.619,0,0,1,0,1.56349206349206
3.229,0,0,1,0,1.56349206349206
2.933,0,0,1,0,1.56349206349206
0.485,0,0,1,0,1.56349206349206
4.275,0,0,1,0,1.56349206349206
13.931,0,0,1,0,1.56349206349206
1.108,0,0,1,0,1.56349206349206
2.124,0,0,1,0,1.56349206349206
2.661,0,0,1,0,1.56349206349206
3.005,0,0,1,0,1.56349206349206
27.264,0,0,1,0,1.56349206349206
1.465,0,0,1,0,1.56349206349206
2.282,0,0,1,0,1.56349206349206
2.036,0,0,1,0,1.56349206349206
7.299,0,0,1,0,1.56349206349206
28.483,0,0,1,0,1.56349206349206
