time,acc,light,moderate-vigorous,sedentary,sleep,MET
2015-08-07 10:00:05.005000+0100 [Europe/London],128.673,1,0,0,0,2.27083333333333
2015-08-07 10:00:35.005000+0100 [Europe/London],38.989,1,0,0,0,2.27083333333333
2015-08-07 10:01:05.005000+0100 [Europe/London],37.828,1,0,0,0,2.27083333333333
2015-08-07 10:01:35.005000+0100 [Europe/London],114.362,1,0,0,0,2.27083333333333
2015-08-07 10:02:05.005000+0100 [Europe/London],42.105,1,0,0,0,2.27083333333333
2015-08-07 10:02:35.005000+0100 [Europe/London],36.133,1,0,0,0,2.27083333333333
2015-08-07 10:03:05.005000+0100 [Europe/London],34.174,1,0,0,0,2.27083333333333
2015-08-07 10:03:35.005000+0100 [Europe/London],29.339,1,0,0,0,2.27083333333333
2015-08-07 10:04:05.005000+0100 [Europe/London],25.998,1,0,0,0,2.27083333333333
2015-08-07 10:04:35.005000+0100 [Europe/London],35.889,1,0,0,0,2.27083333333333
2015-08-07 10:05:05.005000+0100 [Europe/London],39.235,1,0,0,0,2.27083333333333
2015-08-07 10:05:35.005000+0100 [Europe/London],31.563,1,0,0,0,2.27083333333333
2015-08-07 10:06:05.005000+0100 [Europe/London],31.856,1,0,0,0,2.27083333333333
2015-08-07 10:06:35.005000+0100 [Europe/London],39.106,1,0,0,0,2.27083333333333
2015-08-07 10:07:05.005000+0100 [Europe/London],34.122,1,0,0,0,2.27083333333333
2015-08-07 10:07:35.005000+0100 [Europe/London],30.722,1,0,0,0,2.27083333333333
2015-08-07 10:08:05.005000+0100 [Europe/London],18.688,1,0,0,0,2.27083333333333
2015-08-07 10:08:35.005000+0100 [Europe/London],55.89,1,0,0,0,2.27083333333333
2015-08-07 10:09:05.005000+0100 [Europe/London],34.884,1,0,0,0,2.27083333333333
2015-08-07 10:09:35.005000+0100 [Europe/London],48.724,1,0,0,0,2.27083333333333
2015-08-07 10:10:05.005000+0100 [Europe/London],44.563,1,0,0,0,2.27083333333333
2015-08-07 10:10:35.005000+0100 [Europe/London],28.593,1,0,0,0,2.27083333333333
2015-08-07 10:11:05.005000+0100 [Europe/London],30.155,1,0,0,0,2.27083333333333
2015-08-07 10:11:35.005000+0100 [Europe/London],28.453,1,0,0,0,2.27083333333333
2015-08-07 10:12:05.005000+0100 [Europe/London],45.348,1,0,0,0,2.27083333333333
2015-08-07 10:12:35.005000+0100 [Europe/London],108.279,1,0,0,0,2.27083333333333
2015-08-07 10:13:05.005000+0100 [Europe/London],158.951,1,0,0,0,2.27083333333333
2015-08-07 10:13:35.005000+0100 [Europe/London],84.13,1,0,0,0,2.27083333333333
2015-08-07 10:14:05.005000+0100 [Europe/London],96.976,1,0,0,0,2.27083333333333
