time,acc,light,moderate-vigorous,sedentary,sleep,MET
2014-06-02 10:00:02.755000+0100 [Europe/London],30.869,0,0,1,0,1.56349206349206
2014-06-02 10:00:32.755000+0100 [Europe/London],25.458,0,0,1,0,1.56349206349206
2014-06-02 10:01:02.755000+0100 [Europe/London],23.511,0,0,1,0,1.56349206349206
2014-06-02 10:01:32.755000+0100 [Europe/London],21.114,0,0,1,0,1.56349206349206
2014-06-02 10:02:02.755000+0100 [Europe/London],19.221,0,0,1,0,1.56349206349206
2014-06-02 10:02:32.755000+0100 [Europe/London],24.054,0,0,1,0,1.56349206349206
2014-06-02 10:03:02.755000+0100 [Europe/London],40.031,1,0,0,0,2.27083333333333
2014-06-02 10:03:32.755000+0100 [Europe/London],44.679,1,0,0,0,2.27083333333333
2014-06-02 10:04:02.755000+0100 [Europe/London],43.102,1,0,0,0,2.27083333333333
2014-06-02 10:04:32.755000+0100 [Europe/London],17.979,1,0,0,0,2.27083333333333
2014-06-02 10:05:02.755000+0100 [Europe/London],30.711,1,0,0,0,2.27083333333333
2014-06-02 10:05:32.755000+0100 [Europe/London],21.236,1,0,0,0,2.27083333333333
2014-06-02 10:06:02.755000+0100 [Europe/London],52.696,1,0,0,0,2.27083333333333
2014-06-02 10:06:32.755000+0100 [Europe/London],54.753,1,0,0,0,2.27083333333333
2014-06-02 10:07:02.755000+0100 [Europe/London],43.292,1,0,0,0,2.27083333333333
2014-06-02 10:07:32.755000+0100 [Europe/London],49.486,1,0,0,0,2.27083333333333
2014-06-02 10:08:02.755000+0100 [Europe/London],78.133,1,0,0,0,2.27083333333333
2014-06-02 10:08:32.755000+0100 [Europe/London],173.156,1,0,0,0,2.27083333333333
2014-06-02 10:09:02.755000+0100 [Europe/London],45.193,1,0,0,0,2.27083333333333
2014-06-02 10:09:32.755000+0100 [Europe/London],5.496,0,0,1,0,1.56349206349206
2014-06-02 10:10:02.755000+0100 [Europe/London],24.78,0,0,1,0,1.56349206349206
2014-06-02 10:10:32.755000+0100 [Europe/London],36.882,0,0,1,0,1.56349206349206
2014-06-02 10:11:02.755000+0100 [Europe/London],25.978,0,0,1,0,1.56349206349206
2014-06-02 10:11:32.755000+0100 [Europe/London],16.482,0,0,1,0,1.56349206349206
2014-06-02 10:12:02.755000+0100 [Europe/London],2.574,0,0,1,0,1.56349206349206
2014-06-02 10:12:32.755000+0100 [Europe/London],4.568,0,0,1,0,1.56349206349206
2014-06-02 10:13:02.755000+0100 [Europe/London],6.408,0,0,1,0,1.56349206349206
2014-06-02 10:13:32.755000+0100 [Europe/London],7.744,0,0,1,0,1.56349206349206
2014-06-02 10:14:02.755000+0100 [Europe/London],3.674,0,0,1,0,1.56349206349206
2014-06-02 10:14:32.755000+0100 [Europe/London],15.266,0,0,1,0,1.56349206349206
2014-06-02 10:15:02.755000+0100 [Europe/London],13.758,0,0,1,0,1.56349206349206
2014-06-02 10:15:32.755000+0100 [Europe/London],4.64,0,0,1,0,1.56349206349206
2014-06-02 10:16:02.755000+0100 [Europe/London],6.682,0,0,1,0,1.56349206349206
2014-06-02 10:16:32.755000+0100 [Europe/London],5.517,0,0,1,0,1.56349206349206
2014-06-02 10:17:02.755000+0100 [Europe/London],6.215,0,0,1,0,1.56349206349206
2014-06-02 10:17:32.755000+0100 [Europe/London],2.784,0,0,1,0,1.56349206349206
2014-06-02 10:18:02.755000+0100 [Europe/London],1.113,0,0,1,0,1.56349206349206
2014-06-02 10:18:32.755000+0100 [Europe/London],25.895,0,0,1,0,1.56349206349206
2014-06-02 10:19:02.755000+0100 [Europe/London],1.28,0,0,1,0,1.56349206349206
2014-06-02 10:19:32.755000+0100 [Europe/London],39.01,0,0,1,0,1.56349206349206
2014-06-02 10:20:02.755000+0100 [Europe/London],15.386,0,0,1,0,1.56349206349206
2014-06-02 10:20:32.755000+0100 [Europe/London],31.512,1,0,0,0,2.27083333333333
2014-06-02 10:21:02.755000+0100 [Europe/London],60.093,1,0,0,0,2.27083333333333
2014-06-02 10:21:32.755000+0100 [Europe/London],108.323,1,0,0,0,2.27083333333333
2014-06-02 10:22:02.755000+0100 [Europe/London],64.332,1,0,0,0,2.27083333333333
2014-06-02 10:22:32.755000+0100 [Europe/London],54.211,1,0,0,0,2.27083333333333
2014-06-02 10:23:02.755000+0100 [Europe/London],36.351,1,0,0,0,2.27083333333333
2014-06-02 10:23:32.755000+0100 [Europe/London],36.499,1,0,0,0,2.27083333333333
2014-06-02 10:24:02.755000+0100 [Europe/London],29.023,1,0,0,0,2.27083333333333
2014-06-02 10:24:32.755000+0100 [Europe/London],36.899,1,0,0,0,2.27083333333333
2014-06-02 10:25:02.755000+0100 [Europe/London],102.292,1,0,0,0,2.27083333333333
2014-06-02 10:25:32.755000+0100 [Europe/London],81.555,1,0,0,0,2.27083333333333
2014-06-02 10:26:02.755000+0100 [Europe/London],86.118,1,0,0,0,2.27083333333333
2014-06-02 10:26:32.755000+0100 [Europe/London],86.718,1,0,0,0,2.27083333333333
2014-06-02 10:27:02.755000+0100 [Europe/London],89.782,1,0,0,0,2.27083333333333
2014-06-02 10:27:32.755000+0100 [Europe/London],61.495,1,0,0,0,2.27083333333333
2014-06-02 10:28:02.755000+0100 [Europe/London],80.681,1,0,0,0,2.27083333333333
2014-06-02 10:28:32.755000+0100 [Europe/London],63.183,1,0,0,0,2.27083333333333
2014-06-02 10:29:02.755000+0100 [Europe/London],61.432,1,0,0,0,2.27083333333333
2014-06-02 10:29:32.755000+0100 [Europe/London],52.711,1,0,0,0,2.27083333333333
2014-06-02 10:30:02.755000+0100 [Europe/London],69.309,1,0,0,0,2.27083333333333
2014-06-02 10:30:32.755000+0100 [Europe/London],43.723,1,0,0,0,2.27083333333333
2014-06-02 10:31:02.755000+0100 [Europe/London],134.152,1,0,0,0,2.27083333333333
2014-06-02 10:31:32.755000+0100 [Europe/London],112.312,1,0,0,0,2.27083333333333
2014-06-02 10:32:02.755000+0100 [Europe/London],80.009,1,0,0,0,2.27083333333333
2014-06-02 10:32:32.755000+0100 [Europe/London],24.769,0,0,1,0,1.56349206349206
2014-06-02 10:33:02.755000+0100 [Europe/London],6.469,0,0,1,0,1.56349206349206
2014-06-02 10:33:32.755000+0100 [Europe/London],15.328,0,0,1,0,1.56349206349206
2014-06-02 10:34:02.755000+0100 [Europe/London],11.621,0,0,1,0,1.56349206349206
2014-06-02 10:34:32.755000+0100 [Europe/London],12.074,0,0,1,0,1.56349206349206
2014-06-02 10:35:02.755000+0100 [Europe/London],7.116,0,0,1,0,1.56349206349206
2014-06-02 10:35:32.755000+0100 [Europe/London],7.33,0,0,1,0,1.56349206349206
2014-06-02 10:36:02.755000+0100 [Europe/London],3.158,0,0,1,0,1.56349206349206
2014-06-02 10:36:32.755000+0100 [Europe/London],1.062,0,0,1,0,1.56349206349206
2014-06-02 10:37:02.755000+0100 [Europe/London],0.64,0,0,1,0,1.56349206349206
2014-06-02 10:37:32.755000+0100 [Europe/London],2.067,0,0,1,0,1.56349206349206
2014-06-02 10:38:02.755000+0100 [Europe/London],1.977,0,0,1,0,1.56349206349206
2014-06-02 10:38:32.755000+0100 [Europe/London],24.393,0,0,1,0,1.56349206349206
2014-06-02 10:39:02.755000+0100 [Europe/London],33.79,0,0,1,0,1.56349206349206
2014-06-02 10:39:32.755000+0100 [Europe/London],11.522,0,0,1,0,1.56349206349206
2014-06-02 10:40:02.755000+0100 [Europe/London],6.535,0,0,1,0,1.56349206349206
2014-06-02 10:40:32.755000+0100 [Europe/London],51.619,1,0,0,0,2.27083333333333
2014-06-02 10:41:02.755000+0100 [Europe/London],46.477,1,0,0,0,2.27083333333333
2014-06-02 10:41:32.755000+0100 [Europe/London],44.254,1,0,0,0,2.27083333333333
2014-06-02 10:42:02.755000+0100 [Europe/London],8.383,1,0,0,0,2.27083333333333
2014-06-02 10:42:32.755000+0100 [Europe/London],116.138,1,0,0,0,2.27083333333333
2014-06-02 10:43:02.755000+0100 [Europe/London],205.321,1,0,0,0,2.27083333333333
2014-06-02 10:43:32.755000+0100 [Europe/London],77.18,1,0,0,0,2.27083333333333
2014-06-02 10:44:02.755000+0100 [Europe/London],151.158,1,0,0,0,2.27083333333333
2014-06-02 10:44:32.755000+0100 [Europe/London],96.512,1,0,0,0,2.27083333333333
2014-06-02 10:45:02.755000+0100 [Europe/London],5.573,1,0,0,0,2.27083333333333
2014-06-02 10:45:32.755000+0100 [Europe/London],9.021,1,0,0,0,2.27083333333333
2014-06-02 10:46:02.755000+0100 [Europe/London],55.354,1,0,0,0,2.27083333333333
2014-06-02 10:46:32.755000+0100 [Europe/London],246.643,1,0,0,0,2.27083333333333
2014-06-02 10:47:02.755000+0100 [Europe/London],162.945,1,0,0,0,2.27083333333333
2014-06-02 10:47:32.755000+0100 [Europe/London],213.974,1,0,0,0,2.27083333333333
2014-06-02 10:48:02.755000+0100 [Europe/London],50.327,1,0,0,0,2.27083333333333
2014-06-02 10:48:32.755000+0100 [Europe/London],68.396,1,0,0,0,2.27083333333333
2014-06-02 10:49:02.755000+0100 [Europe/London],46.447,1,0,0,0,2.27083333333333
2014-06-02 10:49:32.755000+0100 [Europe/London],56.096,1,0,0,0,2.27083333333333
2014-06-02 10:50:02.755000+0100 [Europe/London],38.278,1,0,0,0,2.27083333333333
2014-06-02 10:50:32.755000+0100 [Europe/London],26.15,1,0,0,0,2.27083333333333
2014-06-02 10:51:02.755000+0100 [Europe/London],62.699,1,0,0,0,2.27083333333333
2014-06-02 10:51:32.755000+0100 [Europe/London],53.599,1,0,0,0,2.27083333333333
2014-06-02 10:52:02.755000+0100 [Europe/London],139.605,1,0,0,0,2.27083333333333
2014-06-02 10:52:32.755000+0100 [Europe/London],144.174,1,0,0,0,2.27083333333333
2014-06-02 10:53:02.755000+0100 [Europe/London],3.202,1,0,0,0,2.27083333333333
2014-06-02 10:53:32.755000+0100 [Europe/London],2.205,1,0,0,0,2.27083333333333
2014-06-02 10:54:02.755000+0100 [Europe/London],63.909,1,0,0,0,2.27083333333333
2014-06-02 10:54:32.755000+0100 [Europe/London],65.4,1,0,0,0,2.27083333333333
2014-06-02 10:55:02.755000+0100 [Europe/London],59.394,1,0,0,0,2.27083333333333
2014-06-02 10:55:32.755000+0100 [Europe/London],58.744,1,0,0,0,2.27083333333333
2014-06-02 10:56:02.755000+0100 [Europe/London],43.847,1,0,0,0,2.27083333333333
2014-06-02 10:56:32.755000+0100 [Europe/London],42.261,1,0,0,0,2.27083333333333
2014-06-02 10:57:02.755000+0100 [Europe/London],17.719,1,0,0,0,2.27083333333333
2014-06-02 10:57:32.755000+0100 [Europe/London],53.953,1,0,0,0,2.27083333333333
2014-06-02 10:58:02.755000+0100 [Europe/London],150.116,1,0,0,0,2.27083333333333
2014-06-02 10:58:32.755000+0100 [Europe/London],80.138,1,0,0,0,2.27083333333333
2014-06-02 10:59:02.755000+0100 [Europe/London],84.042,1,0,0,0,2.27083333333333
2014-06-02 10:59:32.755000+0100 [Europe/London],56.321,1,0,0,0,2.27083333333333
2014-06-02 11:00:02.755000+0100 [Europe/London],98.286,1,0,0,0,2.27083333333333
2014-06-02 11:00:32.755000+0100 [Europe/London],51.184,1,0,0,0,2.27083333333333
2014-06-02 11:01:02.755000+0100 [Europe/London],28.349,0,0,1,0,1.56349206349206
2014-06-02 11:01:32.755000+0100 [Europe/London],7.977,0,0,1,0,1.56349206349206
2014-06-02 11:02:02.755000+0100 [Europe/London],7.812,0,0,1,0,1.56349206349206
2014-06-02 11:02:32.755000+0100 [Europe/London],15.488,0,0,1,0,1.56349206349206
2014-06-02 11:03:02.755000+0100 [Europe/London],18.191,0,0,1,0,1.56349206349206
2014-06-02 11:03:32.755000+0100 [Europe/London],0.873,0,0,1,0,1.56349206349206
2014-06-02 11:04:02.755000+0100 [Europe/London],1.501,0,0,1,0,1.56349206349206
2014-06-02 11:04:32.755000+0100 [Europe/London],0.773,0,0,1,0,1.56349206349206
2014-06-02 11:05:02.755000+0100 [Europe/London],0.794,0,0,1,0,1.56349206349206
2014-06-02 11:05:32.755000+0100 [Europe/London],8.27,0,0,1,0,1.56349206349206
2014-06-02 11:06:02.755000+0100 [Europe/London],14.475,0,0,1,0,1.56349206349206
2014-06-02 11:06:32.755000+0100 [Europe/London],21.032,0,0,1,0,1.56349206349206
2014-06-02 11:07:02.755000+0100 [Europe/London],1.455,0,0,1,0,1.56349206349206
2014-06-02 11:07:32.755000+0100 [Europe/London],8.92,0,0,1,0,1.56349206349206
2014-06-02 11:08:02.755000+0100 [Europe/London],4.422,0,0,1,0,1.56349206349206
2014-06-02 11:08:32.755000+0100 [Europe/London],2.653,0,0,1,0,1.56349206349206
2014-06-02 11:09:02.755000+0100 [Europe/London],10.082,0,0,1,0,1.56349206349206
2014-06-02 11:09:32.755000+0100 [Europe/London],9.916,0,0,1,0,1.56349206349206
