acc,light,moderate-vigorous,sedentary,sleep,MET
128.673,1,0,0,0,2.27083333333333
38.989,1,0,0,0,2.27083333333333
37.828,1,0,0,0,2.27083333333333
114.362,1,0,0,0,2.27083333333333
42.105,1,0,0,0,2.27083333333333
36.133,1,0,0,0,2.27083333333333
34.174,1,0,0,0,2.27083333333333
29.339,1,0,0,0,2.27083333333333
25.998,1,0,0,0,2.27083333333333
35.889,1,0,0,0,2.27083333333333
39.235,1,0,0,0,2.27083333333333
31.563,1,0,0,0,2.27083333333333
31.856,1,0,0,0,2.27083333333333
39.106,1,0,0,0,2.27083333333333
34.122,1,0,0,0,2.27083333333333
30.722,1,0,0,0,2.27083333333333
18.688,1,0,0,0,2.27083333333333
55.89,1,0,0,0,2.27083333333333
34.884,1,0,0,0,2.27083333333333
48.724,1,0,0,0,2.27083333333333
44.563,1,0,0,0,2.27083333333333
28.593,1,0,0,0,2.27083333333333
30.155,1,0,0,0,2.27083333333333
28.453,1,0,0,0,2.27083333333333
45.348,1,0,0,0,2.27083333333333
108.279,1,0,0,0,2.27083333333333
158.951,1,0,0,0,2.27083333333333
84.13,1,0,0,0,2.27083333333333
96.976,1,0,0,0,2.27083333333333
86.657,1,0,0,0,2.27083333333333
110.021,1,0,0,0,2.27083333333333
88.569,1,0,0,0,2.27083333333333
61.627,1,0,0,0,2.27083333333333
11.644,1,0,0,0,2.27083333333333
11.774,1,0,0,0,2.27083333333333
40.402,1,0,0,0,2.27083333333333
116.079,1,0,0,0,2.27083333333333
107.233,1,0,0,0,2.27083333333333
79.429,1,0,0,0,2.27083333333333
61.071,1,0,0,0,2.27083333333333
11.467,0,0,1,0,1.56349206349206
8.333,0,0,1,0,1.56349206349206
8.476,0,0,1,0,1.56349206349206
28.345,0,0,1,0,1.56349206349206
27.536,0,0,1,0,1.56349206349206
6.919,0,0,1,0,1.56349206349206
10.624,0,0,1,0,1.56349206349206
138.45,1,0,0,0,2.27083333333333
160.464,1,0,0,0,2.27083333333333
137.633,1,0,0,0,2.27083333333333
52.538,1,0,0,0,2.27083333333333
80.737,1,0,0,0,2.27083333333333
74.934,1,0,0,0,2.27083333333333
62.317,1,0,0,0,2.27083333333333
98.028,1,0,0,0,2.27083333333333
224.819,1,0,0,0,2.27083333333333
135.002,1,0,0,0,2.27083333333333
16.402,1,0,0,0,2.27083333333333
100.148,1,0,0,0,2.27083333333333
118.7,1,0,0,0,2.27083333333333
74.321,1,0,0,0,2.27083333333333
19.035,1,0,0,0,2.27083333333333
104.153,1,0,0,0,2.27083333333333
12.53,1,0,0,0,2.27083333333333
5.242,1,0,0,0,2.27083333333333
3.957,1,0,0,0,2.27083333333333
4.742,1,0,0,0,2.27083333333333
67.257,1,0,0,0,2.27083333333333
51.012,1,0,0,0,2.27083333333333
9.035,1,0,0,0,2.27083333333333
13.389,1,0,0,0,2.27083333333333
12.117,1,0,0,0,2.27083333333333
39.299,1,0,0,0,2.27083333333333
81.333,1,0,0,0,2.27083333333333
156.542,1,0,0,0,2.27083333333333
138.495,1,0,0,0,2.27083333333333
84.434,1,0,0,0,2.27083333333333
135.98,1,0,0,0,2.27083333333333
128.637,1,0,0,0,2.27083333333333
58.329,1,0,0,0,2.27083333333333
63.655,1,0,0,0,2.27083333333333
50.157,1,0,0,0,2.27083333333333
57.127,1,0,0,0,2.27083333333333
92.774,1,0,0,0,2.27083333333333
67.846,1,0,0,0,2.27083333333333
108.312,1,0,0,0,2.27083333333333
117.972,1,0,0,0,2.27083333333333
147.325,1,0,0,0,2.27083333333333
115.302,1,0,0,0,2.27083333333333
159.229,1,0,0,0,2.27083333333333
158.769,0,1,0,0,4.68260869565217
153.266,0,1,0,0,4.68260869565217
145.478,0,1,0,0,4.68260869565217
169.108,0,1,0,0,4.68260869565217
165.141,0,1,0,0,4.68260869565217
192.618,0,1,0,0,4.68260869565217
181.103,0,1,0,0,4.68260869565217
161.829,0,1,0,0,4.68260869565217
149.644,0,1,0,0,4.68260869565217
172.297,0,1,0,0,4.68260869565217
206.654,0,1,0,0,4.68260869565217
152.631,0,1,0,0,4.68260869565217
182.348,0,1,0,0,4.68260869565217
159.584,0,1,0,0,4.68260869565217
185.205,0,1,0,0,4.68260869565217
170.734,0,1,0,0,4.68260869565217
183.924,0,1,0,0,4.68260869565217
174.76,0,1,0,0,4.68260869565217
119.677,0,1,0,0,4.68260869565217
127.309,0,1,0,0,4.68260869565217
89.172,0,1,0,0,4.68260869565217
85.189,0,1,0,0,4.68260869565217
25.206,0,1,0,0,4.68260869565217
90.591,0,1,0,0,4.68260869565217
70.001,0,1,0,0,4.68260869565217
69.962,0,1,0,0,4.68260869565217
78.375,0,1,0,0,4.68260869565217
97.671,0,1,0,0,4.68260869565217
38.146,0,1,0,0,4.68260869565217
90.593,0,1,0,0,4.68260869565217
65.125,0,1,0,0,4.68260869565217
59.966,0,1,0,0,4.68260869565217
74.961,0,1,0,0,4.68260869565217
49.718,0,1,0,0,4.68260869565217
90.034,0,1,0,0,4.68260869565217
66.735,0,1,0,0,4.68260869565217
104.757,0,1,0,0,4.68260869565217
76.449,0,1,0,0,4.68260869565217
51.784,0,1,0,0,4.68260869565217
83.276,0,1,0,0,4.68260869565217
127.991,0,1,0,0,4.68260869565217
136.699,0,1,0,0,4.68260869565217
151.612,0,1,0,0,4.68260869565217
142.146,0,1,0,0,4.68260869565217
123.109,0,1,0,0,4.68260869565217
116.966,0,1,0,0,4.68260869565217
113.098,0,1,0,0,4.68260869565217
113.948,0,1,0,0,4.68260869565217
134.198,0,1,0,0,4.68260869565217
124.517,0,1,0,0,4.68260869565217
126.849,0,1,0,0,4.68260869565217
111.978,0,1,0,0,4.68260869565217
91.342,0,1,0,0,4.68260869565217
89.52,0,1,0,0,4.68260869565217
92.916,0,1,0,0,4.68260869565217
109.667,0,1,0,0,4.68260869565217
115.901,0,1,0,0,4.68260869565217
115.544,0,1,0,0,4.68260869565217
118.274,0,1,0,0,4.68260869565217
119.32,0,1,0,0,4.68260869565217
99.862,0,1,0,0,4.68260869565217
100.252,0,1,0,0,4.68260869565217
115.357,0,1,0,0,4.68260869565217
116.875,0,1,0,0,4.68260869565217
102.8,0,1,0,0,4.68260869565217
101.531,0,1,0,0,4.68260869565217
111.365,0,1,0,0,4.68260869565217
115.816,0,1,0,0,4.68260869565217
102.137,0,1,0,0,4.68260869565217
108.124,1,0,0,0,2.27083333333333
124.034,1,0,0,0,2.27083333333333
123.838,1,0,0,0,2.27083333333333
61.929,1,0,0,0,2.27083333333333
47.846,1,0,0,0,2.27083333333333
15.08,0,0,1,0,1.56349206349206
10.736,0,0,1,0,1.56349206349206
7.651,0,0,1,0,1.56349206349206
8.404,0,0,1,0,1.56349206349206
59.64,0,0,1,0,1.56349206349206
57.718,0,0,1,0,1.56349206349206
70.251,0,0,1,0,1.56349206349206
30.893,0,0,1,0,1.56349206349206
11.713,0,0,1,0,1.56349206349206
9.802,0,0,1,0,1.56349206349206
9.605,0,0,1,0,1.56349206349206
13.617,0,0,1,0,1.56349206349206
8.822,0,0,1,0,1.56349206349206
5.85,0,0,1,0,1.56349206349206
4.468,0,0,1,0,1.56349206349206
6.544,0,0,1,0,1.56349206349206
7.04,0,0,1,0,1.56349206349206
11.872,0,0,1,0,1.56349206349206
13.646,0,0,1,0,1.56349206349206
9.156,0,0,1,0,1.56349206349206
12.19,0,0,1,0,1.56349206349206
9.19,0,0,1,0,1.56349206349206
7.599,0,0,1,0,1.56349206349206
7.789,0,0,1,0,1.56349206349206
7.215,0,0,1,0,1.56349206349206
6.267,0,0,1,0,1.56349206349206
14.852,0,0,1,0,1.56349206349206
12.769,0,0,1,0,1.56349206349206
10.544,0,0,1,0,1.56349206349206
7.64,0,0,1,0,1.56349206349206
7.855,0,0,1,0,1.56349206349206
11.54,0,0,1,0,1.56349206349206
7.572,0,0,1,0,1.56349206349206
6.565,0,0,1,0,1.56349206349206
7.08,0,0,1,0,1.56349206349206
11.413,0,0,1,0,1.56349206349206
8.754,0,0,1,0,1.56349206349206
6.053,0,0,1,0,1.56349206349206
6.777,0,0,1,0,1.56349206349206
9.334,0,0,1,0,1.56349206349206
7.018,0,0,1,0,1.56349206349206
12.757,0,0,1,0,1.56349206349206
13.301,0,0,1,0,1.56349206349206
11.782,0,0,1,0,1.56349206349206
12.874,0,0,1,0,1.56349206349206
10.256,0,0,1,0,1.56349206349206
10.752,0,0,1,0,1.56349206349206
19.479,1,0,0,0,2.27083333333333
39.256,1,0,0,0,2.27083333333333
18.437,1,0,0,0,2.27083333333333
92.382,1,0,0,0,2.27083333333333
133.873,1,0,0,0,2.27083333333333
126.581,1,0,0,0,2.27083333333333
114.085,1,0,0,0,2.27083333333333
59.524,1,0,0,0,2.27083333333333
92.527,1,0,0,0,2.27083333333333
52,1,0,0,0,2.27083333333333
89.689,1,0,0,0,2.27083333333333
172.889,1,0,0,0,2.27083333333333
111.302,1,0,0,0,2.27083333333333
28.836,1,0,0,0,2.27083333333333
85.701,1,0,0,0,2.27083333333333
191.552,1,0,0,0,2.27083333333333
177.692,1,0,0,0,2.27083333333333
234.811,1,0,0,0,2.27083333333333
220.523,1,0,0,0,2.27083333333333
135.827,1,0,0,0,2.27083333333333
101.767,1,0,0,0,2.27083333333333
110.272,1,0,0,0,2.27083333333333
129.256,1,0,0,0,2.27083333333333
115.353,1,0,0,0,2.27083333333333
170.136,1,0,0,0,2.27083333333333
113.832,1,0,0,0,2.27083333333333
84.367,1,0,0,0,2.27083333333333
67.782,1,0,0,0,2.27083333333333
54.013,1,0,0,0,2.27083333333333
64.631,1,0,0,0,2.27083333333333
66.773,1,0,0,0,2.27083333333333
80.364,1,0,0,0,2.27083333333333
144.467,1,0,0,0,2.27083333333333
108.493,1,0,0,0,2.27083333333333
21.178,1,0,0,0,2.27083333333333
42.448,1,0,0,0,2.27083333333333
29.916,1,0,0,0,2.27083333333333
45.464,1,0,0,0,2.27083333333333
22.912,1,0,0,0,2.27083333333333
24.016,0,0,1,0,1.56349206349206
23.585,0,0,1,0,1.56349206349206
12.44,0,0,1,0,1.56349206349206
25.558,0,0,1,0,1.56349206349206
26.442,0,0,1,0,1.56349206349206
5.603,0,0,1,0,1.56349206349206
4.611,0,0,1,0,1.56349206349206
4.603,0,0,1,0,1.56349206349206
4.365,0,0,1,0,1.56349206349206
5.661,0,0,1,0,1.56349206349206
3.977,0,0,1,0,1.56349206349206
4.738,0,0,1,0,1.56349206349206
4.568,0,0,1,0,1.56349206349206
4.012,0,0,1,0,1.56349206349206
4.273,0,0,1,0,1.56349206349206
4.082,0,0,1,0,1.56349206349206
7.385,0,0,1,0,1.56349206349206
5.462,0,0,1,0,1.56349206349206
9.561,0,0,1,0,1.56349206349206
10.075,0,0,1,0,1.56349206349206
7.563,0,0,1,0,1.56349206349206
4.112,0,0,1,0,1.56349206349206
17.407,0,0,1,0,1.56349206349206
4.929,0,0,1,0,1.56349206349206
1.572,0,0,1,0,1.56349206349206
2.494,0,0,1,0,1.56349206349206
13.893,0,0,1,0,1.56349206349206
0.87,0,0,1,0,1.56349206349206
15.266,0,0,1,0,1.56349206349206
64.715,0,0,1,0,1.56349206349206
19.523,0,0,1,0,1.56349206349206
0.311,0,0,1,0,1.56349206349206
1.672,0,0,1,0,1.56349206349206
2.808,0,0,1,0,1.56349206349206
1.083,0,0,1,0,1.56349206349206
9.596,0,0,1,0,1.56349206349206
11.832,0,0,1,0,1.56349206349206
12.643,0,0,1,0,1.56349206349206
0.746,0,0,1,0,1.56349206349206
0.832,0,0,1,0,1.56349206349206
0.787,0,0,1,0,1.56349206349206
0.817,0,0,1,0,1.56349206349206
0.589,0,0,1,0,1.56349206349206
0.337,0,0,1,0,1.56349206349206
3.921,0,0,1,0,1.56349206349206
16.054,0,0,1,0,1.56349206349206
4.723,0,0,1,0,1.56349206349206
19.202,0,0,1,0,1.56349206349206
33.701,0,0,1,0,1.56349206349206
6.438,0,0,1,0,1.56349206349206
10.009,1,0,0,0,2.27083333333333
45.41,1,0,0,0,2.27083333333333
104.882,1,0,0,0,2.27083333333333
163.483,1,0,0,0,2.27083333333333
102.415,1,0,0,0,2.27083333333333
47.052,1,0,0,0,2.27083333333333
54.576,1,0,0,0,2.27083333333333
42.686,1,0,0,0,2.27083333333333
53.321,1,0,0,0,2.27083333333333
64.64,1,0,0,0,2.27083333333333
83.708,1,0,0,0,2.27083333333333
119.463,1,0,0,0,2.27083333333333
138.555,1,0,0,0,2.27083333333333
149.664,1,0,0,0,2.27083333333333
85.882,1,0,0,0,2.27083333333333
76.874,1,0,0,0,2.27083333333333
71.331,1,0,0,0,2.27083333333333
59.149,1,0,0,0,2.27083333333333
77.896,1,0,0,0,2.27083333333333
127.535,1,0,0,0,2.27083333333333
64.777,1,0,0,0,2.27083333333333
74.8,1,0,0,0,2.27083333333333
61.315,1,0,0,0,2.27083333333333
56.675,1,0,0,0,2.27083333333333
63.876,1,0,0,0,2.27083333333333
122.825,1,0,0,0,2.27083333333333
7.968,0,0,1,0,1.56349206349206
6.877,0,0,1,0,1.56349206349206
14.278,0,0,1,0,1.56349206349206
44.988,0,0,1,0,1.56349206349206
15.421,0,0,1,0,1.56349206349206
12.278,0,0,1,0,1.56349206349206
14.263,0,0,1,0,1.56349206349206
9.874,0,0,1,0,1.56349206349206
8.248,0,0,1,0,1.56349206349206
17.716,0,0,1,0,1.56349206349206
12.43,0,0,1,0,1.56349206349206
10.396,0,0,1,0,1.56349206349206
7.887,0,0,1,0,1.56349206349206
3.625,0,0,1,0,1.56349206349206
43.979,1,0,0,0,2.27083333333333
104.72,1,0,0,0,2.27083333333333
101.26,1,0,0,0,2.27083333333333
118.397,1,0,0,0,2.27083333333333
101.155,1,0,0,0,2.27083333333333
102.544,1,0,0,0,2.27083333333333
146.148,1,0,0,0,2.27083333333333
106.53,1,0,0,0,2.27083333333333
63.935,1,0,0,0,2.27083333333333
91.62,1,0,0,0,2.27083333333333
183.85,1,0,0,0,2.27083333333333
158.523,1,0,0,0,2.27083333333333
222.71,1,0,0,0,2.27083333333333
98.481,1,0,0,0,2.27083333333333
99.88,1,0,0,0,2.27083333333333
98.962,1,0,0,0,2.27083333333333
29.272,1,0,0,0,2.27083333333333
75.386,1,0,0,0,2.27083333333333
144.921,1,0,0,0,2.27083333333333
134.847,1,0,0,0,2.27083333333333
96.397,1,0,0,0,2.27083333333333
113.221,1,0,0,0,2.27083333333333
31.722,1,0,0,0,2.27083333333333
12.947,1,0,0,0,2.27083333333333
36.24,1,0,0,0,2.27083333333333
88.14,1,0,0,0,2.27083333333333
61.573,1,0,0,0,2.27083333333333
121.087,1,0,0,0,2.27083333333333
189.338,1,0,0,0,2.27083333333333
110.855,1,0,0,0,2.27083333333333
152.277,0,1,0,0,4.68260869565217
154.558,0,1,0,0,4.68260869565217
226.008,0,1,0,0,4.68260869565217
200.706,0,1,0,0,4.68260869565217
173.343,0,1,0,0,4.68260869565217
195.715,0,1,0,0,4.68260869565217
147.142,0,1,0,0,4.68260869565217
206.825,0,1,0,0,4.68260869565217
184.504,0,1,0,0,4.68260869565217
125.603,0,1,0,0,4.68260869565217
151.492,0,1,0,0,4.68260869565217
152.199,0,1,0,0,4.68260869565217
148.885,0,1,0,0,4.68260869565217
171.706,0,1,0,0,4.68260869565217
139.804,0,1,0,0,4.68260869565217
146.693,0,1,0,0,4.68260869565217
90.964,1,0,0,0,2.27083333333333
50.33,1,0,0,0,2.27083333333333
95.787,1,0,0,0,2.27083333333333
110.535,1,0,0,0,2.27083333333333
233.978,1,0,0,0,2.27083333333333
146.395,1,0,0,0,2.27083333333333
134.805,1,0,0,0,2.27083333333333
251.634,1,0,0,0,2.27083333333333
130.021,1,0,0,0,2.27083333333333
100.07,1,0,0,0,2.27083333333333
42.088,1,0,0,0,2.27083333333333
79.706,1,0,0,0,2.27083333333333
65.826,1,0,0,0,2.27083333333333
60.243,1,0,0,0,2.27083333333333
52.179,1,0,0,0,2.27083333333333
48.454,1,0,0,0,2.27083333333333
45.752,1,0,0,0,2.27083333333333
56.05,1,0,0,0,2.27083333333333
76.041,1,0,0,0,2.27083333333333
93.051,1,0,0,0,2.27083333333333
117.489,1,0,0,0,2.27083333333333
98.771,1,0,0,0,2.27083333333333
74.124,1,0,0,0,2.27083333333333
89.909,1,0,0,0,2.27083333333333
124.002,1,0,0,0,2.27083333333333
136.201,1,0,0,0,2.27083333333333
190.244,1,0,0,0,2.27083333333333
126.936,1,0,0,0,2.27083333333333
192.291,1,0,0,0,2.27083333333333
239.641,1,0,0,0,2.27083333333333
67.768,1,0,0,0,2.27083333333333
108.53,1,0,0,0,2.27083333333333
179.075,1,0,0,0,2.27083333333333
132.387,1,0,0,0,2.27083333333333
129.493,1,0,0,0,2.27083333333333
221.534,1,0,0,0,2.27083333333333
162.787,1,0,0,0,2.27083333333333
159.663,1,0,0,0,2.27083333333333
175.81,1,0,0,0,2.27083333333333
80.106,1,0,0,0,2.27083333333333
247.739,1,0,0,0,2.27083333333333
155.543,1,0,0,0,2.27083333333333
111.504,1,0,0,0,2.27083333333333
131.141,1,0,0,0,2.27083333333333
180.757,1,0,0,0,2.27083333333333
67.888,1,0,0,0,2.27083333333333
13.911,1,0,0,0,2.27083333333333
38.281,1,0,0,0,2.27083333333333
10.169,1,0,0,0,2.27083333333333
102.182,1,0,0,0,2.27083333333333
65.619,1,0,0,0,2.27083333333333
100.228,1,0,0,0,2.27083333333333
116.136,1,0,0,0,2.27083333333333
92.634,1,0,0,0,2.27083333333333
162.201,1,0,0,0,2.27083333333333
143.601,1,0,0,0,2.27083333333333
81.158,1,0,0,0,2.27083333333333
53.122,1,0,0,0,2.27083333333333
49.917,1,0,0,0,2.27083333333333
57.011,1,0,0,0,2.27083333333333
48.476,1,0,0,0,2.27083333333333
52.805,1,0,0,0,2.27083333333333
10.223,1,0,0,0,2.27083333333333
61.225,1,0,0,0,2.27083333333333
41.962,1,0,0,0,2.27083333333333
42.608,1,0,0,0,2.27083333333333
81.883,1,0,0,0,2.27083333333333
59.101,1,0,0,0,2.27083333333333
68.659,1,0,0,0,2.27083333333333
17.136,1,0,0,0,2.27083333333333
39.176,1,0,0,0,2.27083333333333
56.502,1,0,0,0,2.27083333333333
59.414,1,0,0,0,2.27083333333333
28.789,1,0,0,0,2.27083333333333
64.574,1,0,0,0,2.27083333333333
54.032,1,0,0,0,2.27083333333333
41.17,1,0,0,0,2.27083333333333
29.56,1,0,0,0,2.27083333333333
39.526,1,0,0,0,2.27083333333333
82.301,1,0,0,0,2.27083333333333
72.367,1,0,0,0,2.27083333333333
43.185,1,0,0,0,2.27083333333333
20.919,1,0,0,0,2.27083333333333
62.051,1,0,0,0,2.27083333333333
78.58,1,0,0,0,2.27083333333333
95.009,1,0,0,0,2.27083333333333
118.031,1,0,0,0,2.27083333333333
119.015,1,0,0,0,2.27083333333333
56.785,1,0,0,0,2.27083333333333
93.598,1,0,0,0,2.27083333333333
69.996,1,0,0,0,2.27083333333333
156.49,1,0,0,0,2.27083333333333
240.536,1,0,0,0,2.27083333333333
157.572,1,0,0,0,2.27083333333333
169.828,1,0,0,0,2.27083333333333
116.276,1,0,0,0,2.27083333333333
115.003,1,0,0,0,2.27083333333333
94.318,1,0,0,0,2.27083333333333
108.603,1,0,0,0,2.27083333333333
138.348,1,0,0,0,2.27083333333333
111.27,1,0,0,0,2.27083333333333
97.025,1,0,0,0,2.27083333333333
69.442,1,0,0,0,2.27083333333333
87.631,1,0,0,0,2.27083333333333
171.632,1,0,0,0,2.27083333333333
127.728,1,0,0,0,2.27083333333333
89.302,1,0,0,0,2.27083333333333
112.524,1,0,0,0,2.27083333333333
119.737,1,0,0,0,2.27083333333333
61.421,1,0,0,0,2.27083333333333
214.005,1,0,0,0,2.27083333333333
89.508,1,0,0,0,2.27083333333333
134.687,1,0,0,0,2.27083333333333
113.922,1,0,0,0,2.27083333333333
37.147,1,0,0,0,2.27083333333333
55.472,1,0,0,0,2.27083333333333
129.498,1,0,0,0,2.27083333333333
125.713,1,0,0,0,2.27083333333333
32.714,1,0,0,0,2.27083333333333
30.851,1,0,0,0,2.27083333333333
12.933,1,0,0,0,2.27083333333333
44.103,1,0,0,0,2.27083333333333
33.888,1,0,0,0,2.27083333333333
19.458,1,0,0,0,2.27083333333333
23.138,1,0,0,0,2.27083333333333
27.013,1,0,0,0,2.27083333333333
21.354,1,0,0,0,2.27083333333333
55.78,1,0,0,0,2.27083333333333
112.529,1,0,0,0,2.27083333333333
56.239,1,0,0,0,2.27083333333333
31.707,0,0,1,0,1.56349206349206
25.208,0,0,1,0,1.56349206349206
18.185,0,0,1,0,1.56349206349206
20.991,0,0,1,0,1.56349206349206
13.434,0,0,1,0,1.56349206349206
59.847,0,0,1,0,1.56349206349206
50.071,0,0,1,0,1.56349206349206
72.368,0,0,1,0,1.56349206349206
15.265,0,0,1,0,1.56349206349206
14.962,0,0,1,0,1.56349206349206
56.235,0,0,1,0,1.56349206349206
29.569,0,0,1,0,1.56349206349206
26.084,0,0,1,0,1.56349206349206
36.522,0,0,1,0,1.56349206349206
8.252,0,0,1,0,1.56349206349206
4.139,0,0,1,0,1.56349206349206
13.223,0,0,1,0,1.56349206349206
7.14,0,0,1,0,1.56349206349206
5.678,0,0,1,0,1.56349206349206
5.695,0,0,1,0,1.56349206349206
6.457,0,0,1,0,1.56349206349206
8.448,0,0,1,0,1.56349206349206
14.232,0,0,1,0,1.56349206349206
11.515,0,0,1,0,1.56349206349206
9.433,0,0,1,0,1.56349206349206
16.544,0,0,1,0,1.56349206349206
7.845,0,0,1,0,1.56349206349206
8.195,0,0,1,0,1.56349206349206
8.78,0,0,1,0,1.56349206349206
23.597,0,0,1,0,1.56349206349206
13.791,0,0,1,0,1.56349206349206
27.147,0,0,1,0,1.56349206349206
24.182,0,0,1,0,1.56349206349206
48.287,1,0,0,0,2.27083333333333
28.942,1,0,0,0,2.27083333333333
41.151,1,0,0,0,2.27083333333333
60.34,1,0,0,0,2.27083333333333
172.077,1,0,0,0,2.27083333333333
103.803,1,0,0,0,2.27083333333333
112.228,1,0,0,0,2.27083333333333
91.335,1,0,0,0,2.27083333333333
89.247,1,0,0,0,2.27083333333333
35.757,1,0,0,0,2.27083333333333
22.962,1,0,0,0,2.27083333333333
75.063,1,0,0,0,2.27083333333333
103.077,1,0,0,0,2.27083333333333
126.694,1,0,0,0,2.27083333333333
100.022,1,0,0,0,2.27083333333333
111.736,1,0,0,0,2.27083333333333
205.854,1,0,0,0,2.27083333333333
38.15,1,0,0,0,2.27083333333333
35.956,1,0,0,0,2.27083333333333
18.9,1,0,0,0,2.27083333333333
100.362,1,0,0,0,2.27083333333333
17.187,1,0,0,0,2.27083333333333
13.825,1,0,0,0,2.27083333333333
91.32,1,0,0,0,2.27083333333333
54.607,1,0,0,0,2.27083333333333
25.883,1,0,0,0,2.27083333333333
13.272,1,0,0,0,2.27083333333333
16.48,1,0,0,0,2.27083333333333
39.265,1,0,0,0,2.27083333333333
36.674,1,0,0,0,2.27083333333333
46.493,1,0,0,0,2.27083333333333
30.886,1,0,0,0,2.27083333333333
80.95,1,0,0,0,2.27083333333333
61.535,1,0,0,0,2.27083333333333
31.393,1,0,0,0,2.27083333333333
32.682,1,0,0,0,2.27083333333333
15.099,0,0,1,0,1.56349206349206
28.936,0,0,1,0,1.56349206349206
44.226,0,0,1,0,1.56349206349206
13.537,0,0,1,0,1.56349206349206
17.379,0,0,1,0,1.56349206349206
19.357,0,0,1,0,1.56349206349206
16.809,0,0,1,0,1.56349206349206
27.918,0,0,1,0,1.56349206349206
30.107,0,0,1,0,1.56349206349206
24.306,0,0,1,0,1.56349206349206
18.242,0,0,1,0,1.56349206349206
6.979,0,0,1,0,1.56349206349206
1.872,0,0,1,0,1.56349206349206
8.513,0,0,1,0,1.56349206349206
14.213,0,0,1,0,1.56349206349206
21.212,0,0,1,0,1.56349206349206
29.811,0,0,1,0,1.56349206349206
18.519,0,0,1,0,1.56349206349206
70.517,0,0,1,0,1.56349206349206
13.75,0,0,1,0,1.56349206349206
50.464,0,0,1,0,1.56349206349206
11.896,0,0,1,0,1.56349206349206
40.452,0,0,1,0,1.56349206349206
7.456,0,0,1,0,1.56349206349206
8.806,0,0,1,0,1.56349206349206
14.951,0,0,1,0,1.56349206349206
18.819,0,0,1,0,1.56349206349206
7.809,0,0,1,0,1.56349206349206
6.699,0,0,1,0,1.56349206349206
37.741,0,0,1,0,1.56349206349206
33.152,0,0,1,0,1.56349206349206
