acc,MET
128.673,2.27083333333333
38.989,2.27083333333333
37.828,2.27083333333333
114.362,2.27083333333333
42.105,2.27083333333333
36.133,2.27083333333333
34.174,2.27083333333333
29.339,2.27083333333333
25.998,2.27083333333333
35.889,2.27083333333333
39.235,2.27083333333333
31.563,2.27083333333333
31.856,2.27083333333333
39.106,2.27083333333333
34.122,2.27083333333333
30.722,2.27083333333333
18.688,2.27083333333333
55.89,2.27083333333333
34.884,2.27083333333333
48.724,2.27083333333333
44.563,2.27083333333333
28.593,2.27083333333333
30.155,2.27083333333333
28.453,2.27083333333333
45.348,2.27083333333333
108.279,2.27083333333333
158.951,2.27083333333333
84.13,2.27083333333333
96.976,2.27083333333333
86.657,2.27083333333333
110.021,2.27083333333333
88.569,2.27083333333333
61.627,2.27083333333333
11.644,2.27083333333333
11.774,2.27083333333333
40.402,2.27083333333333
116.079,2.27083333333333
107.233,2.27083333333333
79.429,2.27083333333333
61.071,2.27083333333333
11.467,1.56349206349206
8.333,1.56349206349206
8.476,1.56349206349206
28.345,1.56349206349206
27.536,1.56349206349206
6.919,1.56349206349206
10.624,1.56349206349206
138.45,2.27083333333333
160.464,2.27083333333333
137.633,2.27083333333333
52.538,2.27083333333333
80.737,2.27083333333333
74.934,2.27083333333333
62.317,2.27083333333333
98.028,2.27083333333333
224.819,2.27083333333333
135.002,2.27083333333333
16.402,2.27083333333333
100.148,2.27083333333333
118.7,2.27083333333333
74.321,2.27083333333333
19.035,2.27083333333333
104.153,2.27083333333333
12.53,2.27083333333333
5.242,2.27083333333333
3.957,2.27083333333333
4.742,2.27083333333333
67.257,2.27083333333333
51.012,2.27083333333333
9.035,2.27083333333333
13.389,2.27083333333333
12.117,2.27083333333333
39.299,2.27083333333333
81.333,2.27083333333333
156.542,2.27083333333333
138.495,2.27083333333333
84.434,2.27083333333333
135.98,2.27083333333333
128.637,2.27083333333333
58.329,2.27083333333333
63.655,2.27083333333333
50.157,2.27083333333333
57.127,2.27083333333333
92.774,2.27083333333333
67.846,2.27083333333333
108.312,2.27083333333333
117.972,2.27083333333333
147.325,2.27083333333333
115.302,2.27083333333333
159.229,2.27083333333333
158.769,4.68260869565217
153.266,4.68260869565217
145.478,4.68260869565217
169.108,4.68260869565217
165.141,4.68260869565217
192.618,4.68260869565217
181.103,4.68260869565217
161.829,4.68260869565217
149.644,4.68260869565217
172.297,4.68260869565217
206.654,4.68260869565217
152.631,4.68260869565217
182.348,4.68260869565217
159.584,4.68260869565217
185.205,4.68260869565217
170.734,4.68260869565217
183.924,4.68260869565217
174.76,4.68260869565217
119.677,4.68260869565217
127.309,4.68260869565217
89.172,4.68260869565217
85.189,4.68260869565217
25.206,4.68260869565217
90.591,4.68260869565217
70.001,4.68260869565217
69.962,4.68260869565217
78.375,4.68260869565217
97.671,4.68260869565217
38.146,4.68260869565217
90.593,4.68260869565217
65.125,4.68260869565217
59.966,4.68260869565217
74.961,4.68260869565217
49.718,4.68260869565217
90.034,4.68260869565217
66.735,4.68260869565217
104.757,4.68260869565217
76.449,4.68260869565217
51.784,4.68260869565217
83.276,4.68260869565217
127.991,4.68260869565217
136.699,4.68260869565217
151.612,4.68260869565217
142.146,4.68260869565217
123.109,4.68260869565217
116.966,4.68260869565217
113.098,4.68260869565217
113.948,4.68260869565217
134.198,4.68260869565217
124.517,4.68260869565217
126.849,4.68260869565217
111.978,4.68260869565217
91.342,4.68260869565217
89.52,4.68260869565217
92.916,4.68260869565217
109.667,4.68260869565217
115.901,4.68260869565217
115.544,4.68260869565217
118.274,4.68260869565217
119.32,4.68260869565217
99.862,4.68260869565217
100.252,4.68260869565217
115.357,4.68260869565217
116.875,4.68260869565217
102.8,4.68260869565217
101.531,4.68260869565217
111.365,4.68260869565217
115.816,4.68260869565217
102.137,4.68260869565217
108.124,2.27083333333333
124.034,2.27083333333333
123.838,2.27083333333333
61.929,2.27083333333333
47.846,2.27083333333333
15.08,1.56349206349206
10.736,1.56349206349206
7.651,1.56349206349206
8.404,1.56349206349206
59.64,1.56349206349206
57.718,1.56349206349206
70.251,1.56349206349206
30.893,1.56349206349206
11.713,1.56349206349206
9.802,1.56349206349206
9.605,1.56349206349206
13.617,1.56349206349206
8.822,1.56349206349206
5.85,1.56349206349206
4.468,1.56349206349206
6.544,1.56349206349206
7.04,1.56349206349206
11.872,1.56349206349206
13.646,1.56349206349206
9.156,1.56349206349206
12.19,1.56349206349206
9.19,1.56349206349206
7.599,1.56349206349206
7.789,1.56349206349206
7.215,1.56349206349206
6.267,1.56349206349206
14.852,1.56349206349206
12.769,1.56349206349206
10.544,1.56349206349206
7.64,1.56349206349206
7.855,1.56349206349206
11.54,1.56349206349206
7.572,1.56349206349206
6.565,1.56349206349206
7.08,1.56349206349206
11.413,1.56349206349206
8.754,1.56349206349206
6.053,1.56349206349206
6.777,1.56349206349206
9.334,1.56349206349206
7.018,1.56349206349206
12.757,1.56349206349206
13.301,1.56349206349206
11.782,1.56349206349206
12.874,1.56349206349206
10.256,1.56349206349206
10.752,1.56349206349206
19.479,2.27083333333333
39.256,2.27083333333333
18.437,2.27083333333333
92.382,2.27083333333333
133.873,2.27083333333333
126.581,2.27083333333333
114.085,2.27083333333333
59.524,2.27083333333333
92.527,2.27083333333333
52,2.27083333333333
89.689,2.27083333333333
172.889,2.27083333333333
111.302,2.27083333333333
28.836,2.27083333333333
85.701,2.27083333333333
191.552,2.27083333333333
177.692,2.27083333333333
234.811,2.27083333333333
220.523,2.27083333333333
135.827,2.27083333333333
101.767,2.27083333333333
110.272,2.27083333333333
129.256,2.27083333333333
115.353,2.27083333333333
170.136,2.27083333333333
113.832,2.27083333333333
84.367,2.27083333333333
67.782,2.27083333333333
54.013,2.27083333333333
64.631,2.27083333333333
66.773,2.27083333333333
80.364,2.27083333333333
144.467,2.27083333333333
108.493,2.27083333333333
21.178,2.27083333333333
42.448,2.27083333333333
29.916,2.27083333333333
45.464,2.27083333333333
22.912,2.27083333333333
24.016,1.56349206349206
23.585,1.56349206349206
12.44,1.56349206349206
25.558,1.56349206349206
26.442,1.56349206349206
5.603,1.56349206349206
4.611,1.56349206349206
4.603,1.56349206349206
4.365,1.56349206349206
5.661,1.56349206349206
3.977,1.56349206349206
4.738,1.56349206349206
4.568,1.56349206349206
4.012,1.56349206349206
4.273,1.56349206349206
4.082,1.56349206349206
7.385,1.56349206349206
5.462,1.56349206349206
9.561,1.56349206349206
10.075,1.56349206349206
7.563,1.56349206349206
4.112,1.56349206349206
17.407,1.56349206349206
4.929,1.56349206349206
1.572,1.56349206349206
2.494,1.56349206349206
13.893,1.56349206349206
0.87,1.56349206349206
15.266,1.56349206349206
64.715,1.56349206349206
19.523,1.56349206349206
0.311,1.56349206349206
1.672,1.56349206349206
2.808,1.56349206349206
1.083,1.56349206349206
9.596,1.56349206349206
11.832,1.56349206349206
12.643,1.56349206349206
0.746,1.56349206349206
0.832,1.56349206349206
0.787,1.56349206349206
0.817,1.56349206349206
0.589,1.56349206349206
0.337,1.56349206349206
3.921,1.56349206349206
16.054,1.56349206349206
4.723,1.56349206349206
19.202,1.56349206349206
33.701,1.56349206349206
6.438,1.56349206349206
10.009,2.27083333333333
45.41,2.27083333333333
104.882,2.27083333333333
163.483,2.27083333333333
102.415,2.27083333333333
47.052,2.27083333333333
54.576,2.27083333333333
42.686,2.27083333333333
53.321,2.27083333333333
64.64,2.27083333333333
83.708,2.27083333333333
119.463,2.27083333333333
138.555,2.27083333333333
149.664,2.27083333333333
85.882,2.27083333333333
76.874,2.27083333333333
71.331,2.27083333333333
59.149,2.27083333333333
77.896,2.27083333333333
127.535,2.27083333333333
64.777,2.27083333333333
74.8,2.27083333333333
61.315,2.27083333333333
56.675,2.27083333333333
63.876,2.27083333333333
122.825,2.27083333333333
7.968,1.56349206349206
6.877,1.56349206349206
14.278,1.56349206349206
44.988,1.56349206349206
15.421,1.56349206349206
12.278,1.56349206349206
14.263,1.56349206349206
9.874,1.56349206349206
8.248,1.56349206349206
17.716,1.56349206349206
12.43,1.56349206349206
10.396,1.56349206349206
7.887,1.56349206349206
3.625,1.56349206349206
43.979,2.27083333333333
104.72,2.27083333333333
101.26,2.27083333333333
118.397,2.27083333333333
101.155,2.27083333333333
102.544,2.27083333333333
146.148,2.27083333333333
106.53,2.27083333333333
63.935,2.27083333333333
91.62,2.27083333333333
183.85,2.27083333333333
158.523,2.27083333333333
222.71,2.27083333333333
98.481,2.27083333333333
99.88,2.27083333333333
98.962,2.27083333333333
29.272,2.27083333333333
75.386,2.27083333333333
144.921,2.27083333333333
134.847,2.27083333333333
96.397,2.27083333333333
113.221,2.27083333333333
31.722,2.27083333333333
12.947,2.27083333333333
36.24,2.27083333333333
88.14,2.27083333333333
61.573,2.27083333333333
121.087,2.27083333333333
189.338,2.27083333333333
110.855,2.27083333333333
152.277,4.68260869565217
154.558,4.68260869565217
226.008,4.68260869565217
200.706,4.68260869565217
173.343,4.68260869565217
195.715,4.68260869565217
147.142,4.68260869565217
