6.025654190835854962e+00, 5.828009439957037685e+00, 5.979287742900522673e+00, 5.899722647666480135e+00, 5.841423116765067647e+00, 5.708953589446569943e+00, 5.765314096144971145e+00, 5.924934751006099454e+00, 6.290292350018256151e+00, 6.217430819201397618e+00, 6.251358599903302782e+00, 6.195019588690081846e+00, 6.188679499764733194e+00, 5.589289756785945862e+00, 4.297298593770912056e+00, 2.684242569503967779e+00, 2.035829194521292518e+00, 2.100472353161718875e+00, 2.111402531140427641e+00, 2.145914976832235865e+00, 2.221658657183639640e+00, 2.391310362745393547e+00
5.995786605145914550e+00, 6.125318194475752875e+00, 6.265970313784105628e+00, 6.105308732353198486e+00, 6.248406330530505315e+00, 6.174181705287574040e+00, 6.169734978865959896e+00, 6.287015202928571078e+00, 6.260780445256421523e+00, 6.431993692274965646e+00, 6.475794488849818897e+00, 6.561660166081495937e+00, 6.476183688219118828e+00, 5.844403696135249682e+00, 4.824273330191942044e+00, 3.513086214491836667e+00, 3.015239024803483048e+00, 2.971231081563028287e+00, 3.001910896147319097e+00, 3.005484975387292756e+00, 2.998045939469470067e+00, 2.961039637740550567e+00
6.304907393547794392e+00, 6.081326732643089095e+00, 6.146682928615161856e+00, 6.180372193215687204e+00, 6.333896069199562717e+00, 6.211210528585733748e+00, 6.187356952967383528e+00, 6.167997232498971805e+00, 6.181604373779776118e+00, 6.075033927653824328e+00, 6.253676266550687757e+00, 6.330514166004539867e+00, 6.331331132605889422e+00, 5.656062850070799897e+00, 4.431049954632366727e+00, 3.064650738606415459e+00, 2.443810796034604049e+00, 2.439909561519839176e+00, 2.450882806927339175e+00, 2.482984691057534388e+00, 2.514374392009458337e+00, 2.393732958251113097e+00
5.566299954069998890e+00, 5.844731218318250932e+00, 5.836101591594850646e+00, 5.732434961439823340e+00, 5.900845390551540781e+00, 6.095601620117690800e+00, 6.098550320690402593e+00, 5.897331391152277114e+00, 6.045279183284358204e+00, 6.289913250474221229e+00, 6.442556599941688056e+00, 6.339264166004571877e+00, 6.353198092932919039e+00, 5.516786825887161072e+00, 4.241840091642935739e+00, 2.823939642838335651e+00, 2.205840754187789354e+00, 2.238824921091471687e+00, 2.236244525189009291e+00, 2.251106168096613569e+00, 2.262154108737239433e+00, 2.218234126916120097e+00
6.069250715731197232e+00, 6.146228603015243763e+00, 6.210254748767221500e+00, 6.038745390590581685e+00, 5.928055142118612508e+00, 5.925409878206357561e+00, 6.136730954582886532e+00, 6.234822006585672760e+00, 6.228506842062580873e+00, 6.237111869502596662e+00, 6.223665351280090796e+00, 6.418452977684744987e+00, 6.361960833136502735e+00, 5.827672404802218153e+00, 4.741076157671781921e+00, 3.513086214491836667e+00, 3.015239024803484380e+00, 2.971231081563028287e+00, 3.001910896147319097e+00, 3.005484975387292756e+00, 2.998045939469469179e+00, 2.961039637740550567e+00
6.374330538542069213e+00, 6.453229864987346964e+00, 6.469566817600190589e+00, 6.349886643001038777e+00, 6.361901320504919966e+00, 6.265180663515966586e+00, 6.407281978923632160e+00, 6.415953385497088490e+00, 6.485776487124155665e+00, 6.485781916634365984e+00, 6.606949044424655249e+00, 6.596937943859233044e+00, 6.614048354924285889e+00, 5.838836412043398205e+00, 4.547250581914203060e+00, 3.100334244562955366e+00, 2.492631036082506579e+00, 2.453120635931190119e+00, 2.471367080153795470e+00, 2.532088636216274669e+00, 2.580886379610669579e+00, 2.559340976333881024e+00
6.317445789287317481e+00, 6.317314240092314570e+00, 6.244390536044835294e+00, 6.322577115442769013e+00, 6.207751774955693413e+00, 6.105311822226934915e+00, 6.177647264618727263e+00, 6.247162028325413452e+00, 6.345985542612364583e+00, 6.428905345167322594e+00, 6.475794488849818897e+00, 6.632771277192597736e+00, 6.676270577146450336e+00, 5.904088127896658378e+00, 4.588871176873807300e+00, 3.082428516384220440e+00, 2.443810796034604493e+00, 2.439909561519838732e+00, 2.450882806927339175e+00, 2.482984691057534832e+00, 2.514374392009458337e+00, 2.393732958251113097e+00
6.251837604658545544e+00, 5.873444311960084541e+00, 6.095721328103468117e+00, 6.116912679995991198e+00, 6.314953114136514500e+00, 6.238607983094178522e+00, 6.223982478914013683e+00, 6.349164115617365489e+00, 6.353247241044301497e+00, 6.463182081173479254e+00, 6.391263155478037916e+00, 6.287107110477851535e+00, 6.535189743765049464e+00, 5.805411850089998715e+00, 4.516861565733854889e+00, 3.064789627495304369e+00, 2.443810796034604493e+00, 2.439909561519838732e+00, 2.450882806927339175e+00, 2.482984691057534832e+00, 2.514374392009458337e+00, 2.393732958251113097e+00
6.045848575810642167e+00, 6.153823393500754690e+00, 6.199652234476728196e+00, 6.124472899067963994e+00, 5.838681356954824153e+00, 5.936284131531613717e+00, 6.100535405148399981e+00, 6.209758070661235863e+00, 6.050234969382215056e+00, 5.999693342953322350e+00, 6.266173906777911640e+00, 6.264797999328272304e+00, 6.389652148517418695e+00, 6.017883505423816892e+00, 4.835167526267616367e+00, 3.504514785920423314e+00, 3.015239024803483048e+00, 2.971231081563028287e+00, 3.001910896147317764e+00, 3.005484975387293201e+00, 2.998045939469470955e+00, 2.961039637740550123e+00
5.691309334199543990e+00, 5.942529949037112402e+00, 6.003296298398390185e+00, 5.949426280469180206e+00, 5.830206865791070392e+00, 5.928587327314337685e+00, 5.896196548028948214e+00, 5.887156525618583380e+00, 6.156797772703819227e+00, 6.231316152496324534e+00, 6.397491433246268677e+00, 6.375097499337873508e+00, 6.199707246341424671e+00, 5.371938277920798477e+00, 4.141601494734505451e+00, 2.806300753949467541e+00, 2.205840754187788910e+00, 2.238824921091468134e+00, 2.236244525189008847e+00, 2.251106168096616678e+00, 2.262154108737239877e+00, 2.218234126916120541e+00
