6.025654190835854962e+00, 6.021425389607648171e+00, 5.979287742900522673e+00, 5.810174250265068174e+00, 5.794673437351388401e+00, 6.217430819201397618e+00, 6.189738347747078429e+00, 4.769946200759337174e+00, 2.035829194521292518e+00, 2.089351517851049778e+00, 2.301750814306597004e+00
5.995786605145914550e+00, 6.082321827172622264e+00, 6.265970313784105628e+00, 6.230755624859312114e+00, 6.267651941840595597e+00, 6.431993692274965646e+00, 6.519647091776301195e+00, 5.145254167570862514e+00, 3.015239024803483048e+00, 2.985025147340290452e+00, 2.947512028251824567e+00
6.304907393547794392e+00, 6.147862177522529947e+00, 6.146682928615161856e+00, 6.292109009541231757e+00, 6.156282265109954466e+00, 6.075033927653824328e+00, 6.350584425032665514e+00, 4.839960791011179708e+00, 2.443810796034604049e+00, 2.427748906742735358e+00, 2.423200439501055126e+00
5.566299954069998890e+00, 5.545569009668351868e+00, 5.836101591594850646e+00, 5.962575193400354578e+00, 6.011487950254844392e+00, 6.289913250474221229e+00, 6.356257147245301553e+00, 4.696774165373901688e+00, 2.205840754187789354e+00, 2.201512978751460903e+00, 2.153716387060298665e+00
6.069250715731197232e+00, 6.224322701312851258e+00, 6.210254748767221500e+00, 5.874228158640816488e+00, 6.183785816955193582e+00, 6.237111869502596662e+00, 6.426418181147697695e+00, 5.132956339994850126e+00, 3.015239024803484380e+00, 2.985025147340290452e+00, 2.947512028251825011e+00
6.374330538542069213e+00, 6.476883280764393902e+00, 6.469566817600190589e+00, 6.344991842884163624e+00, 6.397812346631378766e+00, 6.485781916634365984e+00, 6.608535980665183551e+00, 5.023029329095869855e+00, 2.492631036082506579e+00, 2.455139002042570073e+00, 2.583466588224311966e+00
6.317445789287317481e+00, 6.290451954233649445e+00, 6.244390536044835294e+00, 6.216006464049682378e+00, 6.187459378358151518e+00, 6.428905345167322594e+00, 6.652980425109626061e+00, 5.057825457716277562e+00, 2.443810796034604493e+00, 2.427748906742734025e+00, 2.423200439501056458e+00
6.251837604658545544e+00, 6.227289878559677305e+00, 6.095721328103468117e+00, 6.265481819084258497e+00, 6.293173664072434725e+00, 6.463182081173479254e+00, 6.408449091737830727e+00, 4.976926957687470399e+00, 2.443810796034604493e+00, 2.427748906742734025e+00, 2.423200439501056458e+00
6.045848575810642167e+00, 6.030192105562690585e+00, 6.199652234476728196e+00, 5.879108226232253820e+00, 6.131706214344789352e+00, 5.999693342953322350e+00, 6.345050591709014753e+00, 5.270849882278421994e+00, 3.015239024803483048e+00, 2.985025147340290452e+00, 2.947512028251825456e+00
5.691309334199543990e+00, 5.864993689115513220e+00, 6.003296298398390185e+00, 5.868333374936814728e+00, 5.918121055930915198e+00, 6.231316152496324534e+00, 6.365284925023033225e+00, 4.596221429184163654e+00, 2.205840754187788910e+00, 2.201512978751460459e+00, 2.153716387060299109e+00
