3.082498060338791479e+00, 3.126585860792480798e+00, 2.938148954116069245e+00, 2.760412267681104037e+00, 2.687024253697778864e+00, 3.360377150991877837e+00, 3.069010766339545171e+00, 3.113721372148482214e+00, 3.057915299448162649e+00, 2.733527284398557189e+00, 3.325407867743148671e+00, 3.141366263740754228e+00, 3.383465335026908161e+00, 2.955305682926962607e+00, 3.518413734800163173e+00, 3.956166596740024577e+00, 3.014529305759828137e+00, 3.683227619994053015e+00, 3.409595255445510897e+00, 3.440459676952933865e+00, 3.826831383442993229e+00, 3.512455408193293493e+00, 2.787294189222689678e+00, 2.418340645594864835e+00, 2.723087577171360518e+00, 2.685109162151155804e+00, 3.220724353774162552e+00, 3.241871234322360351e+00, 2.943841245672464968e+00, 2.515559095185377458e+00, 2.187908333709028597e+00, 3.229862667805388998e+00, 2.618410322604875606e+00, 2.512382268220958892e+00, 3.200917348369545667e+00, 3.105435303382226397e+00, 2.439685169210733751e+00, 2.958959222244002429e+00, 2.733292906180877058e+00, 3.109984547122652376e+00, 3.380362945031816668e+00, 2.586997561789432520e+00, 2.609763712811096870e+00, 2.494524284264077352e+00, 3.096604107457596289e+00, 2.875778151386438886e+00, 2.886063702214348048e+00, 1.728015768536631747e+00
1.791739161281285186e+00, 2.447228213315767675e+00, 2.682663351934408524e+00, 2.563556610923297008e+00, 2.580478229911979948e+00, 2.287573613074608936e+00, 3.019524447263383760e+00, 2.771721465732819301e+00, 3.157938284287151731e+00, 2.552358970545163697e+00, 3.050783388805920815e+00, 2.445215590385061866e+00, 2.379792912549680395e+00, 2.569214705706171387e+00, 3.326083966597351171e+00, 3.493663255267294154e+00, 2.397448869340486954e+00, 3.058600977976827284e+00, 3.064680650523174066e+00, 2.501781808276786645e+00, 2.736531214612637708e+00, 1.968940152193302984e+00, 2.548077275361328553e+00, 2.202463573196693947e+00, 2.872605240185397868e+00, 2.674788742843851708e+00, 2.910658447032470342e+00, 2.873556710226517374e+00, 3.021343685734226181e+00, 2.279407360957514950e+00, 1.872995618571947629e+00, 2.794827501672934478e+00, 2.074696783149003299e+00, 2.375375864139863680e+00, 1.939541879096776000e+00, 2.327190864528749348e+00, 2.281076204925569506e+00, 2.086437980892698718e+00, 2.485853985878476724e+00, 2.640694587679124794e+00, 2.177620214235232332e+00, 2.259063443784022684e+00, 2.042368785502294504e+00, 1.867149167604844173e+00, 2.685829783862374143e+00, 2.504653410652481593e+00, 2.468027186824595542e+00, 7.218065564433074899e-01
3.569752414767241255e+00, 2.980221469348352414e+00, 2.964801024223719939e+00, 3.464373993356546055e+00, 3.081577635371791857e+00, 2.858392055627562378e+00, 2.847622736583877767e+00, 2.955061260056269568e+00, 2.966762235761338573e+00, 3.103941255934334453e+00, 3.793919515033235879e+00, 3.851745076124556633e+00, 3.466112221813199223e+00, 3.332247308132894492e+00, 3.641377301138389644e+00, 4.336158807586762975e+00, 3.550946742350221452e+00, 3.171056048596370136e+00, 3.108374232988421415e+00, 3.309614342860891512e+00, 4.024438622872514415e+00, 3.385896913586929902e+00, 3.631077753763870319e+00, 3.148845484426741947e+00, 3.730320533320246046e+00, 3.358259065957998057e+00, 3.221223684440372548e+00, 3.947613827884556059e+00, 3.173956097562743661e+00, 2.755549422052984365e+00, 2.480857885439261779e+00, 3.087719145328941206e+00, 2.890747337872451972e+00, 3.511299119906654997e+00, 2.963074979833905331e+00, 3.416854770330143953e+00, 3.390838393837896536e+00, 3.176866118273625972e+00, 3.275737188816628898e+00, 3.237778295255704375e+00, 2.755386025319703780e+00, 2.778909989108008904e+00, 3.038471027420121651e+00, 3.134263088064088265e+00, 3.246959035873659527e+00, 3.205459394391235950e+00, 2.810985629532101626e+00, 1.988528158983768446e+00
2.431450824402921818e+00, 2.570905948776324390e+00, 2.993533698270147259e+00, 3.130298643032579431e+00, 3.176794355074360698e+00, 2.561837544653736476e+00, 3.194023276280934631e+00, 2.975360451298396214e+00, 2.651076344222044856e+00, 2.500749644101468050e+00, 3.188071525047334376e+00, 3.345309295756763390e+00, 3.603475652289958919e+00, 3.179690181416680250e+00, 4.269836622599806120e+00, 4.220720397666000601e+00, 3.309484702311538129e+00, 2.870219428914757565e+00, 3.802090083372323459e+00, 2.772749417490529833e+00, 3.608636848618692827e+00, 3.212392186534633431e+00, 3.029139162082401970e+00, 2.665074775421898856e+00, 3.285993909435804383e+00, 2.994474823474140290e+00, 3.422662934715813510e+00, 3.752135659911540522e+00, 3.882951610465183556e+00, 2.389279420235892459e+00, 2.255204868180813449e+00, 3.388232941154697642e+00, 2.569065558935960780e+00, 2.479249231759802718e+00, 3.190620335733284740e+00, 3.695054985918278856e+00, 3.523590008095695225e+00, 3.398292286538576956e+00, 3.428778158774338003e+00, 2.647354785370972685e+00, 2.845414297721637453e+00, 3.216920691017131961e+00, 3.249270437211845941e+00, 2.816101864321242321e+00, 3.123819125040500744e+00, 3.244379602362470472e+00, 2.733420684295897019e+00, 1.931378361695325729e+00
2.393845170092102848e+00, 2.922080257092336986e+00, 2.787913480935819699e+00, 2.615210016085124600e+00, 2.857606334091211231e+00, 2.995405456960289037e+00, 2.749213464150992436e+00, 2.855870503300065089e+00, 2.775228366324085094e+00, 2.258301093139605253e+00, 3.392201813817765643e+00, 3.264617052433445910e+00, 3.548481323392026265e+00, 2.697904358310212469e+00, 3.708398293134091528e+00, 4.377979526522168818e+00, 3.252870792902223585e+00, 3.041165230254321727e+00, 3.525119889006006701e+00, 3.184742873455265855e+00, 3.762490750516235494e+00, 3.547396978824875369e+00, 3.117359809766657719e+00, 2.460671167938311754e+00, 2.833856892991351906e+00, 3.114716218813176951e+00, 3.079788062692724981e+00, 3.236321667609728170e+00, 3.480450025609728382e+00, 2.767485509746421712e+00, 2.760285355219779024e+00, 3.269074058998390431e+00, 2.002217067735271971e+00, 2.570730239293752550e+00, 3.280823838147018723e+00, 3.138962806354687718e+00, 3.146874587669775458e+00, 3.135835152340114007e+00, 2.545157927466072501e+00, 2.711685513695429428e+00, 3.113555133713099110e+00, 3.120551932831808983e+00, 2.633002787289366875e+00, 2.210977455679389081e+00, 2.710352273099095655e+00, 2.998869399678329550e+00, 2.173058018161491134e+00, 1.176689254845247667e+00
3.465704787070372106e+00, 3.103240075692776045e+00, 3.511264210855751244e+00, 3.228244747021311145e+00, 3.258373369012247167e+00, 2.984842594608226207e+00, 3.124738892050739736e+00, 3.299009949029573896e+00, 3.153724437618915299e+00, 3.161253786405713306e+00, 3.523404542448617338e+00, 3.243271480374612104e+00, 3.746964369859353106e+00, 3.397022917837626554e+00, 3.913488037765902039e+00, 4.510228228101374803e+00, 3.487182462431320129e+00, 3.045904444135704825e+00, 2.873231998328975134e+00, 3.274987456157140375e+00, 3.441823567448628829e+00, 3.337863544940445237e+00, 3.405634285683821094e+00, 2.610317992598056858e+00, 2.962810549833328810e+00, 2.699450137703157004e+00, 3.140031619740640156e+00, 3.509584239063672673e+00, 3.407135240153743805e+00, 2.509091543045624650e+00, 2.205121861716894838e+00, 3.281206056543652050e+00, 2.961060941129207702e+00, 2.984779847502252892e+00, 2.927644157880255893e+00, 3.289757552553799425e+00, 3.105583709221914734e+00, 3.197433553217211344e+00, 3.202832627610744165e+00, 3.448790540828773121e+00, 2.839265952648266200e+00, 2.907785181570791355e+00, 3.595189221493035436e+00, 3.313198605929156049e+00, 2.691734647866349306e+00, 2.724663477314799298e+00, 2.721027589329934493e+00, 1.700137539103269146e+00
2.319641581421739041e+00, 2.815301333166624342e+00, 2.826426864682129114e+00, 2.435962439493553067e+00, 2.039463338473591847e+00, 2.366740860636110000e+00, 2.551928393581247789e+00, 3.283524093259664767e+00, 2.505624248272205090e+00, 2.854344480340837986e+00, 2.783182108891430140e+00, 2.860424535866906481e+00, 2.923410316398082021e+00, 3.329768431502818427e+00, 3.929149240680265276e+00, 4.464820919693057277e+00, 3.227089767215098881e+00, 3.549623535346694503e+00, 3.091471813489569787e+00, 3.822488008027101536e+00, 3.328457953482845788e+00, 4.070253414459825692e+00, 3.148184211641068764e+00, 2.961706646365240836e+00, 3.019382256651541141e+00, 3.512556024654610365e+00, 3.313760168844002596e+00, 3.277706003304666993e+00, 2.567144118113774631e+00, 2.255021072431817153e+00, 2.556747018808681382e+00, 2.919383636990485087e+00, 2.923419236785278486e+00, 3.288455993396364629e+00, 3.734052140459628077e+00, 3.849697990936879588e+00, 3.557006396422008443e+00, 3.292006333597306433e+00, 2.773909708906065141e+00, 3.056082302535132467e+00, 2.781874914276360133e+00, 2.937072669339320541e+00, 3.124568945493138905e+00, 2.351524518052136692e+00, 3.184165769609292429e+00, 3.187886782865684943e+00, 2.541017855719450491e+00, 1.497473161624907290e+00
2.776548617113227202e+00, 2.564448474462277971e+00, 2.194726295888526302e+00, 2.663663829499966607e+00, 2.919884692437997309e+00, 3.058004288786153158e+00, 2.798519300693905087e+00, 3.065141332328881418e+00, 2.573637218706593011e+00, 2.725587501674815893e+00, 3.029900835264923487e+00, 2.863762296467370128e+00, 2.594739139573077225e+00, 3.347793117250184913e+00, 3.651246197585854780e+00, 3.732376586105349947e+00, 3.435888427992870309e+00, 2.599479734860806523e+00, 2.959659315433709637e+00, 3.500531095597585018e+00, 3.234812392006968906e+00, 3.123833701533605289e+00, 3.016326977502648443e+00, 2.638327303817980862e+00, 1.828294783234550414e+00, 2.972290987691719177e+00, 3.230859894023486945e+00, 3.389795904676234262e+00, 3.269255836639113788e+00, 2.703769276050175474e+00, 2.581962753469734917e+00, 3.197826591721690814e+00, 2.437920844588655989e+00, 2.878698895388492662e+00, 3.016451745179033139e+00, 2.968543946652546506e+00, 2.779147074984308130e+00, 3.043127962705697964e+00, 3.161101245319974051e+00, 3.399440240729239449e+00, 3.070228416019328943e+00, 2.510150676035122430e+00, 3.127665157045792288e+00, 3.054483054553696064e+00, 3.196623139057148233e+00, 2.922815317443285377e+00, 2.838384546094276484e+00, 1.420162502141297134e+00
1.658261499601388023e+00, 1.464436262852396586e+00, 1.948205289981441490e+00, 1.609320153892127347e+00, 2.369668280522353676e+00, 1.612067431848868804e+00, 1.899077020083433043e+00, 2.195678100163647617e+00, 2.388114579830003859e+00, 1.538371450358042569e+00, 2.112888540677806848e+00, 2.894518606714914455e+00, 1.796254956141954073e+00, 1.607542956288271485e+00, 2.256147548282937176e+00, 3.290782619008999710e+00, 2.183224106588303570e+00, 2.255144032970707091e+00, 1.966763493307812860e+00, 2.178331531053343095e+00, 2.683840528902632805e+00, 2.706946512787657966e+00, 2.360068353859170909e+00, 2.658862077481630504e+00, 2.541143885178760886e+00, 2.643542324752026662e+00, 2.786042989124806635e+00, 2.630776197989849408e+00, 2.602651276961390092e+00, 1.647964502146887833e+00, 1.200860968696556341e+00, 2.424627187857648636e+00, 1.415796544683119551e+00, 1.759313540358770966e+00, 1.797884066924128055e+00, 2.773208085290552294e+00, 2.555558961821554398e+00, 1.480502057331101629e+00, 2.183101400325895725e+00, 1.272819943452344615e+00, 1.702988167762744753e+00, 1.717993090533191936e+00, 2.166327069374879510e+00, 1.870756078990256865e+00, 1.934320055243048619e+00, 2.658625199888517976e+00, 1.962379355603262931e+00, 1.168315109036848432e+00
2.368729317128275724e+00, 2.840306490551913754e+00, 2.808856907871625008e+00, 2.601777577258083340e+00, 2.741678177976012432e+00, 3.172678569559503003e+00, 3.634180916857092214e+00, 2.906381150835237293e+00, 2.629670236446519649e+00, 2.449403875041353817e+00, 3.354388551981566824e+00, 2.820806942160895670e+00, 3.194895954871187715e+00, 3.116963674811874085e+00, 3.676661029715563966e+00, 3.852223261519315045e+00, 3.634574004097251176e+00, 3.230095703077596525e+00, 2.826915464971195835e+00, 2.712738058580050016e+00, 3.110967705233790959e+00, 3.411426330874196555e+00, 3.022704775605264071e+00, 2.676191922042132632e+00, 3.187949172362166461e+00, 3.315661974341948870e+00, 3.095099446971576906e+00, 3.464608011512109620e+00, 3.551588671014578757e+00, 2.144870560047655417e+00, 2.355889678863433812e+00, 3.317147204336399646e+00, 2.969508220750759264e+00, 2.666756917634573565e+00, 2.931896094942172404e+00, 3.491801687138568422e+00, 3.406603030220016759e+00, 2.472185264221813394e+00, 2.476673632874927478e+00, 3.168942360159030081e+00, 2.970020870826934445e+00, 3.309413481908161536e+00, 3.277527287371844178e+00, 2.567075241853703282e+00, 2.599579417780364388e+00, 2.231255955597617913e+00, 2.691816920751521458e+00, 1.803901435440144141e+00
