3.082498060338791479e+00, 3.281189542199264064e+00, 2.938148954116069245e+00, 2.546027434946513068e+00, 3.360377150991877837e+00, 3.127741660048738215e+00, 3.057915299448162649e+00, 3.429184969693194862e+00, 3.141366263740754228e+00, 3.377226202660017051e+00, 3.518413734800163173e+00, 3.389704984169649826e+00, 3.683227619994053015e+00, 3.053604776876043481e+00, 3.826831383442993229e+00, 2.899509403315802203e+00, 2.418340645594864835e+00, 2.641184363837895344e+00, 3.220724353774162552e+00, 3.074137787841237035e+00, 2.515559095185377458e+00, 3.016414903903319011e+00, 2.618410322604875606e+00, 2.910277976033462277e+00, 3.105435303382226397e+00, 2.686105773480473857e+00, 2.733292906180877058e+00, 3.700582431663063332e+00, 2.586997561789432520e+00, 2.581866783167665602e+00, 3.096604107457596289e+00, 3.008806963739045326e+00, 1.728015768536631747e+00
1.791739161281285186e+00, 1.984939262682022809e+00, 2.682663351934408524e+00, 2.388917222326036871e+00, 2.287573613074608936e+00, 3.250625671853490051e+00, 3.157938284287151731e+00, 3.089101437386644999e+00, 2.445215590385061866e+00, 2.739715558114062866e+00, 3.326083966597351171e+00, 3.026876964818524307e+00, 3.058600977976827284e+00, 2.728259371999184779e+00, 2.736531214612637708e+00, 2.499586253146545367e+00, 2.202463573196693947e+00, 2.869761969406653179e+00, 2.910658447032470342e+00, 3.049657543399786785e+00, 2.279407360957514950e+00, 2.590294615908844911e+00, 2.074696783149003299e+00, 2.173409969411774778e+00, 2.327190864528749348e+00, 1.841999607072014600e+00, 2.485853985878476724e+00, 2.528428128402250952e+00, 2.259063443784022684e+00, 1.784062927460259074e+00, 2.685829783862374143e+00, 2.508031102254185019e+00, 7.218065564433074899e-01
3.569752414767241255e+00, 3.553038814198847817e+00, 2.964801024223719939e+00, 3.360115392618231223e+00, 2.858392055627562378e+00, 2.939695055914187893e+00, 2.966762235761338573e+00, 3.583496878149913023e+00, 3.851745076124556633e+00, 3.404460268928872324e+00, 3.641377301138389644e+00, 3.947203881700580119e+00, 3.171056048596370136e+00, 3.148402431235646226e+00, 4.024438622872514415e+00, 3.778843333313728792e+00, 3.148845484426741947e+00, 3.598044680717343180e+00, 3.221223684440372548e+00, 3.921911026118176213e+00, 2.755549422052984365e+00, 2.839339390222638926e+00, 2.890747337872451972e+00, 3.124331895247163704e+00, 3.416854770330143953e+00, 2.873417564566542293e+00, 3.275737188816628898e+00, 3.130376903872795769e+00, 2.778909989108008904e+00, 2.983774986750477254e+00, 3.246959035873659527e+00, 2.810800930379382390e+00, 1.988528158983768446e+00
2.431450824402921818e+00, 2.478395588912039926e+00, 2.993533698270147259e+00, 3.445727529163128189e+00, 2.561837544653736476e+00, 3.032301111900547408e+00, 2.651076344222044856e+00, 3.156907430453810726e+00, 3.345309295756763390e+00, 3.174537398776736463e+00, 4.269836622599806120e+00, 4.026264160040796014e+00, 2.870219428914757565e+00, 3.215886811862827432e+00, 3.608636848618692827e+00, 3.269271658410497050e+00, 2.665074775421898856e+00, 2.969731382600571123e+00, 3.422662934715813510e+00, 4.109363335236253967e+00, 2.389279420235892459e+00, 2.946443951967225860e+00, 2.569065558935960780e+00, 2.595312977795442233e+00, 3.695054985918278856e+00, 3.182752047051563338e+00, 3.428778158774338003e+00, 2.394672933054935005e+00, 3.216920691017131961e+00, 3.112509447817783048e+00, 3.123819125040500744e+00, 3.218741850476641631e+00, 1.931378361695325729e+00
2.393845170092102848e+00, 2.653726014996783622e+00, 2.787913480935819699e+00, 2.644765928363979057e+00, 2.995405456960289037e+00, 2.990675474763977437e+00, 2.775228366324085094e+00, 2.962607356039606454e+00, 3.264617052433445910e+00, 2.861942564159969837e+00, 3.708398293134091528e+00, 3.489582424836338070e+00, 3.041165230254321727e+00, 3.005548238426297036e+00, 3.762490750516235494e+00, 3.124817216289247579e+00, 2.460671167938311754e+00, 2.797064144472375613e+00, 3.079788062692724981e+00, 3.402018461019732598e+00, 2.767485509746421712e+00, 3.235427424980763078e+00, 2.002217067735271971e+00, 2.953096743671494107e+00, 3.138962806354687718e+00, 2.960199818147298600e+00, 2.545157927466072501e+00, 3.077179371677167818e+00, 3.120551932831808983e+00, 2.784061949071689135e+00, 2.710352273099095655e+00, 2.421850403376583305e+00, 1.176689254845247667e+00
3.465704787070372106e+00, 3.505422677274995014e+00, 3.511264210855751244e+00, 2.876433288280947131e+00, 2.984842594608226207e+00, 3.167018390802724515e+00, 3.153724437618915299e+00, 3.395050119897137009e+00, 3.243271480374612104e+00, 3.382786832959664647e+00, 3.913488037765902039e+00, 3.904878775707386396e+00, 3.045904444135704825e+00, 2.831843798432644554e+00, 3.441823567448628829e+00, 3.094830706492871286e+00, 2.610317992598056858e+00, 2.597567033939444769e+00, 3.140031619740640156e+00, 3.412967278367767143e+00, 2.509091543045624650e+00, 2.866589656867450486e+00, 2.961060941129207702e+00, 2.519761389009981034e+00, 3.289757552553799425e+00, 2.877476874050260758e+00, 3.202832627610744165e+00, 3.235234944249489875e+00, 2.907785181570791355e+00, 3.640383269833189939e+00, 2.691734647866349306e+00, 2.879816231168371488e+00, 1.700137539103269146e+00
2.319641581421739041e+00, 2.595149817311757090e+00, 2.826426864682129114e+00, 1.987134249572241274e+00, 2.366740860636110000e+00, 3.178566754139339867e+00, 2.505624248272205090e+00, 2.880578851497963111e+00, 2.860424535866906481e+00, 2.651415123718186884e+00, 3.929149240680265276e+00, 3.801769283465070259e+00, 3.549623535346694503e+00, 3.579356943466545093e+00, 3.328457953482845788e+00, 3.618070992558167998e+00, 2.961706646365240836e+00, 3.403051718310936113e+00, 3.313760168844002596e+00, 2.872340158089178086e+00, 2.255021072431817153e+00, 3.112218973537568267e+00, 2.923419236785278486e+00, 3.365555892212304112e+00, 3.849697990936879588e+00, 3.292316381461684482e+00, 2.773909708906065141e+00, 3.050614193807061003e+00, 2.937072669339320541e+00, 2.910581848991311116e+00, 3.184165769609292429e+00, 3.102297173906023442e+00, 1.497473161624907290e+00
2.776548617113227202e+00, 2.818561969352818330e+00, 2.194726295888526302e+00, 2.749560452358736917e+00, 3.058004288786153158e+00, 2.546247573866225355e+00, 2.573637218706593011e+00, 3.031443978900417946e+00, 2.863762296467370128e+00, 2.957418973534091222e+00, 3.651246197585854780e+00, 3.736358605550401446e+00, 2.599479734860806523e+00, 3.494570844840823476e+00, 3.234812392006968906e+00, 2.600162920217146123e+00, 2.638327303817980862e+00, 2.403819435895439227e+00, 3.230859894023486945e+00, 3.614798993080026168e+00, 2.703769276050175474e+00, 2.656791780939608216e+00, 2.437920844588655989e+00, 3.142121436794720335e+00, 2.968543946652546506e+00, 2.891823582661239289e+00, 3.161101245319974051e+00, 3.322402225358981998e+00, 2.510150676035122430e+00, 3.026482691619419629e+00, 3.196623139057148233e+00, 2.895985112248472770e+00, 1.420162502141297134e+00
1.658261499601388023e+00, 1.311387497151634607e+00, 1.948205289981441490e+00, 1.894961177048158918e+00, 1.612067431848868804e+00, 1.911648934790505683e+00, 2.388114579830003859e+00, 1.750284444572471454e+00, 2.894518606714914455e+00, 1.905653084434205224e+00, 2.256147548282937176e+00, 2.769074033018789738e+00, 2.255144032970707091e+00, 1.760154382583519306e+00, 2.683840528902632805e+00, 2.324047874532676694e+00, 2.658862077481630504e+00, 2.218281831308124730e+00, 2.786042989124806635e+00, 2.768305032309697378e+00, 1.647964502146887833e+00, 2.221319916986393306e+00, 1.415796544683119551e+00, 2.019312558396680224e+00, 2.773208085290552294e+00, 1.830334081004396651e+00, 2.183101400325895725e+00, 1.382745551964034814e+00, 1.717993090533191936e+00, 2.017732283179520358e+00, 1.934320055243048619e+00, 2.590850521127276096e+00, 1.168315109036848432e+00
2.368729317128275724e+00, 2.638702185250765719e+00, 2.808856907871625008e+00, 2.807640609176518698e+00, 3.172678569559503003e+00, 3.391593698701705240e+00, 2.629670236446519649e+00, 3.118778346013657110e+00, 2.820806942160895670e+00, 2.961723658729767283e+00, 3.676661029715563966e+00, 3.553003549336442912e+00, 3.230095703077596525e+00, 2.877597117840283936e+00, 3.110967705233790959e+00, 3.042771311518051913e+00, 2.676191922042132632e+00, 2.909959402343455181e+00, 3.095099446971576906e+00, 3.787574615693877877e+00, 2.144870560047655417e+00, 3.201397038683573282e+00, 2.969508220750759264e+00, 2.641764180669218032e+00, 3.491801687138568422e+00, 2.994495860040381707e+00, 2.476673632874927478e+00, 3.131725105133657650e+00, 3.309413481908161536e+00, 2.694990161312764254e+00, 2.599579417780364388e+00, 2.627129162137539442e+00, 1.803901435440144141e+00
