2.546417387233814722e+00, 2.519700050365096811e+00, 2.996256305870152570e+00, 2.646700512695371099e+00, 2.610909873170278228e+00, 2.697629166828091840e+00, 1.990834659219183678e+00, 2.773650604846725098e+00, 2.589761463414389286e+00, 2.916911455462391611e+00, 2.981875672133056376e+00, 2.843572081165648857e+00, 2.306936398891268336e+00, 2.514815985872098203e+00, 3.480785740484421797e+00, 2.214763496746878335e+00, 2.904273933282060849e+00, 2.459798908592232713e+00, 3.070109038409710500e+00, 2.283574974168911087e+00, 3.732432003336203952e+00, 3.663050960796724986e+00, 2.208863671275345997e+00, 3.213250957639995686e+00, 3.343289064383615283e+00, 2.955577083514613346e+00, 2.391081481204548442e+00, 2.743631164319089155e+00, 3.782175235375518696e+00, 2.965178773042145721e+00, 2.769572259898715583e+00, 2.433384540153416431e+00, 2.122903395615359123e+00, 2.430208308540536155e+00, 2.641937177807169856e+00, 2.378243004433062247e+00, 3.162752260254312997e+00, 2.894219931103250154e+00, 2.720610079570200845e+00, 2.342394721212400110e+00, 2.081430717244100226e+00, 2.018077186333131046e+00, 2.680946176372211109e+00, 2.325895328976639309e+00, 2.178180345430147824e+00, 2.446152332546549957e+00, 2.609735859289655124e+00, 2.829759851277190652e+00, 2.475222524799804980e+00, 2.413297448106295207e+00, 2.538306946070272296e+00, 2.196462670395258776e+00, 2.620443416806878645e+00, 2.972716765222778168e+00, 3.366568744123592527e+00, 2.169014723571089487e+00, 2.267298859611198925e+00, 2.472138691260108434e+00, 2.253966255434705079e+00, 2.133196180235251038e+00, 2.766785429767468329e+00, 2.038804339730425852e+00, 2.327335999025836877e+00, 1.681188664828221713e+00
1.788309717270607280e+00, 1.774471199315845960e+00, 1.494535978984968372e+00, 2.429766075673046810e+00, 1.716712697153155665e+00, 2.212440387157367905e+00, 2.431512149739625706e+00, 2.411829564007578863e+00, 1.636596429742184666e+00, 2.750283439325794443e+00, 2.788309658636829447e+00, 2.099011940602180104e+00, 2.601754760532271504e+00, 2.191699152692232921e+00, 2.824980438631062185e+00, 2.208020494420270818e+00, 2.203775610805821739e+00, 2.332780413479882853e+00, 2.670486500664060792e+00, 2.123093591212218634e+00, 2.830613682312175694e+00, 3.140803071213140729e+00, 2.096390834256716129e+00, 2.320628068867882643e+00, 2.693530006939540478e+00, 2.552237764051762614e+00, 2.303176260319485191e+00, 2.121082081591040946e+00, 2.458940864020314532e+00, 1.859819200294568819e+00, 2.479977242914289892e+00, 2.372569539571040664e+00, 1.567390951737875238e+00, 2.641894722708150400e+00, 1.756799071583957650e+00, 2.300923376230183059e+00, 2.355826051473005389e+00, 2.610492980691835108e+00, 2.424139266332088205e+00, 2.069450821896308579e+00, 1.568188992761124112e+00, 1.764824831510036995e+00, 1.830351857494273871e+00, 1.903216517999282376e+00, 1.443005301928737438e+00, 2.145203340410611670e+00, 1.504441782397746952e+00, 1.892640463375896420e+00, 1.767031255428298087e+00, 1.441144917395158931e+00, 1.410000252046316849e+00, 2.057001974886614182e+00, 2.092797048805600024e+00, 2.294046403949300483e+00, 1.731926414380970725e+00, 2.114690491388574234e+00, 1.603961077268946545e+00, 1.710901857385574765e+00, 1.856130884768136147e+00, 1.921134286580069128e+00, 2.396906723903180492e+00, 1.870879909808600861e+00, 2.275924571932461227e+00, 1.608670620803918982e+00
3.160627345999361459e+00, 3.273003464200279211e+00, 2.632973595226618890e+00, 2.974636182453975319e+00, 2.560231045057655308e+00, 3.220259499418648641e+00, 2.339959461269043306e+00, 2.906717067546388922e+00, 2.302027460257591862e+00, 2.754577416428889869e+00, 2.778452346808336415e+00, 2.300101503465464603e+00, 2.436293124406353705e+00, 2.587501265712792264e+00, 3.392967873742124496e+00, 2.964918411232390305e+00, 3.418547304221759120e+00, 2.494883603951154161e+00, 3.286387446204455554e+00, 3.282338403374426061e+00, 3.452037071130657164e+00, 4.296897704459951228e+00, 2.776637943351576432e+00, 3.142260519616729031e+00, 2.796368420031543511e+00, 3.101882725518181338e+00, 2.886821854319589153e+00, 2.927169203175443712e+00, 3.816886869321582054e+00, 2.871830127873306271e+00, 3.540287765402976738e+00, 2.551163617705314746e+00, 2.926463012723311774e+00, 3.379898338703823946e+00, 2.591833031872271764e+00, 2.910314249664937680e+00, 2.709965025455132182e+00, 3.583124949535682280e+00, 3.043239003028205047e+00, 1.803066992307216676e+00, 2.557128817184344260e+00, 2.507610163608374965e+00, 2.415119882219470604e+00, 2.485769179461479350e+00, 2.906203597937023986e+00, 3.136234797211084224e+00, 2.219326744624118497e+00, 3.090092471564566790e+00, 2.947336189282392382e+00, 2.545019071733434668e+00, 2.632310460473902491e+00, 2.835391157539340679e+00, 2.845444095775122584e+00, 2.968568318637361259e+00, 2.805503538628548732e+00, 2.235993343832451075e+00, 2.296324639035429716e+00, 2.747204126858795448e+00, 2.755491003146395279e+00, 2.995847654567384222e+00, 2.892319978720100160e+00, 2.985486322909020718e+00, 2.664060240541875402e+00, 2.404949891024458886e+00
2.249519759347111680e+00, 2.140060517585403055e+00, 1.882304954075007863e+00, 2.801423238562134266e+00, 2.121767851364859236e+00, 2.624882308929128438e+00, 3.209321024906946374e+00, 2.231669693452285497e+00, 2.218104097684718834e+00, 2.835389250349490631e+00, 2.444742286561621292e+00, 1.933919318468434234e+00, 2.254537315239699247e+00, 2.147447135325261769e+00, 3.223805480788079159e+00, 2.734504620650296314e+00, 3.005261030295445668e+00, 3.198009789612381581e+00, 3.142208706095982240e+00, 3.128862037773361582e+00, 3.992590449638905081e+00, 3.902289869162191227e+00, 2.841666798965942320e+00, 2.401395272348437082e+00, 3.058994624452372690e+00, 3.468862620953944820e+00, 2.467649065865568758e+00, 2.604497055269011874e+00, 3.107358720349400638e+00, 2.539862643727730074e+00, 2.919457818320778664e+00, 2.412913186527890552e+00, 2.165780835955394057e+00, 2.998348336195906683e+00, 2.789478457588880023e+00, 3.039040901997751565e+00, 2.726305236293167233e+00, 3.240919690083138960e+00, 3.115206427467198225e+00, 2.762461808961542697e+00, 1.859914963216289241e+00, 2.251610063266561657e+00, 2.324643362951094527e+00, 2.606606351890711881e+00, 1.912433378526270156e+00, 1.957784724714305868e+00, 2.768084706685949747e+00, 3.162922663878832363e+00, 3.065363155457036637e+00, 2.534003560349415540e+00, 2.692123008558145791e+00, 3.179405853408683758e+00, 2.734178736921457631e+00, 2.588989190769457327e+00, 1.780717759303675374e+00, 3.016110463139713094e+00, 2.500057407735401416e+00, 2.825811078508639884e+00, 2.376134236053089488e+00, 2.286964074171820460e+00, 3.141121081878074150e+00, 3.092110453555899863e+00, 2.746569189187577198e+00, 2.413528872819567184e+00
2.259848230212422315e+00, 2.093771300073211883e+00, 2.429992678763066127e+00, 2.412304361046317513e+00, 2.428434843284786648e+00, 2.557761716238313277e+00, 2.149878254846065762e+00, 3.033692164294217175e+00, 2.409660069523650527e+00, 3.006443970220518125e+00, 2.839665856705795299e+00, 2.470271827846533874e+00, 2.163637585345356662e+00, 1.832202261158858203e+00, 3.042428338369264296e+00, 2.494648131272349634e+00, 2.894112181296450537e+00, 2.918249576431990011e+00, 2.709752144392558737e+00, 2.552273318394757240e+00, 3.783723199216980859e+00, 3.992261901525430368e+00, 2.790334345701305896e+00, 3.062237711809014939e+00, 2.798050881467878170e+00, 3.057484838693676821e+00, 2.368590362017906958e+00, 2.697091330866636216e+00, 3.579382385706315617e+00, 3.017349481402432865e+00, 3.021128009371471634e+00, 2.468609294796556775e+00, 1.888623202669789114e+00, 2.552338327698209675e+00, 2.891467702731306932e+00, 3.082525101725731353e+00, 2.975700485328699241e+00, 3.113657328523117496e+00, 2.724893813000920595e+00, 2.728697099214117738e+00, 2.376418136561115890e+00, 2.464577618867367814e+00, 2.825217805229003787e+00, 1.935158168115133970e+00, 1.804412691566997351e+00, 2.322672619986165365e+00, 2.704889640645432802e+00, 2.908161604186979332e+00, 2.716253957578332212e+00, 2.357247893889178325e+00, 2.622855008187695347e+00, 2.156365058685064007e+00, 2.513679700427195129e+00, 2.352278447961438257e+00, 2.869851071431693601e+00, 2.647830862786614947e+00, 2.471447631597612826e+00, 2.501053665069390863e+00, 2.053045543207275614e+00, 2.231965125203669853e+00, 2.289645773475810220e+00, 2.580053782765748593e+00, 1.970270542279763726e+00, 1.823423400751707169e+00
2.875517214463734206e+00, 3.111581684776294043e+00, 2.489960060174450707e+00, 2.610801420223315628e+00, 2.947245288175646127e+00, 2.788044041360782543e+00, 2.360961295455437536e+00, 3.125979842490122618e+00, 2.298430196520899749e+00, 3.008294132940248389e+00, 2.529234944986217481e+00, 2.534298664015931735e+00, 2.905316994261532226e+00, 2.640549207995451564e+00, 3.363617748463631152e+00, 2.482355976966648115e+00, 2.953916214332387380e+00, 3.235701329663839942e+00, 3.253145615417525338e+00, 2.796692780373826182e+00, 3.753669409217553987e+00, 4.005826835854239043e+00, 3.007227579284270202e+00, 3.055360183382946904e+00, 2.835806278089792798e+00, 2.808723419250922060e+00, 2.814532172061922743e+00, 2.821950141619747665e+00, 3.024645741406268407e+00, 3.161194079912245325e+00, 3.036810362889682757e+00, 2.591361001452415991e+00, 2.134787755879108850e+00, 2.766308779396723150e+00, 2.533411166603744213e+00, 2.845929770392286784e+00, 2.521452817877852581e+00, 3.023135886151246066e+00, 2.537132344041124199e+00, 2.677572420312743340e+00, 2.081912336264625463e+00, 2.083621634558350255e+00, 2.567392710751309703e+00, 2.659219404614290294e+00, 3.007295007380899499e+00, 2.182292421400214621e+00, 1.984874036019000476e+00, 3.078275501170903983e+00, 3.038279087297659053e+00, 2.806143210677795707e+00, 2.560044991592443697e+00, 3.085212688396332670e+00, 2.658863904133772493e+00, 3.329020444134242140e+00, 2.675008552608336920e+00, 2.969182452818423190e+00, 2.126272167920789435e+00, 3.364018201685725629e+00, 2.423153963158815039e+00, 2.700288685655151344e+00, 2.408861482917868280e+00, 2.723196153068779601e+00, 2.570611734018737327e+00, 2.190878609384563358e+00
2.096790349280097221e+00, 2.172084892827987002e+00, 2.306873451483323567e+00, 2.162062993550137424e+00, 2.196978359670152869e+00, 1.842680629008778714e+00, 1.847207265165229373e+00, 1.952709546089206771e+00, 2.265675305300860476e+00, 2.451287487555927402e+00, 2.675694630362464022e+00, 2.074180765097207502e+00, 2.146900199024655009e+00, 2.363997617612300761e+00, 2.751463983540899605e+00, 1.571268069340904683e+00, 2.724373183308586466e+00, 2.483595335683296934e+00, 2.422689547937559862e+00, 3.416796683610284990e+00, 3.805634287645573099e+00, 3.790325216223443316e+00, 2.943044254613197630e+00, 2.872924815860370185e+00, 3.022256758933694609e+00, 2.238597257086831771e+00, 3.590108890371767725e+00, 2.619059598019519708e+00, 3.178672363903447096e+00, 3.872389796772880199e+00, 2.872783918622039412e+00, 2.599117445972626950e+00, 2.086580763526255655e+00, 2.753892451150766085e+00, 3.078261957189016407e+00, 2.910809326669289376e+00, 2.487404833556897898e+00, 3.216584744242321214e+00, 2.142021337927815683e+00, 2.306808362699243276e+00, 2.076980099829321524e+00, 2.429022675623321970e+00, 2.335205532818672491e+00, 2.015195164203288591e+00, 2.878727506227204191e+00, 2.459186599504073367e+00, 2.855268949529481404e+00, 3.545449596810239523e+00, 3.413483695485449054e+00, 2.461943897665224146e+00, 2.908419669837906341e+00, 2.713435351773215487e+00, 2.593033482454744743e+00, 2.805215474960396360e+00, 2.667134856129421472e+00, 2.773126574023079716e+00, 1.869492913893714636e+00, 2.888822379137057972e+00, 1.869015814637293271e+00, 2.596062818605143097e+00, 2.787186476243467048e+00, 3.119409527892828660e+00, 2.266881264575096200e+00, 1.736507269205263215e+00
2.045291862696620999e+00, 1.942911719247341296e+00, 2.459011675717646561e+00, 1.711285253286507269e+00, 1.916474496831347407e+00, 2.183397789671162492e+00, 2.400031423593565361e+00, 2.249843474092987794e+00, 2.565459776254236157e+00, 2.443909378816544908e+00, 2.324522508784186314e+00, 2.119764822614404576e+00, 2.316699464504358819e+00, 1.913940373256233007e+00, 2.988187371546187077e+00, 2.402630018173240511e+00, 2.637829816831583685e+00, 2.406728821243519167e+00, 2.708845899723846262e+00, 2.866416966431752922e+00, 3.629140689536134445e+00, 3.341376095402930346e+00, 2.546057506263804004e+00, 2.545971651719556750e+00, 2.299057010989161487e+00, 2.372332071373908668e+00, 3.086604184343486601e+00, 2.326071458737304365e+00, 2.807060454689782603e+00, 2.653921087321772454e+00, 2.196255942494443669e+00, 2.772924202669767801e+00, 1.994522411753705926e+00, 1.800539289560186829e+00, 2.577585580610236793e+00, 3.199668603076107676e+00, 2.352991699854873442e+00, 2.861537480402801314e+00, 2.740315423156898245e+00, 2.699865525795468457e+00, 2.073337579491468574e+00, 2.371243296629054864e+00, 2.298001207342144969e+00, 2.850795508502841358e+00, 2.130867746270850294e+00, 2.252313369977423374e+00, 2.673777799910980413e+00, 2.365484856958697257e+00, 2.476603352202496833e+00, 2.148492610523348390e+00, 2.779039372776742844e+00, 2.513807496598314817e+00, 2.838108125120188507e+00, 3.136850592480651567e+00, 2.754968725387511252e+00, 2.284975612898879849e+00, 2.392838062071868777e+00, 2.960379099667331815e+00, 2.276580792712086243e+00, 2.557924406333460965e+00, 2.656775689437506305e+00, 2.811252972494789670e+00, 2.792436215049626469e+00, 1.703007099888347309e+00
1.855450608963657544e+00, 1.623566984213636655e+00, 1.223448257539242245e+00, 1.481597516090793487e+00, 1.942203565987051794e+00, 1.255267638132969710e+00, 1.383908040310592114e+00, 1.976937037201432323e+00, 1.127825568911063892e+00, 1.499705061769577741e+00, 1.786849581591094527e+00, 2.270005065827164881e+00, 1.619539461603894503e+00, 1.258143396447402695e+00, 1.716549287523305489e+00, 2.331333742962133471e+00, 2.222533969473156734e+00, 1.913175039966557911e+00, 1.640879598014669316e+00, 1.492543780264176556e+00, 2.008976767898305482e+00, 3.304338686061913055e+00, 1.856106073237267839e+00, 2.108690442818597521e+00, 1.737221852896520424e+00, 1.645879928113668678e+00, 1.755760533500973386e+00, 1.689101795172886167e+00, 2.673306363041239919e+00, 2.655137234987928974e+00, 1.774002503589990010e+00, 2.095024054309464923e+00, 1.953997166300041499e+00, 2.386293865004768477e+00, 2.151530391586178315e+00, 2.783996100596041856e+00, 2.170090679533281275e+00, 2.302810268011397543e+00, 1.827685689262255719e+00, 1.712296043106248167e+00, 1.153569764691637634e+00, 1.156885509917098487e+00, 2.211327678278921294e+00, 1.217254589574347401e+00, 1.196892639466178077e+00, 1.156563316887527781e+00, 1.695514524129129619e+00, 1.695456714307504109e+00, 2.375161057959767952e+00, 1.800097541901999776e+00, 1.112215604588910001e+00, 1.241188054908547223e+00, 1.928355293591640374e+00, 1.000489272774246929e+00, 1.073337832094193312e+00, 1.877003743207343645e+00, 1.160426309559397628e+00, 2.125522166870860374e+00, 1.282277905699120701e+00, 1.444004839895637993e+00, 1.965401111491253738e+00, 2.663387702558960957e+00, 1.734033231986791490e+00, 8.279172581891096616e-01
2.390998327758500963e+00, 2.434589588839805252e+00, 2.215188426461379478e+00, 2.585329303461699979e+00, 2.663627438612209186e+00, 2.574879861266097247e+00, 2.200940105956196824e+00, 2.848884399993778516e+00, 2.586185574706489021e+00, 3.122003283781416005e+00, 2.917514133032661050e+00, 1.899351758419253855e+00, 2.367073462109675397e+00, 1.879579765117272760e+00, 3.076467301667229481e+00, 2.356126884930968668e+00, 2.518669769011326220e+00, 2.564875576293502935e+00, 2.909703519709269770e+00, 2.976483200957988018e+00, 3.761657718561440600e+00, 3.387431607783966570e+00, 3.081266766912798882e+00, 3.223413969464579587e+00, 2.948212692790436407e+00, 2.077900295334050185e+00, 2.487233280680579472e+00, 1.693319867560732161e+00, 3.039460542076304339e+00, 2.991611144718641313e+00, 3.074675350500837290e+00, 2.084834179570441037e+00, 1.912948944337782509e+00, 3.051082771522575232e+00, 2.679813944138985438e+00, 3.246376324672095137e+00, 2.664238152846562624e+00, 3.041581761266975992e+00, 2.706948575157308134e+00, 2.358550039836784240e+00, 1.880926308366695832e+00, 2.025485081192524461e+00, 2.621829280535876716e+00, 2.256505132527871105e+00, 3.025449484921034049e+00, 1.853467107035355887e+00, 2.354412775138521763e+00, 3.005710893432110176e+00, 3.319515806864201224e+00, 2.879094754034951631e+00, 2.432229634093569182e+00, 2.216960020440613910e+00, 2.506407776601619730e+00, 3.153736534460068519e+00, 2.197146672568591974e+00, 3.323351376837617721e+00, 2.415334527078872640e+00, 3.091907869381470775e+00, 1.893176340557017445e+00, 2.342296904873735652e+00, 2.166790165896014475e+00, 2.250364884685610800e+00, 2.417991377555596788e+00, 2.346416924075685806e+00
