3.082498060338791479e+00, 3.118380025641998898e+00, 2.938148954116069245e+00, 2.770128624518580551e+00, 2.377544502400668502e+00, 2.785571430163291673e+00, 3.321868181271225851e+00, 2.964437034197187515e+00, 3.113721372148482214e+00, 2.947205222087622811e+00, 2.555312596074254206e+00, 3.429184969693194862e+00, 3.071408305201097200e+00, 3.168467595765791955e+00, 3.383465335026908161e+00, 3.160233838608113466e+00, 3.008900957249483366e+00, 4.233974648381955141e+00, 3.411661249940684204e+00, 3.148932085800176139e+00, 3.683227619994053015e+00, 3.651199270456154000e+00, 3.151112975499961610e+00, 3.294348385987352579e+00, 3.926928856154888070e+00, 3.212562923058973841e+00, 2.787294189222689678e+00, 2.397646498081958732e+00, 2.917537940054188983e+00, 2.641184363837895344e+00, 2.933683536640522505e+00, 3.480578452289281977e+00, 3.241871234322360351e+00, 2.954847467651115167e+00, 2.759426804334209393e+00, 2.426082993028169987e+00, 2.667324735859676554e+00, 3.028375971818906276e+00, 2.618410322604875606e+00, 2.351353442964437157e+00, 2.875974990073568716e+00, 3.385689041970035618e+00, 2.695933788457252067e+00, 2.395916338426699266e+00, 2.958959222244002429e+00, 2.473677392943876452e+00, 2.808282059218635496e+00, 3.700582431663063332e+00, 3.046893856524179878e+00, 2.595012519215994740e+00, 2.609763712811096870e+00, 2.479983584631912041e+00, 2.823558472697687449e+00, 3.150397873142883665e+00, 2.963730683588106540e+00, 2.546134123818526440e+00, 1.728015768536631747e+00
1.791739161281285186e+00, 2.529424947573181370e+00, 2.682663351934408524e+00, 2.387793532962031673e+00, 2.313279166974713252e+00, 2.587253577392558679e+00, 2.450469386385577764e+00, 3.109183792157376836e+00, 2.771721465732819301e+00, 3.036281513518646946e+00, 2.496880412472440192e+00, 3.089101437386644999e+00, 2.939081405350238541e+00, 2.493241853012799325e+00, 2.379792912549680395e+00, 2.543669647276153967e+00, 2.880669397610131632e+00, 3.857749200147755353e+00, 3.055606368601297973e+00, 2.389476818061536889e+00, 3.058600977976827284e+00, 3.028640652482135209e+00, 2.698713002012671058e+00, 2.761346734191646668e+00, 2.623416384948516811e+00, 2.159393716916413020e+00, 2.548077275361328553e+00, 2.151335410747029275e+00, 2.769197260367071589e+00, 2.869761969406653179e+00, 2.990778517973767148e+00, 2.843470293397839743e+00, 2.873556710226517374e+00, 3.057863478511474220e+00, 2.466168117252098835e+00, 1.747134965306047283e+00, 2.431938579257784561e+00, 2.548818907623011221e+00, 2.074696783149003299e+00, 2.387715363564652638e+00, 2.068600807860783597e+00, 1.836361257492129528e+00, 2.447210279724558735e+00, 2.243590148761992253e+00, 2.086437980892698718e+00, 2.356042430933304122e+00, 2.562616936354503050e+00, 2.528428128402250952e+00, 2.048146511485750665e+00, 2.424299501985905714e+00, 2.042368785502294504e+00, 1.786692724525307474e+00, 2.368358398973871015e+00, 2.945909006469205949e+00, 2.352965895474629310e+00, 2.453110398387487567e+00, 7.218065564433074899e-01
3.569752414767241255e+00, 2.916725295694456488e+00, 2.964801024223719939e+00, 3.357452515110170843e+00, 3.204980419119993318e+00, 2.882578633333988893e+00, 2.827160413319633303e+00, 2.810695050140340268e+00, 2.955061260056269568e+00, 2.951150026857141118e+00, 3.080323448388782470e+00, 3.583496878149913023e+00, 3.570359040960875863e+00, 3.773102222286619956e+00, 3.466112221813199223e+00, 3.366872842289235557e+00, 3.413394609900033849e+00, 4.413430264782864043e+00, 4.036596918919109100e+00, 3.348750065981537460e+00, 3.171056048596370136e+00, 3.017001534859925282e+00, 3.246270420837519044e+00, 3.738140650527571385e+00, 3.952859249079524684e+00, 3.589440182989440231e+00, 3.631077753763870319e+00, 3.127010267928399312e+00, 3.527215182210582611e+00, 3.598044680717343180e+00, 3.548417885464103527e+00, 3.471597625934739639e+00, 3.947613827884556059e+00, 3.457415555023090281e+00, 2.602109989460340334e+00, 2.752966074801295182e+00, 2.744510256388836389e+00, 3.011439009307128156e+00, 2.890747337872451972e+00, 3.532202312055509719e+00, 3.004231003789561427e+00, 3.195887724303795530e+00, 3.445131062518103970e+00, 3.185240402196058529e+00, 3.176866118273625972e+00, 3.257849439273765135e+00, 2.942896728850839860e+00, 3.130376903872795769e+00, 2.909263094844361852e+00, 2.718583609892399000e+00, 3.038471027420121651e+00, 2.984502465540725513e+00, 3.284990414346483423e+00, 3.657992438059625151e+00, 3.026275144473429268e+00, 2.647853210670221280e+00, 1.988528158983768446e+00
2.431450824402921818e+00, 2.798460655167495315e+00, 2.993533698270147259e+00, 2.949390296807983258e+00, 3.418167048892020166e+00, 2.443633285548579614e+00, 2.815949230363513855e+00, 2.996404480161524830e+00, 2.975360451298396214e+00, 2.664259600461363675e+00, 2.731804039501731562e+00, 3.156907430453810726e+00, 3.121432929758630070e+00, 3.521505312633753437e+00, 3.603475652289958919e+00, 3.057639284594237949e+00, 3.820748503344530977e+00, 4.622962006584988792e+00, 4.120625536839686909e+00, 3.040488570583346650e+00, 2.870219428914757565e+00, 3.779687215580886051e+00, 3.106432819264142164e+00, 3.452455909696108272e+00, 3.385739218345980461e+00, 3.364719192991389995e+00, 3.029139162082401970e+00, 2.711597631533829933e+00, 3.226621412657075805e+00, 2.969731382600571123e+00, 3.499551394812400851e+00, 3.438385898665567986e+00, 3.752135659911540522e+00, 4.023163962749905842e+00, 3.048745919009149041e+00, 2.227942181389949816e+00, 2.613750568906242133e+00, 3.213941504289023143e+00, 2.569065558935960780e+00, 2.336260743670175000e+00, 2.607182260770734228e+00, 3.671889508204608354e+00, 3.666142529076851453e+00, 3.461877809154974450e+00, 3.398292286538576956e+00, 3.497349417062180610e+00, 2.734577314737065112e+00, 2.394672933054935005e+00, 2.889988683081030185e+00, 3.312897920741446622e+00, 3.249270437211845941e+00, 2.966214462096585347e+00, 2.880404267897739956e+00, 3.277094141116663195e+00, 3.272549147675204217e+00, 2.734477347726580021e+00, 1.931378361695325729e+00
2.393845170092102848e+00, 2.889135165698380803e+00, 2.787913480935819699e+00, 2.623540651266727863e+00, 2.574523441981828142e+00, 3.039269798857354488e+00, 2.593034536169145365e+00, 2.788622090843210000e+00, 2.855870503300065089e+00, 2.716763322132787817e+00, 2.215960462164282330e+00, 2.962607356039606454e+00, 3.179942657512420556e+00, 3.270937236495809142e+00, 3.548481323392026265e+00, 2.682216701004612958e+00, 2.978956847412574049e+00, 4.575749079077098713e+00, 3.822972833586035790e+00, 3.249788981954021327e+00, 3.041165230254321727e+00, 3.507389578310404321e+00, 3.064421277324446358e+00, 3.190098362294986778e+00, 3.915279826650058137e+00, 3.328809753804194749e+00, 3.117359809766657719e+00, 2.515288911429124585e+00, 2.800968504093730882e+00, 2.797064144472375613e+00, 3.429210887346803016e+00, 3.380239010322804827e+00, 3.236321667609728170e+00, 3.400428951341994743e+00, 3.000705302484719006e+00, 2.942837578949378141e+00, 3.031193696434209883e+00, 3.082571331342806698e+00, 2.002217067735271971e+00, 2.328756897927101832e+00, 2.949220191999358587e+00, 3.195059008813932788e+00, 3.212880360909311062e+00, 3.012420006573497844e+00, 3.135835152340114007e+00, 2.387558279989819177e+00, 2.529578542431705657e+00, 3.077179371677167818e+00, 3.073517553985738449e+00, 3.214198856756580458e+00, 2.633002787289366875e+00, 2.353609269102239665e+00, 2.499467739925171017e+00, 3.197015420350563186e+00, 2.575715310696233384e+00, 2.002486171109978841e+00, 1.176689254845247667e+00
3.465704787070372106e+00, 2.991730396715097218e+00, 3.511264210855751244e+00, 3.217485141778235302e+00, 2.893106495616616147e+00, 3.110183220158717177e+00, 3.042315735983853298e+00, 3.143454637197386159e+00, 3.299009949029573896e+00, 3.133031855756385653e+00, 3.468163840471417902e+00, 3.395050119897137009e+00, 3.544710162538802667e+00, 3.424016610050955922e+00, 3.746964369859353106e+00, 3.444410211700934088e+00, 3.302030355225062053e+00, 4.548667966262434526e+00, 4.040321016940747079e+00, 3.278046365578862087e+00, 3.045904444135704825e+00, 2.964810102891622723e+00, 3.020393116448057746e+00, 3.206069638322069704e+00, 3.613658759201171300e+00, 3.284885608557519099e+00, 3.405634285683821094e+00, 2.544062765636869283e+00, 2.977987389991000100e+00, 2.597567033939444769e+00, 3.181329284178612937e+00, 3.362635145819519167e+00, 3.509584239063672673e+00, 3.473376243599436641e+00, 3.039861754826042262e+00, 2.206451553026128831e+00, 2.632936014639006839e+00, 3.301301928813592745e+00, 2.961060941129207702e+00, 3.104788528507182566e+00, 2.487751001873232948e+00, 3.208726884351705166e+00, 3.401830226370562205e+00, 2.903333335413680327e+00, 3.197433553217211344e+00, 3.263443317148918776e+00, 3.491225521516164498e+00, 3.235234944249489875e+00, 3.045276733997836160e+00, 2.981910961956410588e+00, 3.595189221493035436e+00, 3.259855677808920493e+00, 2.836227455773640216e+00, 2.695841014876532160e+00, 2.826585503459909887e+00, 2.677658348220869122e+00, 1.700137539103269146e+00
2.319641581421739041e+00, 2.881735217053824627e+00, 2.826426864682129114e+00, 2.455836116130514224e+00, 1.974588516385473058e+00, 2.029651949050940374e+00, 2.428949658262020250e+00, 2.521041001431503226e+00, 3.283524093259664767e+00, 2.573346929839282815e+00, 2.898302512577567658e+00, 2.880578851497963111e+00, 2.379476387196756804e+00, 3.114543261582487954e+00, 2.923410316398082021e+00, 3.104322267018638115e+00, 3.615715194816145228e+00, 4.489471294659464817e+00, 3.957519784145512531e+00, 3.024527557202890904e+00, 3.549623535346694503e+00, 2.881706531261679860e+00, 3.742081879688858415e+00, 3.550539908364198194e+00, 3.807189808400308628e+00, 3.999029518128145888e+00, 3.148184211641068764e+00, 3.018737999043882070e+00, 3.017056665990148101e+00, 3.403051718310936113e+00, 3.495671730393793197e+00, 3.334382328757807379e+00, 3.277706003304666993e+00, 2.664023586428524215e+00, 2.564216400494896853e+00, 2.375773917470501928e+00, 2.978410150721728211e+00, 2.733234930967091358e+00, 2.923419236785278486e+00, 3.287493183087700555e+00, 3.442357826494651274e+00, 4.072786777095322996e+00, 3.478542771475302331e+00, 3.402707225600752672e+00, 3.292006333597306433e+00, 2.640328034685484937e+00, 2.899698255931033586e+00, 3.050614193807061003e+00, 3.146060884274711977e+00, 2.850184137176503096e+00, 3.124568945493138905e+00, 2.612572062838506959e+00, 3.116613596283500875e+00, 3.349048920179167332e+00, 3.208513164343337998e+00, 2.243765894999417920e+00, 1.497473161624907290e+00
2.776548617113227202e+00, 2.355351971600184502e+00, 2.194726295888526302e+00, 2.583433371511465904e+00, 2.768108103758224914e+00, 3.049744209514702487e+00, 3.167428422289302326e+00, 2.569866469072580983e+00, 3.065141332328881418e+00, 2.672065593421882213e+00, 2.767248760268334884e+00, 3.031443978900417946e+00, 3.025395901647436325e+00, 2.665174770027244566e+00, 2.594739139573077225e+00, 3.262009696948359405e+00, 3.545439295999359697e+00, 4.014780713724130479e+00, 3.680215621702109807e+00, 3.144864139463553254e+00, 2.599479734860806523e+00, 2.858464903112458266e+00, 3.590516938662022817e+00, 3.262570757650485209e+00, 3.268932128802118697e+00, 2.942734998877877928e+00, 3.016326977502648443e+00, 2.680994633601454957e+00, 1.903648331122009152e+00, 2.403819435895439227e+00, 3.483523202894081461e+00, 3.107125631535957222e+00, 3.389795904676234262e+00, 3.429288081725367032e+00, 2.547775438621696864e+00, 2.703378661824461293e+00, 2.510202049253779766e+00, 3.266576345586747365e+00, 2.437920844588655989e+00, 2.661394595602165403e+00, 3.153559501334832760e+00, 2.779938775480978119e+00, 3.164102556470028915e+00, 2.595216908095490993e+00, 3.043127962705697964e+00, 3.035511020402234195e+00, 3.548933619706820863e+00, 3.322402225358981998e+00, 2.754119635980385006e+00, 2.466171812267694552e+00, 3.127665157045792288e+00, 2.941659211517147376e+00, 3.369080465713592876e+00, 2.930969657856727473e+00, 2.921528299372940563e+00, 2.754023758898681340e+00, 1.420162502141297134e+00
1.658261499601388023e+00, 1.635073895184204984e+00, 1.948205289981441490e+00, 1.855682158025937722e+00, 2.189480408558118096e+00, 2.276731938545910605e+00, 1.468274157586046957e+00, 1.755408056214141643e+00, 2.195678100163647617e+00, 2.397174925234911047e+00, 1.533498535252268091e+00, 1.750284444572471454e+00, 2.682866408900834276e+00, 2.674566679112690082e+00, 1.796254956141954073e+00, 1.732511242042664934e+00, 1.914769474317999931e+00, 3.089144637189751741e+00, 3.031324333308221597e+00, 2.244845422007930580e+00, 2.255144032970707091e+00, 1.970015542451805546e+00, 2.003506840907127717e+00, 2.561642086523412853e+00, 2.930978218308465610e+00, 2.448437406962777008e+00, 2.360068353859170909e+00, 2.700645583658582538e+00, 2.569441418186404036e+00, 2.218281831308124730e+00, 2.946905440612108684e+00, 2.518176045197713986e+00, 2.630776197989849408e+00, 2.762420685234473261e+00, 1.928134732087692260e+00, 1.154810718275973258e+00, 2.006381624437745259e+00, 2.191696246586146035e+00, 1.415796544683119551e+00, 1.434972349551669746e+00, 1.825515371913406515e+00, 2.335075280377855833e+00, 3.109004138639464898e+00, 2.278034016333506440e+00, 1.480502057331101629e+00, 2.176099825349919303e+00, 1.628152308867632181e+00, 1.382745551964034814e+00, 1.662920887950670279e+00, 1.670372148515257837e+00, 2.166327069374879510e+00, 1.834590844894856243e+00, 1.846559977762525673e+00, 2.211817195942661129e+00, 2.696005129257777799e+00, 1.702418016942066181e+00, 1.168315109036848432e+00
2.368729317128275724e+00, 2.919060109790549529e+00, 2.808856907871625008e+00, 2.651657750368886290e+00, 2.632853644100961787e+00, 2.683869523808084523e+00, 3.118680918373323951e+00, 3.523650327620153178e+00, 2.906381150835237293e+00, 2.659682527438405053e+00, 2.257733436742876965e+00, 3.118778346013657110e+00, 3.125098038239849441e+00, 2.784591290061336544e+00, 3.194895954871187715e+00, 3.034706931901205884e+00, 3.495281927489912288e+00, 4.181208567450359403e+00, 3.558073483082547561e+00, 3.629352159856102489e+00, 3.230095703077596525e+00, 2.837165627711140559e+00, 2.889434983240767085e+00, 2.859379025256132856e+00, 3.442647874909852135e+00, 3.242381883658567610e+00, 3.022704775605264071e+00, 2.635053049350132959e+00, 3.110675434194261069e+00, 2.909959402343455181e+00, 3.584509112527765495e+00, 2.966958397094111355e+00, 3.464608011512109620e+00, 3.678538223461177203e+00, 2.655214313773520018e+00, 1.827802926689099827e+00, 2.952156165911230978e+00, 3.137975384522698974e+00, 2.969508220750759264e+00, 2.747007419059492861e+00, 2.634336224517853875e+00, 3.124585888559799685e+00, 3.529232112315415559e+00, 3.266805724251062859e+00, 2.472185264221813394e+00, 2.387783875814357248e+00, 3.117253586526080422e+00, 3.131725105133657650e+00, 3.180309611147566606e+00, 3.247564572096086177e+00, 3.277527287371844178e+00, 2.444760266836898843e+00, 3.026233882853315738e+00, 2.419263826442394461e+00, 2.471189077554081237e+00, 2.650885150762089637e+00, 1.803901435440144141e+00
