Datetime,Open,High,Low,Close
2023-10-16 09:00:00+02:00,98.0800018310547,98.1900024414062,97.7300033569336,97.9499969482422
2023-10-16 09:01:00+02:00,98.1399993896484,98.1399993896484,98.1399993896484,98.1399993896484
2023-10-16 09:02:00+02:00,98.0999984741211,98.0999984741211,98.0999984741211,98.0999984741211
2023-10-16 09:03:00+02:00,98.0699996948242,98.1600036621094,98.0500030517578,98.1600036621094
2023-10-16 09:04:00+02:00,98.1500015258789,98.3600006103516,98.1500015258789,98.3399963378906
2023-10-16 09:05:00+02:00,98.4100036621094,98.4100036621094,98.3199996948242,98.3199996948242
2023-10-16 09:06:00+02:00,98.3600006103516,98.3700027465821,98.3499984741211,98.3700027465821
2023-10-16 09:07:00+02:00,98.3199996948242,98.3199996948242,98.25,98.2600021362305
2023-10-16 09:08:00+02:00,98.2200012207031,98.2699966430664,98.1699981689453,98.2200012207031
2023-10-16 09:09:00+02:00,98.0999984741211,98.0999984741211,98.0500030517578,98.0699996948242
2023-10-16 09:10:00+02:00,98.0899963378906,98.0899963378906,98.0400009155273,98.0400009155273
2023-10-16 09:11:00+02:00,98.0500030517578,98.0500030517578,97.9199981689453,97.9199981689453
2023-10-16 09:12:00+02:00,97.9199981689453,97.9400024414062,97.9199981689453,97.9400024414062
2023-10-16 09:13:00+02:00,97.8300018310547,97.870002746582,97.8300018310547,97.8600006103516
2023-10-16 09:14:00+02:00,97.879997253418,97.9300003051758,97.879997253418,97.9300003051758
2023-10-16 09:15:00+02:00,97.9499969482422,97.9800033569336,97.8899993896484,97.8899993896484
2023-10-16 09:16:00+02:00,97.879997253418,97.9000015258789,97.879997253418,97.9000015258789
2023-10-16 09:17:00+02:00,97.9199981689453,97.9700012207031,97.9100036621094,97.9100036621094
2023-10-16 09:18:00+02:00,97.9000015258789,97.9000015258789,97.870002746582,97.870002746582
2023-10-16 09:19:00+02:00,97.870002746582,97.870002746582,97.8499984741211,97.8499984741211
2023-10-16 09:20:00+02:00,97.8499984741211,97.870002746582,97.7799987792969,97.8199996948242
2023-10-16 09:21:00+02:00,97.8099975585938,97.8199996948242,97.7600021362305,97.7600021362305
2023-10-16 09:22:00+02:00,97.7600021362305,97.7900009155274,97.6999969482422,97.7900009155274
2023-10-16 09:23:00+02:00,97.8199996948242,97.8300018310547,97.8000030517578,97.8300018310547
2023-10-16 09:24:00+02:00,97.8000030517578,97.8199996948242,97.8000030517578,97.8199996948242
2023-10-16 09:25:00+02:00,97.8000030517578,97.8399963378906,97.7799987792969,97.8199996948242
2023-10-16 09:26:00+02:00,97.8000030517578,97.8199996948242,97.7600021362305,97.7699966430664
2023-10-16 09:27:00+02:00,97.8300018310547,97.8300018310547,97.8099975585938,97.8099975585938
2023-10-16 09:28:00+02:00,97.7799987792969,97.7799987792969,97.7099990844727,97.7099990844727
2023-10-16 09:29:00+02:00,97.6900024414062,97.8499984741211,97.6900024414062,97.8499984741211
2023-10-16 09:30:00+02:00,97.8000030517578,97.870002746582,97.8000030517578,97.870002746582
2023-10-16 09:31:00+02:00,97.8499984741211,97.879997253418,97.8499984741211,97.870002746582
2023-10-16 09:32:00+02:00,97.8600006103516,97.8899993896484,97.8499984741211,97.8600006103516
2023-10-16 09:34:00+02:00,97.8300018310547,97.8399963378906,97.7900009155274,97.8000030517578
2023-10-16 09:35:00+02:00,97.7799987792969,97.8199996948242,97.7799987792969,97.7900009155274
2023-10-16 09:36:00+02:00,97.7799987792969,97.8099975585938,97.7799987792969,97.8099975585938
2023-10-16 09:37:00+02:00,97.8199996948242,97.8199996948242,97.7699966430664,97.7699966430664
2023-10-16 09:38:00+02:00,97.75,97.75,97.75,97.75
2023-10-16 09:39:00+02:00,97.7600021362305,97.7600021362305,97.7300033569336,97.7300033569336
2023-10-16 09:40:00+02:00,97.7099990844727,97.7099990844727,97.6800003051758,97.6999969482422
2023-10-16 09:41:00+02:00,97.6800003051758,97.6999969482422,97.6800003051758,97.6999969482422
2023-10-16 09:42:00+02:00,97.6900024414062,97.7300033569336,97.6900024414062,97.7300033569336
2023-10-16 09:43:00+02:00,97.6900024414062,97.6900024414062,97.5400009155274,97.5400009155274
2023-10-16 09:44:00+02:00,97.5699996948242,97.6100006103516,97.5500030517578,97.5500030517578
2023-10-16 09:45:00+02:00,97.5400009155274,97.6399993896484,97.5400009155274,97.6399993896484
2023-10-16 09:46:00+02:00,97.6100006103516,97.6100006103516,97.5899963378906,97.5899963378906
2023-10-16 09:47:00+02:00,97.5500030517578,97.5500030517578,97.5100021362305,97.5100021362305
2023-10-16 09:48:00+02:00,97.4899978637695,97.4899978637695,97.370002746582,97.379997253418
2023-10-16 09:49:00+02:00,97.3499984741211,97.4700012207031,97.3499984741211,97.4700012207031
2023-10-16 09:50:00+02:00,97.4599990844727,97.5199966430664,97.4499969482422,97.5199966430664
2023-10-16 09:51:00+02:00,97.5400009155274,97.629997253418,97.5400009155274,97.629997253418
2023-10-16 09:52:00+02:00,97.620002746582,97.629997253418,97.5999984741211,97.629997253418
2023-10-16 09:53:00+02:00,97.6100006103516,97.620002746582,97.6100006103516,97.620002746582
