Id;StepTotal
1503960366;135
1503960366;145
1503960366;198
1503960366;231
1503960366;1497
1503960366;1011
1503960366;307
1503960366;3617
1503960366;82
1503960366;7
1503960366;41
1503960366;106
1503960366;0
1503960366;0
1503960366;0
1503960366;43
1503960366;251
1503960366;194
1503960366;104
1503960366;30
1503960366;33
1503960366;33
1503960366;176
1503960366;152
1503960366;343
1503960366;20
1503960366;109
1503960366;17
1503960366;2534
1503960366;2861
1503960366;3804
1503960366;1268
1503960366;388
1503960366;0
1503960366;0
1503960366;168
1503960366;0
1503960366;8
1503960366;0
1503960366;66
1503960366;26
1503960366;95
1503960366;53
1503960366;311
1503960366;23
1503960366;486
1503960366;92
1503960366;274
1503960366;675
1503960366;247
1503960366;111
1503960366;3545
1503960366;1840
1503960366;525
1503960366;773
1503960366;1542
1503960366;256
1503960366;11
1503960366;91
1503960366;41
1503960366;7
1503960366;4
1503960366;0
1503960366;0
1503960366;0
1503960366;80
1503960366;1746
1503960366;462
1503960366;572
1503960366;698
1503960366;25
1503960366;559
1503960366;112
1503960366;288
1503960366;215
1503960366;325
1503960366;376
1503960366;308
1503960366;203
1503960366;3637
1503960366;121
1503960366;53
1503960366;63
1503960366;9
1503960366;0
1503960366;31
1503960366;0
1503960366;37
1503960366;407
1503960366;1999
1503960366;336
1503960366;348
1503960366;2113
1503960366;262
1503960366;516
1503960366;112
1503960366;206
1503960366;758
1503960366;1444
1503960366;2628
1503960366;1429
1503960366;417
1503960366;221
1503960366;1028
1503960366;236
1503960366;45
1503960366;407
1503960366;49
1503960366;0
1503960366;0
1503960366;6
1503960366;19
1503960366;181
1503960366;1769
1503960366;302
1503960366;282
1503960366;272
1503960366;2532
1503960366;1610
1503960366;741
1503960366;565
1503960366;447
1503960366;1646
1503960366;272
1503960366;2351
1503960366;326
1503960366;148
1503960366;638
1503960366;84
1503960366;36
1503960366;44
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;767
1503960366;1426
1503960366;399
1503960366;96
1503960366;161
1503960366;2729
1503960366;71
1503960366;145
1503960366;116
1503960366;112
1503960366;1027
1503960366;1927
1503960366;1124
1503960366;1320
1503960366;295
1503960366;95
1503960366;7
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;1610
1503960366;723
1503960366;22
1503960366;1039
1503960366;136
1503960366;1574
1503960366;464
1503960366;770
1503960366;357
1503960366;347
1503960366;1627
1503960366;162
1503960366;25
1503960366;104
1503960366;1231
1503960366;320
1503960366;49
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;969
1503960366;1064
1503960366;189
1503960366;93
1503960366;173
1503960366;3159
1503960366;163
1503960366;174
1503960366;1353
1503960366;223
1503960366;2463
1503960366;1408
1503960366;465
1503960366;107
1503960366;149
1503960366;59
1503960366;45
1503960366;222
1503960366;6
1503960366;0
1503960366;0
1503960366;9
1503960366;9
1503960366;50
1503960366;49
1503960366;615
1503960366;102
1503960366;1854
1503960366;2109
1503960366;26
1503960366;1257
1503960366;11
1503960366;2742
1503960366;1692
1503960366;65
1503960366;193
1503960366;394
1503960366;914
1503960366;9
1503960366;322
1503960366;0
1503960366;0
1503960366;142
1503960366;0
1503960366;0
1503960366;0
1503960366;18
1503960366;0
1503960366;0
1503960366;0
1503960366;41
1503960366;1093
1503960366;3328
1503960366;1734
1503960366;224
1503960366;32
1503960366;17
1503960366;8
1503960366;117
1503960366;613
1503960366;55
1503960366;23
1503960366;2290
1503960366;0
1503960366;0
1503960366;91
1503960366;0
1503960366;0
1503960366;0
1503960366;0
1503960366;19
1503960366;211
1503960366;1762
1503960366;273
1503960366;132
1503960366;1086
1503960366;1434
1503960366;394
1503960366;509
1503960366;446
1503960366;418
1503960366;2340
1503960366;1132
1503960366;272
1503960366;66
1503960366;59
1503960366;346
1624580081;231
1624580081;208
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;24
1624580081;155
1624580081;60
1624580081;112
1624580081;186
1624580081;0
1624580081;0
1624580081;190
1624580081;361
1624580081;94
1624580081;157
1624580081;59
1624580081;258
1624580081;84
1624580081;0
1624580081;27
1624580081;191
1624580081;0
1624580081;12
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;207
1624580081;226
1624580081;0
1624580081;0
1624580081;54
1624580081;0
1624580081;0
1624580081;0
1624580081;453
1624580081;0
1624580081;45
1624580081;6
1624580081;30
1624580081;15
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;312
1624580081;0
1624580081;0
1624580081;374
1624580081;12
1624580081;242
1624580081;610
1624580081;350
1624580081;70
1624580081;160
1624580081;73
1624580081;305
1624580081;17
1624580081;0
1624580081;37
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;63
1624580081;2428
1624580081;3801
1624580081;19
1624580081;107
1624580081;0
1624580081;71
1624580081;0
1624580081;1020
1624580081;498
1624580081;0
1624580081;114
1624580081;272
1624580081;1556
1624580081;0
1624580081;65
1624580081;99
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;65
1624580081;0
1624580081;66
1624580081;29
1624580081;4083
1624580081;1024
1624580081;58
1624580081;49
1624580081;0
1624580081;1307
1624580081;195
1624580081;303
1624580081;1159
1624580081;103
1624580081;134
1624580081;1029
1624580081;146
1624580081;106
1624580081;15
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;2707
1624580081;2086
1624580081;83
1624580081;60
1624580081;3788
1624580081;1831
1624580081;0
1624580081;0
1624580081;0
1624580081;66
1624580081;603
1624580081;1375
1624580081;1013
1624580081;506
1624580081;1693
1624580081;179
1624580081;0
1624580081;157
1624580081;0
1624580081;8
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;54
1624580081;80
1624580081;0
1624580081;53
1624580081;143
1624580081;0
1624580081;0
1624580081;56
1624580081;265
1624580081;915
1624580081;868
1624580081;104
1624580081;0
1624580081;493
1624580081;123
1624580081;122
1624580081;9
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;625
1624580081;111
1624580081;36
1624580081;184
1624580081;0
1624580081;119
1624580081;41
1624580081;296
1624580081;19
1624580081;38
1624580081;67
1624580081;274
1624580081;0
1624580081;327
1624580081;88
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;129
1624580081;3442
1624580081;316
1624580081;0
1624580081;0
1624580081;66
1624580081;203
1624580081;26
1624580081;137
1624580081;52
1624580081;49
1624580081;103
1624580081;56
1624580081;117
1624580081;63
1624580081;0
1624580081;20
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;93
1624580081;151
1624580081;117
1624580081;0
1624580081;77
1624580081;142
1624580081;0
1624580081;68
1624580081;966
1624580081;0
1624580081;16
1624580081;65
1624580081;39
1624580081;205
1624580081;88
1624580081;108
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;171
1624580081;2122
1624580081;164
1624580081;207
1624580081;43
1624580081;0
1624580081;0
1624580081;0
1624580081;104
1624580081;0
1624580081;818
1624580081;72
1624580081;0
1624580081;0
1624580081;0
1624580081;39
1624580081;0
1624580081;0
1624580081;0
1624580081;11
1624580081;0
1624580081;0
1624580081;0
1624580081;527
1624580081;25
1624580081;0
1624580081;6
1624580081;231
1624580081;274
1624580081;80
1624580081;0
1624580081;200
1624580081;363
1624580081;2199
1624580081;8
1624580081;59
1624580081;176
1624580081;143
1624580081;126
1624580081;201
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;137
1624580081;88
1624580081;222
1624580081;14
1624580081;0
1624580081;86
1624580081;312
1624580081;0
1624580081;110
1624580081;118
1624580081;13
1624580081;43
1624580081;54
1624580081;47
1624580081;7
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;24
1624580081;0
1624580081;252
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;12
1624580081;9
1624580081;399
1624580081;248
1624580081;328
1624580081;152
1624580081;0
1624580081;272
1624580081;106
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;275
1624580081;43
1624580081;0
1624580081;391
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;143
1624580081;439
1624580081;508
1624580081;0
1624580081;283
1624580081;76
1624580081;231
1624580081;96
1624580081;62
1624580081;147
1624580081;0
1624580081;365
1624580081;91
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;103
1624580081;52
1624580081;0
1624580081;68
1624580081;439
1624580081;0
1624580081;76
1624580081;0
1624580081;0
1624580081;540
1624580081;27
1624580081;80
1624580081;0
1624580081;64
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;11
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;10
1624580081;94
1624580081;176
1624580081;26
1624580081;0
1624580081;287
1624580081;0
1624580081;0
1624580081;115
1624580081;362
1624580081;0
1624580081;45
1624580081;368
1624580081;50
1624580081;826
1624580081;6
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;8
1624580081;12
1624580081;0
1624580081;0
1624580081;221
1624580081;17
1624580081;0
1624580081;0
1624580081;13
1624580081;146
1624580081;126
1624580081;28
1624580081;6
1624580081;46
1624580081;62
1624580081;158
1624580081;0
1624580081;0
1624580081;225
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;7
1624580081;67
1624580081;0
1624580081;123
1624580081;15
1624580081;26
1624580081;35
1624580081;412
1624580081;182
1624580081;1341
1624580081;286
1624580081;1396
1624580081;216
1624580081;175
1624580081;64
1624580081;0
1624580081;11
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;2921
1624580081;3795
1624580081;34
1624580081;0
1624580081;108
1624580081;0
1624580081;0
1624580081;69
1624580081;14
1624580081;27
1624580081;81
1624580081;604
1624580081;758
1624580081;95
1624580081;31
1624580081;579
1624580081;81
1624580081;0
1624580081;171
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;60
1624580081;78
1624580081;0
1624580081;0
1624580081;253
1624580081;0
1624580081;17
1624580081;97
1624580081;341
1624580081;54
1624580081;0
1624580081;60
1624580081;344
1624580081;286
1624580081;76
1624580081;7
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;140
1624580081;234
1624580081;0
1624580081;200
1624580081;186
1624580081;1029
1624580081;307
1624580081;0
1624580081;49
1624580081;0
1624580081;0
1624580081;23
1624580081;213
1624580081;160
1624580081;0
1624580081;131
1624580081;141
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;849
1624580081;3233
1624580081;5033
1624580081;4895
1624580081;3248
1624580081;56
1624580081;307
1624580081;61
1624580081;121
1624580081;135
1624580081;123
1624580081;12
1624580081;45
1624580081;74
1624580081;55
1624580081;0
1624580081;14
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;120
1624580081;138
1624580081;128
1624580081;57
1624580081;0
1624580081;85
1624580081;0
1624580081;118
1624580081;133
1624580081;39
1624580081;63
1624580081;385
1624580081;0
1624580081;0
1624580081;0
1624580081;21
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;6
1624580081;0
1624580081;0
1624580081;0
1624580081;8
1624580081;206
1624580081;43
1624580081;187
1624580081;0
1624580081;50
1624580081;0
1624580081;0
1624580081;307
1624580081;0
1624580081;0
1624580081;102
1624580081;74
1624580081;0
1624580081;0
1624580081;0
1624580081;223
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;74
1624580081;245
1624580081;0
1624580081;7
1624580081;116
1624580081;0
1624580081;97
1624580081;95
1624580081;105
1624580081;0
1624580081;143
1624580081;6
1624580081;194
1624580081;0
1624580081;35
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;28
1624580081;4871
1624580081;102
1624580081;0
1624580081;0
1624580081;6
1624580081;79
1624580081;60
1624580081;457
1624580081;39
1624580081;12
1624580081;50
1624580081;376
1624580081;0
1624580081;71
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;100
1624580081;88
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;1324
1624580081;658
1624580081;175
1624580081;80
1624580081;0
1624580081;4
1624580081;325
1624580081;0
1624580081;183
1624580081;476
1624580081;88
1624580081;273
1624580081;101
1624580081;0
1624580081;36
1624580081;13
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;271
1624580081;261
1624580081;808
1624580081;452
1624580081;345
1624580081;446
1624580081;277
1624580081;57
1624580081;136
1624580081;0
1624580081;0
1624580081;160
1624580081;274
1624580081;0
1624580081;119
1624580081;65
1624580081;8
1624580081;54
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;43
1624580081;5231
1624580081;2214
1624580081;314
1624580081;14
1624580081;540
1624580081;114
1624580081;120
1624580081;232
1624580081;255
1624580081;319
1624580081;0
1624580081;71
1624580081;218
1624580081;69
1624580081;31
1624580081;0
1624580081;0
1624580081;7
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;0
1624580081;1085
1624580081;5375
1644430081;38
1644430081;16
1644430081;1
1644430081;1
1644430081;1
1644430081;1
1644430081;2
1644430081;1
1644430081;1
1644430081;1
1644430081;1
1644430081;25
1644430081;334
1644430081;675
1644430081;631
1644430081;945
1644430081;1647
1644430081;742
1644430081;2804
1644430081;2494
1644430081;2339
1644430081;2304
1644430081;1684
1644430081;14
1644430081;14
1644430081;14
1644430081;44
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;5
1644430081;8
1644430081;487
1644430081;0
1644430081;142
1644430081;4655
1644430081;1189
1644430081;1176
1644430081;176
1644430081;27
1644430081;21
1644430081;0
1644430081;0
1644430081;29
1644430081;0
1644430081;12
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;13
1644430081;612
1644430081;163
1644430081;187
1644430081;55
1644430081;333
1644430081;353
1644430081;208
1644430081;173
1644430081;26
1644430081;692
1644430081;177
1644430081;640
1644430081;447
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;22
1644430081;528
1644430081;174
1644430081;103
1644430081;19
1644430081;123
1644430081;315
1644430081;204
1644430081;41
1644430081;84
1644430081;167
1644430081;1525
1644430081;2730
1644430081;2334
1644430081;2018
1644430081;1332
1644430081;0
1644430081;35
1644430081;2
1644430081;1
1644430081;1
1644430081;1
1644430081;1
1644430081;1
1644430081;1
1644430081;135
1644430081;198
1644430081;160
1644430081;4
1644430081;434
1644430081;159
1644430081;46
1644430081;211
1644430081;336
1644430081;237
1644430081;1569
1644430081;2522
1644430081;1239
1644430081;2164
1644430081;1210
1644430081;111
1644430081;14
1644430081;2
1644430081;1
1644430081;2
1644430081;2
1644430081;2
1644430081;2
1644430081;2
1644430081;140
1644430081;377
1644430081;78
1644430081;92
1644430081;244
1644430081;18
1644430081;61
1644430081;127
1644430081;103
1644430081;36
1644430081;524
1644430081;27
1644430081;533
1644430081;595
1644430081;215
1644430081;1048
1644430081;580
1644430081;97
1644430081;6
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;480
1644430081;463
1644430081;228
1644430081;17
1644430081;4
1644430081;2
1644430081;3
1644430081;10
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;11
1644430081;95
1644430081;4
1644430081;4
1644430081;4
1644430081;116
1644430081;352
1644430081;510
1644430081;120
1644430081;54
1644430081;52
1644430081;8
1644430081;224
1644430081;31
1644430081;14
1644430081;24
1644430081;36
1644430081;27
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;31
1644430081;61
1644430081;567
1644430081;2278
1644430081;368
1644430081;79
1644430081;8
1644430081;234
1644430081;248
1644430081;176
1644430081;688
1644430081;511
1644430081;82
1644430081;215
1644430081;5
1644430081;5
1644430081;6
1644430081;5
1644430081;6
1644430081;5
1644430081;6
1644430081;5
1644430081;672
1644430081;53
1644430081;369
1644430081;81
1644430081;482
1644430081;24
1644430081;37
1644430081;252
1644430081;72
1644430081;566
1644430081;997
1644430081;125
1644430081;47
1644430081;5
1644430081;66
1644430081;210
1644430081;22
1644430081;3
1644430081;3
1644430081;3
1644430081;3
1644430081;3
1644430081;3
1644430081;3
1644430081;548
1644430081;611
1644430081;10
1644430081;9
1644430081;36
1644430081;341
1644430081;44
1644430081;18
1644430081;279
1644430081;573
1644430081;1666
1644430081;2573
1644430081;1807
1644430081;2704
1644430081;2150
1644430081;376
1644430081;88
1644430081;2
1644430081;2
1644430081;2
1644430081;2
1644430081;2
1644430081;2
1644430081;2
1644430081;138
1644430081;141
1644430081;145
1644430081;145
1644430081;468
1644430081;26
1644430081;26
1644430081;26
1644430081;25
1644430081;99
1644430081;1325
1644430081;1200
1644430081;599
1644430081;1338
1644430081;1148
1644430081;314
1644430081;7
1644430081;8
1644430081;7
1644430081;7
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;489
1644430081;25
1644430081;302
1644430081;8
1644430081;185
1644430081;55
1644430081;8
1644430081;9
1644430081;8
1644430081;439
1644430081;483
1644430081;537
1644430081;960
1644430081;1265
1644430081;7
1644430081;7
1644430081;4
1644430081;4
1644430081;3
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;482
1644430081;4
1644430081;4
1644430081;3
1644430081;4
1644430081;4
1644430081;3
1644430081;4
1644430081;4
1644430081;154
1644430081;620
1644430081;136
1644430081;783
1644430081;735
1644430081;0
1644430081;0
1644430081;0
1644430081;44
1644430081;44
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;418
1644430081;1234
1644430081;0
1644430081;0
1644430081;17
1644430081;0
1644430081;35
1644430081;44
1644430081;692
1644430081;19
1644430081;35
1644430081;530
1644430081;9
1644430081;17
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;2
1644430081;8
1644430081;9
1644430081;9
1644430081;3825
1644430081;503
1644430081;192
1644430081;61
1644430081;1
1644430081;1
1644430081;1
1644430081;1
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;719
1644430081;32
1644430081;102
1644430081;16
1644430081;37
1644430081;341
1644430081;433
1644430081;34
1644430081;101
1644430081;706
1644430081;204
1644430081;2958
1644430081;452
1644430081;942
1644430081;201
1644430081;4
1644430081;3
1644430081;4
1644430081;3
1644430081;4
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;202
1644430081;477
1644430081;6
1644430081;139
1644430081;99
1644430081;290
1644430081;12
1644430081;184
1644430081;203
1644430081;228
1644430081;1528
1644430081;1676
1644430081;1372
1644430081;1984
1644430081;1780
1644430081;22
1644430081;4
1644430081;4
1644430081;4
1644430081;4
1644430081;0
1644430081;0
1644430081;0
1644430081;185
1644430081;382
1644430081;385
1644430081;86
1644430081;443
1644430081;57
1644430081;525
1644430081;209
1644430081;79
1644430081;110
1644430081;1023
1644430081;286
1644430081;3758
1644430081;462
1644430081;29
1644430081;30
1644430081;21
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;0
1644430081;430
1644430081;25
1644430081;156
1644430081;41
1644430081;106
