Id;TotalIntensity;AverageIntensity
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;2;33333
1927972279;3;5
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;11;183333
1927972279;22;366667
1927972279;29;483333
1927972279;13;216667
1927972279;5;83333
1927972279;8;133333
1927972279;9;15
1927972279;14;233333
1927972279;21;35
1927972279;7;116667
1927972279;10;166667
1927972279;1;16667
1927972279;4;66667
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;1;16667
1927972279;10;166667
1927972279;17;283333
1927972279;2;33333
1927972279;3;5
1927972279;3;5
1927972279;1;16667
1927972279;2;33333
1927972279;4;66667
1927972279;7;116667
1927972279;0;0
1927972279;5;83333
1927972279;5;83333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;5;83333
1927972279;4;66667
1927972279;4;66667
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;2;33333
1927972279;1;16667
1927972279;1;16667
1927972279;0;0
1927972279;2;33333
1927972279;78;13
1927972279;109;1816667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;6;1
1927972279;4;66667
1927972279;7;116667
1927972279;2;33333
1927972279;6;1
1927972279;1;16667
1927972279;7;116667
1927972279;5;83333
1927972279;4;66667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;3;5
1927972279;12;2
1927972279;30;5
1927972279;26;433333
1927972279;11;183333
1927972279;10;166667
1927972279;4;66667
1927972279;8;133333
1927972279;2;33333
1927972279;18;3
1927972279;2;33333
1927972279;8;133333
1927972279;18;3
1927972279;4;66667
1927972279;13;216667
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;4;66667
1927972279;5;83333
1927972279;2;33333
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;5;83333
1927972279;5;83333
1927972279;19;316667
1927972279;13;216667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;6;1
1927972279;2;33333
1927972279;4;66667
1927972279;1;16667
1927972279;5;83333
1927972279;4;66667
1927972279;40;666667
1927972279;20;333333
1927972279;26;433333
1927972279;4;66667
1927972279;18;3
1927972279;3;5
1927972279;8;133333
1927972279;4;66667
1927972279;20;333333
1927972279;10;166667
1927972279;16;266667
1927972279;13;216667
1927972279;5;83333
1927972279;4;66667
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;14;233333
1927972279;8;133333
1927972279;1;16667
1927972279;6;1
1927972279;8;133333
1927972279;27;45
1927972279;11;183333
1927972279;7;116667
1927972279;8;133333
1927972279;7;116667
1927972279;5;83333
1927972279;15;25
1927972279;5;83333
1927972279;12;2
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;6;1
1927972279;3;5
1927972279;14;233333
1927972279;156;26
1927972279;159;265
1927972279;114;19
1927972279;11;183333
1927972279;13;216667
1927972279;92;1533333
1927972279;16;266667
1927972279;3;5
1927972279;5;83333
1927972279;3;5
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;2;33333
1927972279;4;66667
1927972279;1;16667
1927972279;2;33333
1927972279;16;266667
1927972279;18;3
1927972279;14;233333
1927972279;10;166667
1927972279;145;2416667
1927972279;8;133333
1927972279;86;1433333
1927972279;100;1666667
1927972279;0;0
1927972279;78;13
1927972279;24;4
1927972279;25;416667
1927972279;68;1133333
1927972279;89;1483333
1927972279;1;16667
1927972279;6;1
1927972279;8;133333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;4;66667
1927972279;1;16667
1927972279;5;83333
1927972279;11;183333
1927972279;0;0
1927972279;12;2
1927972279;3;5
1927972279;0;0
1927972279;3;5
1927972279;21;35
1927972279;56;933333
1927972279;49;816667
1927972279;41;683333
1927972279;8;133333
1927972279;0;0
1927972279;1;16667
1927972279;7;116667
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;2;33333
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;13;216667
1927972279;14;233333
1927972279;174;29
1927972279;163;2716667
1927972279;118;1966667
1927972279;16;266667
1927972279;1;16667
1927972279;5;83333
1927972279;6;1
1927972279;1;16667
1927972279;0;0
1927972279;3;5
1927972279;1;16667
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;3;5
1927972279;12;2
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;4;66667
1927972279;4;66667
1927972279;57;95
1927972279;102;17
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;4;66667
1927972279;5;83333
1927972279;1;16667
1927972279;4;66667
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;6;1
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;3;5
1927972279;8;133333
1927972279;8;133333
1927972279;4;66667
1927972279;4;66667
1927972279;31;516667
1927972279;51;85
1927972279;61;1016667
1927972279;7;116667
1927972279;11;183333
1927972279;3;5
1927972279;5;83333
1927972279;0;0
1927972279;9;15
1927972279;6;1
1927972279;0;0
1927972279;3;5
1927972279;1;16667
1927972279;0;0
1927972279;1;16667
1927972279;2;33333
1927972279;0;0
1927972279;2;33333
1927972279;11;183333
1927972279;2;33333
1927972279;23;383333
1927972279;18;3
1927972279;5;83333
1927972279;21;35
1927972279;47;783333
1927972279;55;916667
1927972279;42;7
1927972279;2;33333
1927972279;4;66667
1927972279;4;66667
1927972279;14;233333
1927972279;0;0
1927972279;4;66667
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;18;3
1927972279;20;333333
1927972279;11;183333
1927972279;17;283333
1927972279;2;33333
1927972279;1;16667
1927972279;23;383333
1927972279;15;25
1927972279;9;15
1927972279;8;133333
1927972279;12;2
1927972279;4;66667
1927972279;4;66667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;5;83333
1927972279;1;16667
1927972279;8;133333
1927972279;3;5
1927972279;3;5
1927972279;11;183333
1927972279;7;116667
1927972279;12;2
1927972279;30;5
1927972279;14;233333
1927972279;0;0
1927972279;27;45
1927972279;3;5
1927972279;3;5
1927972279;0;0
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;9;15
1927972279;7;116667
1927972279;10;166667
1927972279;4;66667
1927972279;2;33333
1927972279;4;66667
1927972279;7;116667
1927972279;3;5
1927972279;3;5
1927972279;30;5
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;6;1
1927972279;9;15
1927972279;9;15
1927972279;1;16667
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;2;33333
1927972279;16;266667
1927972279;24;4
1927972279;18;3
1927972279;2;33333
1927972279;6;1
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;5;83333
1927972279;2;33333
1927972279;8;133333
1927972279;11;183333
1927972279;6;1
1927972279;11;183333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;9;15
1927972279;12;2
1927972279;10;166667
1927972279;3;5
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;4;66667
1927972279;6;1
1927972279;1;16667
1927972279;16;266667
1927972279;10;166667
1927972279;24;4
1927972279;19;316667
1927972279;8;133333
1927972279;40;666667
1927972279;6;1
1927972279;4;66667
1927972279;3;5
1927972279;8;133333
1927972279;3;5
1927972279;0;0
1927972279;0;0
1927972279;4;66667
1927972279;2;33333
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;0;0
1927972279;5;83333
1927972279;23;383333
1927972279;1;16667
1927972279;1;16667
1927972279;14;233333
1927972279;6;1
1927972279;15;25
1927972279;5;83333
1927972279;11;183333
1927972279;4;66667
1927972279;14;233333
1927972279;6;1
1927972279;9;15
1927972279;8;133333
1927972279;10;166667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;6;1
1927972279;5;83333
1927972279;1;16667
1927972279;4;66667
1927972279;0;0
1927972279;8;133333
1927972279;3;5
1927972279;0;0
1927972279;3;5
1927972279;4;66667
1927972279;16;266667
1927972279;12;2
1927972279;2;33333
1927972279;2;33333
1927972279;4;66667
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;1;16667
1927972279;0;0
1927972279;2;33333
1927972279;0;0
1927972279;0;0
1927972279;0;0
1927972279;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;15;25
2022484408;115;1916667
2022484408;12;2
2022484408;10;166667
2022484408;39;65
2022484408;27;45
2022484408;16;266667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;36;6
2022484408;25;416667
2022484408;7;116667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;10;166667
2022484408;32;533333
2022484408;30;5
2022484408;21;35
2022484408;0;0
2022484408;4;66667
2022484408;27;45
2022484408;19;316667
2022484408;17;283333
2022484408;18;3
2022484408;17;283333
2022484408;103;1716667
2022484408;18;3
2022484408;0;0
2022484408;0;0
2022484408;10;166667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;25;416667
2022484408;155;2583333
2022484408;19;316667
2022484408;1;16667
2022484408;13;216667
2022484408;29;483333
2022484408;35;583333
2022484408;38;633333
2022484408;1;16667
2022484408;6;1
2022484408;30;5
2022484408;50;833333
2022484408;20;333333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;16;266667
2022484408;124;2066667
2022484408;72;12
2022484408;13;216667
2022484408;35;583333
2022484408;31;516667
2022484408;14;233333
2022484408;30;5
2022484408;30;5
2022484408;101;1683333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;6;1
2022484408;153;255
2022484408;7;116667
2022484408;15;25
2022484408;22;366667
2022484408;33;55
2022484408;31;516667
2022484408;58;966667
2022484408;25;416667
2022484408;22;366667
2022484408;26;433333
2022484408;23;383333
2022484408;32;533333
2022484408;1;16667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;4;66667
2022484408;17;283333
2022484408;29;483333
2022484408;38;633333
2022484408;25;416667
2022484408;13;216667
2022484408;30;5
2022484408;35;583333
2022484408;20;333333
2022484408;33;55
2022484408;28;466667
2022484408;31;516667
2022484408;4;66667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;7;116667
2022484408;169;2816667
2022484408;43;716667
2022484408;32;533333
2022484408;11;183333
2022484408;6;1
2022484408;11;183333
2022484408;32;533333
2022484408;16;266667
2022484408;25;416667
2022484408;20;333333
2022484408;22;366667
2022484408;1;16667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;17;283333
2022484408;53;883333
2022484408;13;216667
2022484408;24;4
2022484408;33;55
2022484408;97;1616667
2022484408;69;115
2022484408;5;83333
2022484408;50;833333
2022484408;25;416667
2022484408;20;333333
2022484408;56;933333
2022484408;62;1033333
2022484408;1;16667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;6;1
2022484408;36;6
2022484408;10;166667
2022484408;12;2
2022484408;29;483333
2022484408;28;466667
2022484408;23;383333
2022484408;146;2433333
2022484408;47;783333
2022484408;23;383333
2022484408;40;666667
2022484408;10;166667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;10;166667
2022484408;12;2
2022484408;64;1066667
2022484408;152;2533333
2022484408;4;66667
2022484408;21;35
2022484408;5;83333
2022484408;24;4
2022484408;11;183333
2022484408;22;366667
2022484408;143;2383333
2022484408;27;45
2022484408;22;366667
2022484408;5;83333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;6;1
2022484408;21;35
2022484408;119;1983333
2022484408;21;35
2022484408;6;1
2022484408;8;133333
2022484408;29;483333
2022484408;25;416667
2022484408;32;533333
2022484408;38;633333
2022484408;70;1166667
2022484408;15;25
2022484408;10;166667
2022484408;5;83333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;16;266667
2022484408;166;2766667
2022484408;27;45
2022484408;25;416667
2022484408;2;33333
2022484408;6;1
2022484408;63;105
2022484408;11;183333
2022484408;24;4
2022484408;15;25
2022484408;132;22
2022484408;9;15
2022484408;8;133333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;12;2
2022484408;112;1866667
2022484408;69;115
2022484408;22;366667
2022484408;87;145
2022484408;37;616667
2022484408;20;333333
2022484408;12;2
2022484408;34;566667
2022484408;50;833333
2022484408;128;2133333
2022484408;28;466667
2022484408;21;35
2022484408;1;16667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;1;16667
2022484408;7;116667
2022484408;12;2
2022484408;167;2783333
2022484408;52;866667
2022484408;10;166667
2022484408;4;66667
2022484408;23;383333
2022484408;27;45
2022484408;17;283333
2022484408;19;316667
2022484408;98;1633333
2022484408;91;1516667
2022484408;4;66667
2022484408;9;15
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;3;5
2022484408;26;433333
2022484408;154;2566667
2022484408;36;6
2022484408;17;283333
2022484408;25;416667
2022484408;14;233333
2022484408;5;83333
2022484408;34;566667
2022484408;20;333333
2022484408;16;266667
2022484408;12;2
2022484408;36;6
2022484408;8;133333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;16;266667
2022484408;29;483333
2022484408;25;416667
2022484408;22;366667
2022484408;23;383333
2022484408;6;1
2022484408;19;316667
2022484408;45;75
2022484408;41;683333
2022484408;63;105
2022484408;9;15
2022484408;28;466667
2022484408;20;333333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;1;16667
2022484408;0;0
2022484408;0;0
2022484408;2;33333
2022484408;47;783333
2022484408;25;416667
2022484408;8;133333
2022484408;65;1083333
2022484408;54;9
2022484408;13;216667
2022484408;14;233333
2022484408;12;2
2022484408;42;7
2022484408;28;466667
2022484408;1;16667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;3;5
2022484408;109;1816667
2022484408;161;2683333
2022484408;76;1266667
2022484408;31;516667
2022484408;23;383333
2022484408;38;633333
2022484408;27;45
2022484408;21;35
2022484408;21;35
2022484408;27;45
2022484408;24;4
2022484408;5;83333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;20;333333
2022484408;43;716667
2022484408;149;2483333
2022484408;9;15
2022484408;25;416667
2022484408;14;233333
2022484408;30;5
2022484408;73;1216667
2022484408;39;65
2022484408;23;383333
2022484408;38;633333
2022484408;38;633333
2022484408;31;516667
2022484408;7;116667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;23;383333
2022484408;36;6
2022484408;110;1833333
2022484408;152;2533333
2022484408;65;1083333
2022484408;13;216667
2022484408;14;233333
2022484408;55;916667
2022484408;14;233333
2022484408;19;316667
2022484408;21;35
2022484408;33;55
2022484408;11;183333
2022484408;13;216667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;5;83333
2022484408;19;316667
2022484408;146;2433333
2022484408;90;15
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;11;183333
2022484408;19;316667
2022484408;55;916667
2022484408;45;75
2022484408;31;516667
2022484408;25;416667
2022484408;15;25
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;2;33333
2022484408;5;83333
2022484408;12;2
2022484408;36;6
2022484408;25;416667
2022484408;19;316667
2022484408;34;566667
2022484408;23;383333
2022484408;9;15
2022484408;39;65
2022484408;23;383333
2022484408;10;166667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;70;1166667
2022484408;49;816667
2022484408;36;6
2022484408;24;4
2022484408;14;233333
2022484408;5;83333
2022484408;17;283333
2022484408;39;65
2022484408;20;333333
2022484408;48;8
2022484408;11;183333
2022484408;56;933333
2022484408;9;15
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;15;25
2022484408;35;583333
2022484408;147;245
2022484408;18;3
2022484408;23;383333
2022484408;12;2
2022484408;23;383333
2022484408;87;145
2022484408;47;783333
2022484408;21;35
2022484408;26;433333
2022484408;3;5
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;13;216667
2022484408;29;483333
2022484408;33;55
2022484408;109;1816667
2022484408;61;1016667
2022484408;7;116667
2022484408;7;116667
2022484408;83;1383333
2022484408;28;466667
2022484408;37;616667
2022484408;20;333333
2022484408;28;466667
2022484408;19;316667
2022484408;6;1
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;7;116667
2022484408;149;2483333
2022484408;21;35
2022484408;15;25
2022484408;45;75
2022484408;32;533333
2022484408;46;766667
2022484408;32;533333
2022484408;18;3
2022484408;24;4
2022484408;52;866667
2022484408;31;516667
2022484408;9;15
2022484408;2;33333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;6;1
2022484408;107;1783333
2022484408;103;1716667
2022484408;72;12
2022484408;44;733333
2022484408;40;666667
2022484408;86;1433333
2022484408;26;433333
2022484408;22;366667
2022484408;27;45
2022484408;17;283333
2022484408;15;25
2022484408;27;45
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;2;33333
2022484408;35;583333
2022484408;44;733333
2022484408;136;2266667
2022484408;18;3
2022484408;16;266667
2022484408;39;65
2022484408;13;216667
2022484408;18;3
2022484408;28;466667
2022484408;18;3
2022484408;21;35
2022484408;21;35
2022484408;24;4
2022484408;7;116667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;28;466667
2022484408;28;466667
2022484408;112;1866667
2022484408;56;933333
2022484408;37;616667
2022484408;44;733333
2022484408;24;4
2022484408;10;166667
2022484408;14;233333
2022484408;10;166667
2022484408;14;233333
2022484408;34;566667
2022484408;24;4
2022484408;14;233333
2022484408;17;283333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;2;33333
2022484408;38;633333
2022484408;57;95
2022484408;41;683333
2022484408;45;75
2022484408;31;516667
2022484408;29;483333
2022484408;27;45
2022484408;11;183333
2022484408;40;666667
2022484408;14;233333
2022484408;10;166667
2022484408;41;683333
2022484408;2;33333
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;35;583333
2022484408;134;2233333
2022484408;27;45
2022484408;31;516667
2022484408;31;516667
2022484408;25;416667
2022484408;37;616667
2022484408;27;45
2022484408;24;4
2022484408;27;45
2022484408;18;3
2022484408;4;66667
2022484408;7;116667
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;0;0
2022484408;28;466667
2022484408;13;216667
2022484408;13;216667
2022484408;143;2383333
2026352035;1;16667
2026352035;0;0
2026352035;1;16667
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;13;216667
2026352035;9;15
2026352035;8;133333
2026352035;8;133333
2026352035;14;233333
2026352035;28;466667
2026352035;18;3
2026352035;33;55
2026352035;24;4
2026352035;37;616667
2026352035;42;7
2026352035;38;633333
2026352035;29;483333
2026352035;15;25
2026352035;13;216667
2026352035;6;1
2026352035;1;16667
2026352035;0;0
2026352035;0;0
2026352035;1;16667
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;1;16667
2026352035;0;0
2026352035;8;133333
2026352035;18;3
2026352035;4;66667
2026352035;48;8
2026352035;46;766667
2026352035;48;8
2026352035;33;55
2026352035;10;166667
2026352035;47;783333
2026352035;23;383333
2026352035;31;516667
2026352035;16;266667
2026352035;17;283333
2026352035;9;15
2026352035;0;0
2026352035;3;5
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;10;166667
2026352035;31;516667
2026352035;39;65
2026352035;47;783333
2026352035;50;833333
2026352035;35;583333
2026352035;42;7
2026352035;28;466667
2026352035;21;35
2026352035;31;516667
2026352035;28;466667
2026352035;3;5
2026352035;8;133333
2026352035;13;216667
2026352035;6;1
2026352035;10;166667
2026352035;3;5
2026352035;2;33333
2026352035;0;0
2026352035;2;33333
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;25;416667
2026352035;10;166667
2026352035;37;616667
2026352035;51;85
2026352035;48;8
2026352035;53;883333
2026352035;42;7
2026352035;25;416667
2026352035;15;25
2026352035;28;466667
2026352035;10;166667
2026352035;7;116667
2026352035;8;133333
2026352035;11;183333
2026352035;17;283333
2026352035;8;133333
2026352035;1;16667
2026352035;1;16667
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;29;483333
2026352035;51;85
2026352035;44;733333
2026352035;31;516667
2026352035;7;116667
2026352035;11;183333
2026352035;15;25
2026352035;29;483333
2026352035;13;216667
2026352035;41;683333
2026352035;38;633333
2026352035;13;216667
2026352035;3;5
2026352035;41;683333
2026352035;9;15
2026352035;1;16667
2026352035;1;16667
2026352035;0;0
2026352035;1;16667
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;13;216667
2026352035;22;366667
2026352035;45;75
2026352035;36;6
2026352035;38;633333
2026352035;37;616667
2026352035;6;1
2026352035;23;383333
2026352035;7;116667
2026352035;7;116667
2026352035;14;233333
2026352035;4;66667
2026352035;16;266667
2026352035;5;83333
2026352035;7;116667
2026352035;12;2
2026352035;12;2
2026352035;4;66667
2026352035;2;33333
2026352035;0;0
2026352035;0;0
2026352035;1;16667
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;0;0
2026352035;20;333333
2026352035;10;166667
2026352035;2;33333
2026352035;0;0
2026352035;4;66667
2026352035;8;133333
2026352035;7;116667
2026352035;6;1
